num__CZAS_POSIADANIA|num__L_WIAD_POCZTA_G|num__DZIEN_MIN|num__DZIEN_L_POL|num__DZIEN_OPLATA|num__WIECZOR_MIN|num__WIECZ_L_POL|num__WIECZ_OPLATA|num__NOC_MIN|num__NOC_L_POL|num__NOC_OPLATA|num__MIEDZY_MIN|num__MIEDZY_L_POL|num__MIEDZY_OPLATA|num__L_POL_BIURO|cat__STAN_9|cat__KOD_OBSZARU_408.0|cat__KOD_OBSZARU_415.0|cat__KOD_OBSZARU_510.0|cat__KOD_OBSZARU_9.0|cat__PLAN_MIEDZY_0.0|cat__PLAN_MIEDZY_9.0|cat__POCZTA_G_0.0|cat__POCZTA_G_1.0|cat__POCZTA_G_9.0|REZYGN
137.0|-675.0|247.5|6950.0|834.75|258.2|125.5|23.88|2232.5|75.0|11.39|13.8|6.0|3.62|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|32.42|218.2|125.5|22.38|279.3|121.0|11.39|405.0|3.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
137.0|0.0|9485.0|6600.0|39.54|258.2|125.5|22.38|279.3|-2700.0|11.39|250.0|250.0|3.62|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
137.0|0.0|5610.0|125.0|39.54|-3987.5|4400.0|13.56|279.3|121.0|868.0|-325.0|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|15510.0|125.0|26.37|5992.5|9300.0|509.25|279.3|121.0|235.0|13.6|100.0|286.0|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
137.0|0.0|247.5|-2225.0|530.5|169.9|125.5|22.38|209.6|6400.0|11.39|5.7|6.0|3.62|125.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
13000.0|0.0|183.0|125.0|39.54|72.9|125.5|22.38|181.8|78.0|-204.5|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
11100.0|0.0|247.5|125.0|-469.25|137.3|102.0|11.67|189.6|10500.0|426.5|-192.5|6.0|3.62|-50.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|39.54|245.2|7200.0|22.38|279.3|121.0|11.39|515.0|50.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
4350.0|0.0|-3107.5|125.0|2113.0|277.1|125.5|22.38|279.3|121.0|564.0|13.6|6.0|3.62|150.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
57.0|0.0|247.5|115.0|39.54|9555.0|125.5|22.38|279.3|115.0|205.50000000000003|237.5|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0
5400.0|0.0|247.5|125.0|39.54|258.2|125.5|22.38|2552.5|121.0|4.59|13.6|6.0|3.62|2.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
500.0|0.0|247.5|10900.0|807.4999999999999|258.2|2100.0|22.38|279.3|102.0|11.39|13.6|6.0|85.0|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|39.54|258.2|125.5|22.38|279.3|121.0|11.39|13.6|25.0|300.0|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
142.0|0.0|247.5|125.0|14.42|6834.999999999999|125.5|22.38|279.3|121.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|39.54|-5037.5|107.0|22.38|246.2|98.0|277.0|515.0|5.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
172.0|0.0|247.5|125.0|39.54|258.2|-2875.0|2.65|293.3|121.0|11.39|630.0|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|39.54|252.4|119.0|21.45|280.2|-2250.0|315.25|13.6|6.0|3.62|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
137.0|0.0|247.5|125.0|39.54|258.2|75.0|22.38|279.3|121.0|-240.25|8.3|-100.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|37.0|247.5|80.0|39.54|10865.0|125.5|22.38|152.8|71.0|6.88|13.6|6.0|-99.25|2.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0
137.0|3000.0|247.5|125.0|39.54|16250.0|125.5|22.38|129.3|5450.0|11.39|14.5|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|64.0|39.54|-5592.5|116.0|22.38|5695.0|121.0|1025.0|13.6|125.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|-5097.5|125.0|39.54|258.2|125.5|22.38|279.3|121.0|4.58|10.5|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|0.0|0
149.0|0.0|247.5|125.0|39.54|258.2|125.5|22.38|188.3|108.0|423.50000000000006|13.6|6.0|-75.0|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|2550.0|-536.75|258.2|125.5|22.38|18780.0|13500.0|11.39|470.0|6.0|3.62|2.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0
13500.0|0.0|247.5|125.0|29.43|258.2|125.5|1732.9999999999998|6110.0|121.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
34.0|0.0|247.5|125.0|21.22|258.2|125.5|1199.5|279.3|7800.0|14.02|13.6|6.0|3.62|50.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0
137.0|0.0|4290.0|3850.0|39.54|16530.0|2750.0|22.38|279.3|92.0|11.39|13.6|6.0|3.62|3.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
6400.0|0.0|247.5|67.0|26.18|225.8|125.5|22.38|279.3|8600.0|11.39|13.6|3.0|47.5|-25.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0
59.0|700.0|247.5|97.0|39.54|258.2|125.5|22.38|279.3|121.0|11.39|13.6|6.0|3.62|200.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|120.0|39.54|258.2|125.5|22.38|279.3|121.0|6.06|330.0|5.0|-89.0|150.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|1589.5|258.2|125.5|22.38|6055.0|6350.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|7955.0|125.0|2705.0|258.2|125.5|22.38|279.3|121.0|6.44|-220.00000000000003|6.0|2.38|5.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
9700.0|600.0|247.5|6750.0|39.54|258.2|125.5|1846.0|3529.9999999999995|121.0|11.39|13.6|6.0|2.97|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
52.0|0.0|9595.0|2700.0|1630.9999999999998|258.2|9600.0|573.25|-5920.0|121.0|10.66|390.0|250.0|3.62|75.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
1500.0|0.0|247.5|57.0|-937.5|258.2|125.5|1794.0000000000002|279.3|121.0|11.39|6.8|6.0|1.84|25.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
137.0|0.0|4652.5|2800.0|39.54|190.2|125.5|22.38|28280.0|121.0|318.25|285.0|6.0|3.08|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|160.2|117.0|39.54|258.2|67.0|1137.0|22850.0|68.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|39.54|219.7|125.5|1867.0|279.3|6350.0|9.18|13.6|6.0|262.0|2.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1
137.0|0.0|175.5|67.0|39.54|258.2|85.0|2119.0|279.3|98.0|12.16|13.6|6.0|275.0|2.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|98.0|21.57|9000.0|62.0|22.38|140.8|121.0|6.34|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|3000.0|247.5|125.0|39.54|258.2|125.5|22.38|279.3|7700.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
1700.0|0.0|247.5|125.0|632.5|258.2|164.0|22.38|279.3|103.0|11.39|12.1|3.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0
137.0|0.0|247.5|125.0|39.54|258.2|125.5|22.38|279.3|121.0|426.0|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|39.54|258.2|9400.0|22.38|4165.0|121.0|11.39|13.6|6.0|3.62|-25.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
2900.0|0.0|247.5|2075.0|39.54|4455.0|125.5|22.38|279.3|5300.0|11.39|11.6|150.0|156.5|2.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
137.0|33.0|247.5|125.0|39.54|258.2|125.5|22.38|279.3|92.0|11.39|14.6|3.0|197.0|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|28.0|-4517.5|125.0|39.54|187.8|125.5|22.38|279.3|121.0|11.39|12.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
38.0|0.0|247.5|125.0|557.5|162.9|4850.0|22.38|279.3|121.0|11.39|13.6|6.0|2.21|2.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
40.0|0.0|14810.0|1850.0|1259.0|4237.5|4400.0|14.41|279.3|2550.0|11.39|13.6|5.0|83.5|-50.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|105.0|-1069.0|-5320.0|5200.0|22.38|279.3|121.0|11.39|13.6|6.0|-62.74999999999999|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
11300.0|0.0|125.2|9300.0|39.54|258.2|119.0|17.54|279.3|121.0|5.82|13.6|6.0|3.62|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
3150.0|0.0|247.5|125.0|1798.5|258.2|125.5|18.44|15350.0|60.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
7500.0|0.0|247.5|125.0|-760.25|258.2|110.0|22.38|279.3|-2500.0|11.39|13.6|3.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
137.0|0.0|247.5|-2325.0|-1027.75|-4262.5|125.5|14.49|29530.0|121.0|11.39|13.6|6.0|159.5|2.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
137.0|0.0|247.5|97.0|39.54|258.2|125.5|22.38|279.3|121.0|1146.0|13.6|6.0|-81.75|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
147.0|0.0|247.5|125.0|42.26|148.9|85.0|22.38|279.3|121.0|11.39|200.0|6.0|3.62|150.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|39.54|258.2|125.5|963.5|15240.0|121.0|6.86|13.6|6.0|98.5|2.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
8500.0|-0.0|247.5|109.0|39.54|258.2|125.5|334.0|18820.0|121.0|11.39|300.0|6.0|162.0|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0
50.0|0.0|247.5|4500.0|39.54|258.2|125.5|22.38|279.3|121.0|11.39|13.6|6.0|-41.25|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0
137.0|0.0|247.5|125.0|39.54|181.0|100.0|1539.0|279.3|121.0|607.5|-292.5|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1
137.0|0.0|61.6|125.0|39.54|258.2|125.5|6.55|279.3|121.0|11.39|13.6|6.0|3.62|4.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
137.0|0.0|-5352.5|1800.0|36.4|258.2|125.5|22.38|177.5|121.0|7.99|13.6|150.0|-55.25|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
7000.0|0.0|247.5|125.0|723.25|258.2|125.5|13.19|279.3|121.0|1029.0|750.0|6.0|3.62|50.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|99.0|-854.75|258.2|125.5|25.8|224.0|121.0|10.08|13.6|6.0|3.56|-25.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|5385.0|-2600.0|1831.0|258.2|125.5|22.38|279.3|2725.0|12.53|-315.0|500.0|3.62|-75.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|25.0|247.5|125.0|39.54|258.2|4750.0|578.5|-4392.5|121.0|11.39|13.6|2.0|3.62|150.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|0.0|0
137.0|-600.0|24950.0|5050.0|39.54|6492.5|125.5|1103.5|279.3|121.0|250.5|980.0|6.0|2.65|-25.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
-2650.0|0.0|-5265.0|125.0|35.8|258.2|125.5|22.38|191.4|8800.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
12800.0|0.0|247.5|104.0|39.54|225.9|125.5|19.2|-8075.0|121.0|14.54|13.6|7.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
94.0|0.0|247.5|125.0|39.54|15500.0|125.5|22.38|4740.0|121.0|11.39|13.6|6.0|3.62|2.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1
137.0|0.0|247.5|125.0|910.75|258.2|76.0|22.38|182.4|121.0|11.39|13.6|2.0|3.24|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0
137.0|-875.0|247.5|5200.0|26.2|258.2|125.5|22.38|279.3|57.0|-227.25|13.6|6.0|73.5|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|-0.0|247.5|125.0|4044.0|247.6|125.5|22.38|10445.0|-1700.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
137.0|0.0|247.5|3050.0|39.54|258.2|125.5|16.57|109.6|94.0|11.39|11.1|6.0|-75.0|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
3875.0|0.0|247.5|125.0|39.54|258.2|2600.0|16.23|279.3|121.0|8.82|13.6|4.0|3.62|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
-2000.0|0.0|12430.0|125.0|39.54|17300.0|125.5|22.38|279.3|1550.0|11.39|197.5|6.0|53.25|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
137.0|0.0|12645.0|125.0|-1074.75|258.2|5600.0|22.38|279.3|121.0|297.0|-237.5|7.0|3.62|75.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
137.0|0.0|-4477.5|125.0|3045.0|258.2|125.5|1620.0|12770.0|9100.0|11.39|530.0|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|278.4|106.0|2366.5|258.2|125.5|6.89|8159.999999999999|121.0|7.34|13.6|6.0|132.5|100.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|160.1|110.0|39.54|213.3|125.5|22.38|279.3|72.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
99.0|0.0|19820.0|87.0|39.54|258.2|125.5|22.38|190.9|121.0|8.59|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0
137.0|0.0|212.1|6550.0|39.54|20940.0|125.5|17.8|279.3|121.0|11.39|5.3|5.0|71.5|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
1925.0|0.0|25180.0|1800.0|-1070.25|258.2|125.5|1748.0|-6880.0|10900.0|12.38|13.6|6.0|3.62|100.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|1
9800.0|0.0|247.5|114.0|685.0|258.2|125.5|22.38|160.2|4600.0|7.21|13.6|6.0|1.19|2.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0
137.0|0.0|17830.0|3425.0|39.54|258.2|125.5|803.5|279.3|10200.0|11.39|365.0|6.0|3.94|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|39.54|258.2|-2625.0|22.38|279.3|121.0|11.39|13.6|6.0|142.0|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0
137.0|0.0|13500.0|99.0|39.54|258.2|125.5|22.38|245.3|102.0|11.39|13.6|6.0|3.62|25.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0
122.0|0.0|17050.0|125.0|28.99|258.2|109.0|1476.0|279.3|75.0|11.39|13.6|2.0|-76.25|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
95.0|0.0|247.5|125.0|1012.0|258.2|125.5|22.38|279.3|121.0|855.0000000000001|13.6|4.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|1196.0|258.2|1900.0|22.38|279.3|-2825.0|8.42|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|20.04|164.5|125.5|1398.0|279.3|121.0|11.39|13.6|6.0|-66.25|-25.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|32.0|247.5|4550.0|39.54|258.2|125.5|22.38|219.4|14200.0|9.87|10.1|1.0|2.73|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|39.54|7395.0|125.5|314.25|279.3|121.0|271.5|13.6|7.0|2.59|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|39.54|-7930.0|125.5|22.38|279.3|121.0|11.39|13.6|6.0|-56.00000000000001|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0
-2575.0|0.0|247.5|117.0|39.54|-5582.5|125.5|949.0|279.3|-2275.0|10.03|12.6|100.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
2450.0|0.0|4025.0|-2925.0|-684.25|258.2|125.5|22.38|279.3|121.0|11.39|13.6|4.0|3.62|2.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|39.54|258.2|90.0|22.38|12390.0|114.0|11.15|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
63.0|0.0|2945.0|125.0|1001.0|-4240.0|125.5|1442.0|279.3|88.0|11.39|9.4|6.0|3.62|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
900.0|42.0|196.8|89.0|39.54|-6372.5|12200.0|21.67|13830.000000000002|126.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
-1600.0|0.0|247.5|125.0|39.54|-3807.500000000001|125.5|12.95|279.3|121.0|11.39|13.6|3.0|-95.75|2.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0
74.0|0.0|28250.0|5700.0|48.03|21990.0|-1200.0|467.25000000000006|170.0|121.0|-191.25|9.4|-100.0|2.54|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
112.0|1800.0|247.5|117.0|-483.25|258.2|82.0|13.39|-4440.0|121.0|11.39|13.6|6.0|270.0|2.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|4077.000000000001|214.8|125.5|-456.50000000000006|279.3|121.0|11.39|435.0|-125.0|-58.75|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|10510.0|125.0|39.54|258.2|125.5|22.38|279.3|121.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
137.0|0.0|10690.0|125.0|39.54|141.8|2150.0|12.05|279.3|123.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|190.7|5150.0|810.5|258.2|125.5|22.38|279.3|121.0|11.39|-245.00000000000003|-100.0|3.62|3.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
193.0|0.0|247.5|124.0|29.05|258.2|9500.0|1125.0|279.3|89.0|11.39|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|154.2|119.0|26.21|5510.0|9800.0|9.37|279.3|121.0|255.75|920.0|6.0|124.0|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
