num__CZAS_POSIADANIA|num__L_WIAD_POCZTA_G|num__DZIEN_MIN|num__DZIEN_L_POL|num__DZIEN_OPLATA|num__WIECZOR_MIN|num__WIECZ_L_POL|num__WIECZ_OPLATA|num__NOC_MIN|num__NOC_L_POL|num__NOC_OPLATA|num__MIEDZY_MIN|num__MIEDZY_L_POL|num__MIEDZY_OPLATA|num__L_POL_BIURO|cat__STAN_9|cat__KOD_OBSZARU_408.0|cat__KOD_OBSZARU_415.0|cat__KOD_OBSZARU_510.0|cat__KOD_OBSZARU_9.0|cat__PLAN_MIEDZY_0.0|cat__PLAN_MIEDZY_9.0|cat__POCZTA_G_0.0|cat__POCZTA_G_1.0|cat__POCZTA_G_9.0|REZYGN
147.0|0.0|239.8|124.5|39.92|248.5|64.0|22.275|262.7|125.0|12.19|13.0|-75.0|340.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
950.0|0.0|239.8|2450.0|22.3|248.5|97.0|22.275|7950.0|125.0|12.19|819.9999999999999|6.0|3.56|200.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
4000.0|0.0|239.8|7400.0|39.92|248.5|121.5|14.41|214.1|5100.0|12.19|13.0|5.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|239.8|124.5|39.92|212.8|5200.0|22.275|262.7|125.0|12.19|-232.50000000000003|400.0|3.56|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
5650.0|0.0|125.2|-2325.0|21.28|248.5|121.5|22.275|-3232.5000000000005|125.0|12.19|13.0|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
126.0|0.0|239.8|1750.0|39.92|-5422.5|121.5|22.275|15350.0|6000.0|12.19|7.8|-25.0|3.56|-25.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
147.0|0.0|178.9|124.5|39.92|4227.5|121.5|14.37|262.7|100.0|12.19|13.0|300.0|3.56|-100.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
147.0|0.0|239.8|124.5|-1027.75|248.5|83.0|22.275|295.3|104.0|13.29|13.0|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
-4050.0|0.0|22490.0|124.5|38.23|188.2|84.0|22.275|254.6|125.0|12.19|302.5|6.0|3.27|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0
147.0|0.0|239.8|124.5|39.92|-3722.5|121.5|22.275|262.7|125.0|194.0|200.0|6.0|3.56|75.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0
9000.0|0.0|239.8|124.5|1729.0|248.5|117.0|22.275|262.7|-2625.0|6.86|13.0|6.0|-49.25|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|11790.0|124.5|4009.000000000001|15719.999999999998|121.5|-334.0|4705.0|99.0|12.19|13.0|6.0|3.24|-0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0
147.0|0.0|239.8|4500.0|667.75|248.5|-1800.0|949.0|181.4|125.0|12.19|13.0|-50.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0
147.0|0.0|15015.0|124.5|-1276.25|248.5|10000.0|-384.75|262.7|1825.0|12.19|1170.0|-100.0|3.56|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|1
147.0|0.0|239.8|117.0|39.92|248.5|121.5|22.275|8650.0|125.0|12.19|13.0|7.0|55.25|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
147.0|0.0|239.8|124.5|39.92|248.5|121.5|22.275|262.7|125.0|12.19|8.2|3.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|4255.0|124.5|2893.0|248.5|121.5|22.275|262.7|125.0|12.19|13.0|2.0|3.56|-25.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|239.8|99.0|39.92|248.5|121.5|25.8|262.7|125.0|10.08|13.0|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
147.0|0.0|215.4|124.5|36.62|204.8|79.0|22.275|262.7|125.0|313.25|13.0|6.0|3.56|3.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|625.0|239.8|124.5|39.92|248.5|121.5|22.275|262.7|125.0|12.19|13.0|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
70.0|0.0|239.8|2525.0|42.42|248.5|121.5|22.275|262.7|68.0|12.19|9.8|-100.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|210.6|124.5|894.9999999999999|249.2|85.0|1059.0|262.7|125.0|8.61|620.0|6.0|-83.75|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
147.0|0.0|239.8|124.5|30.48|248.5|86.0|22.275|8075.0|-1950.0|14.54|13.0|-175.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|-0.0|239.8|105.0|1342.0|248.5|121.5|13.18|262.7|125.0|8.53|-200.0|6.0|2.16|4.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1
147.0|-0.0|239.8|118.0|39.92|248.5|76.0|22.275|262.7|-2450.0|12.19|13.0|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|-3852.5|10400.0|39.92|248.5|121.5|22.275|202.1|2850.0|12.19|13.0|225.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|-0.0|239.8|6250.0|-1011.0|248.5|-2325.0|22.275|262.7|3400.0|12.19|-347.5|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1
82.0|0.0|239.8|124.5|39.92|19490.0|105.0|16.57|262.7|2350.0|12.19|-277.5|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
155.0|0.0|239.8|100.0|864.5|248.5|121.5|16.23|262.7|125.0|8.82|13.0|4.0|3.56|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1
147.0|0.0|239.8|100.0|39.92|248.5|121.5|14.71|6330.0|3100.0|569.5|7.9|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
7800.0|0.0|239.8|124.5|39.92|4460.0|121.5|22.275|262.7|125.0|594.0|13.0|6.0|3.56|1.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
147.0|-0.0|239.8|1775.0|30.45|248.5|8100.0|16.2|262.7|125.0|-143.75|13.0|7.0|286.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|239.8|124.5|39.92|248.5|113.0|22.275|262.7|125.0|7.34|13.0|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
7300.0|0.0|239.8|11000.0|39.92|248.5|121.5|22.275|174.1|125.0|12.19|13.0|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
4950.0|0.0|239.8|124.5|33.69|248.5|121.5|22.275|262.7|11300.0|12.19|217.5|150.0|3.56|4.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
120.0|0.0|239.8|124.5|36.06|209.4|121.5|22.275|262.7|96.0|12.19|5.3|6.0|1.43|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1
77.0|0.0|239.8|72.0|4281.0|248.5|121.5|22.275|262.7|109.0|12.19|13.0|350.0|3.56|100.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
4900.0|0.0|16119.999999999998|11400.0|39.92|248.5|121.5|22.275|262.7|125.0|360.5|220.00000000000003|8.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
147.0|0.0|239.8|124.5|39.92|18900.0|121.5|16.07|129.1|102.0|290.5|13.0|6.0|98.5|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
135.0|0.0|151.7|124.5|25.79|11900.0|105.0|10.12|4500.0|100.0|12.19|525.0|-150.0|284.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|3375.0|99.0|2295.0|183.6|10600.0|780.5|262.7|-2550.0|12.19|312.5|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
147.0|0.0|239.8|124.5|39.92|173.7|121.5|22.275|262.7|7500.0|12.19|13.0|6.0|152.5|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
-2375.0|0.0|5952.5|3250.0|39.92|248.5|4900.0|15.91|4750.0|2875.0|12.19|11.8|6.0|79.75|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
36.0|1450.0|239.8|102.0|39.92|248.5|121.5|-429.75000000000006|262.7|5650.0|12.19|13.0|6.0|3.56|200.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|21.0|117.9|124.5|39.92|248.5|121.5|22.275|262.7|125.0|12.19|13.0|-75.0|132.5|-25.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|3715.0|4550.0|39.92|248.5|121.5|22.275|219.4|125.0|12.19|13.0|6.0|136.5|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|0.0|0
157.0|0.0|5745.0|2250.0|-976.75|248.5|121.5|314.25|241.4|125.0|12.19|13.0|-175.0|129.5|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
120.0|0.0|239.8|124.5|28.05|248.5|-2075.0|26.96|262.7|2150.0|536.0|13.0|-200.0|2.24|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|239.8|124.5|3145.0|248.5|94.0|-474.5|262.7|4550.0|12.19|630.0|6.0|3.56|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|4025.0|117.0|39.92|190.9|121.5|405.75|262.7|125.0|10.25|302.5|6.0|81.75|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|239.8|124.5|39.92|248.5|9000.0|22.275|262.7|2850.0|12.19|13.0|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0
6300.0|0.0|239.8|125.0|39.92|248.5|121.5|14.42|21140.0|125.0|12.19|9.4|6.0|127.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|239.8|124.5|1673.0|248.5|121.5|22.275|262.7|12600.0|6.22|20.0|6.0|-135.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1
147.0|0.0|239.8|124.5|2764.0|248.5|2725.0|-323.75|262.7|122.0|12.19|355.0|-75.0|3.56|50.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0
147.0|0.0|239.8|124.5|39.92|248.5|121.5|22.275|262.7|125.0|765.0|235.0|100.0|3.56|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1
147.0|36.0|239.8|124.5|39.92|157.5|121.5|13.39|177.6|125.0|12.19|500.0|6.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
4850.0|0.0|239.8|124.5|-1019.25|214.8|11100.0|-456.50000000000006|262.7|125.0|161.25|13.0|6.0|3.56|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0
147.0|0.0|21020.0|124.5|39.92|248.5|1925.0|22.275|262.7|125.0|225.0|13.0|6.0|3.54|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|239.8|124.5|39.92|248.5|121.5|-301.25|262.7|123.0|12.19|13.0|3.0|97.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0
121.0|0.0|239.8|2575.0|-810.5|9175.0|-2925.0|22.275|11040.0|125.0|12.19|9.8|4.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|239.8|124.0|39.92|248.5|121.5|22.275|262.7|125.0|12.19|580.0|6.0|3.13|-25.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|239.8|124.5|39.92|110.2|98.0|22.275|262.7|117.0|10.23|13.0|6.0|-62.0|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
147.0|0.0|201.4|124.5|39.92|5735.0|121.5|22.275|262.7|125.0|11.36|13.0|3.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
