num__CZAS_POSIADANIA|num__L_WIAD_POCZTA_G|num__DZIEN_MIN|num__DZIEN_L_POL|num__DZIEN_OPLATA|num__WIECZOR_MIN|num__WIECZ_L_POL|num__WIECZ_OPLATA|num__NOC_MIN|num__NOC_L_POL|num__NOC_OPLATA|num__MIEDZY_MIN|num__MIEDZY_L_POL|num__MIEDZY_OPLATA|num__L_POL_BIURO|cat__STAN_9|cat__KOD_OBSZARU_408.0|cat__KOD_OBSZARU_415.0|cat__KOD_OBSZARU_510.0|cat__KOD_OBSZARU_9.0|cat__PLAN_MIEDZY_0.0|cat__PLAN_MIEDZY_1.0|cat__PLAN_MIEDZY_9.0|cat__POCZTA_G_0.0|cat__POCZTA_G_1.0|cat__POCZTA_G_9.0|REZYGN
57.0|0.0|176.8|101.0|30.06|195.0|75.0|17.095|213.5|100.0|9.61|8.3|4.0|2.24|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
72.0|37.0|220.0|80.0|37.4|201.4|102.0|18.47|152.8|71.0|9.11|10.3|4.0|2.78|3.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
100.0|30.0|146.3|101.0|30.564999999999998|162.5|100.0|17.095|203.0|109.0|9.11|14.5|6.0|2.78|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
100.0|0.0|179.45|101.0|22.24|223.7|116.0|17.095|227.8|100.0|10.25|10.3|4.0|2.78|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|33.0|179.45|106.0|34.66|201.4|100.0|15.95|101.7|100.0|4.58|10.3|6.0|2.84|3.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0
149.0|0.0|140.4|101.0|23.87|201.4|92.0|23.1|188.3|100.0|8.47|10.3|9.0|2.78|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
98.0|0.0|179.45|101.0|21.47|166.8|100.0|14.18|187.8|100.0|8.45|10.3|4.0|2.78|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
135.0|0.0|179.45|101.0|30.564999999999998|201.4|100.0|17.095|122.2|78.0|5.5|14.6|4.0|3.94|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1
34.0|0.0|124.8|82.0|21.22|201.4|98.0|23.99|311.5|78.0|14.02|10.0|4.0|2.78|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
160.0|0.0|85.8|101.0|14.59|165.3|110.0|17.095|178.5|100.0|9.11|10.3|4.0|2.78|3.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
64.0|0.0|154.0|101.0|26.18|225.8|118.0|19.19|265.3|100.0|11.94|3.5|3.0|0.95|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
59.0|28.0|120.9|101.0|30.564999999999998|213.0|92.0|18.11|163.1|116.0|7.34|8.5|4.0|2.78|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0
100.0|0.0|179.45|120.0|35.92|162.6|122.0|13.82|134.7|100.0|6.06|10.3|5.0|3.56|3.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
142.0|0.0|187.0|133.0|31.79|201.4|74.0|11.44|203.0|127.0|9.11|7.4|5.0|2.78|2.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
119.0|0.0|159.1|114.0|27.05|231.3|117.0|19.66|143.2|91.0|6.44|8.8|3.0|2.38|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1
100.0|0.0|133.2|101.0|22.64|217.2|58.0|17.095|70.6|79.0|3.18|10.3|3.0|2.97|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
52.0|0.0|179.45|108.0|30.564999999999998|201.4|100.0|22.93|236.8|87.0|9.11|7.8|5.0|2.11|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|0.0|220.6|57.0|30.564999999999998|201.4|115.0|17.095|249.0|100.0|11.21|10.3|3.0|1.84|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
10.0|0.0|186.1|112.0|30.564999999999998|201.4|66.0|16.17|282.8|57.0|12.73|10.3|6.0|2.78|2.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
96.0|0.0|179.45|117.0|27.23|201.4|67.0|17.095|228.5|100.0|10.28|9.3|4.0|2.78|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|0.0|151.0|101.0|30.564999999999998|219.7|100.0|18.67|203.0|127.0|9.18|9.7|4.0|2.62|5.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|1
100.0|0.0|179.45|101.0|30.564999999999998|249.3|100.0|21.19|270.2|98.0|12.16|10.2|4.0|2.75|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
141.0|0.0|126.9|101.0|21.57|180.0|100.0|17.095|203.0|100.0|9.11|10.3|2.0|2.16|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
121.0|30.0|179.45|129.0|33.73|201.4|77.0|17.095|181.2|77.0|9.11|10.3|4.0|1.57|3.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1
68.0|0.0|179.45|101.0|25.3|246.5|164.0|20.95|203.0|103.0|9.11|10.3|3.0|3.27|3.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
125.0|0.0|229.3|101.0|38.98|177.4|126.0|17.095|203.0|100.0|8.52|12.0|8.0|3.24|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
174.0|0.0|179.45|97.0|32.66|201.4|94.0|17.095|166.6|100.0|7.5|11.4|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
116.0|34.0|179.45|83.0|45.66|201.4|142.0|15.15|166.3|106.0|7.48|11.6|3.0|2.78|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0
74.0|0.0|193.7|91.0|30.564999999999998|246.1|96.0|17.095|203.0|92.0|6.21|14.6|3.0|2.78|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
149.0|28.0|180.7|92.0|30.72|201.4|64.0|17.095|265.5|53.0|11.95|12.6|4.0|3.4|3.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
38.0|0.0|131.2|98.0|22.3|201.4|97.0|13.85|159.0|106.0|7.15|8.2|6.0|2.21|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
40.0|41.0|148.1|74.0|25.18|169.5|100.0|14.41|203.0|102.0|9.11|6.2|5.0|1.67|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0
100.0|0.0|251.5|101.0|30.564999999999998|212.8|104.0|18.09|157.8|67.0|7.1|10.3|4.0|2.78|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0
100.0|0.0|125.2|101.0|21.28|201.4|119.0|17.54|203.0|100.0|5.82|8.3|4.0|2.24|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
126.0|0.0|179.45|70.0|30.564999999999998|201.4|100.0|18.44|153.5|60.0|9.11|7.8|4.0|2.11|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
150.0|0.0|179.45|101.0|30.564999999999998|169.1|100.0|14.37|203.0|100.0|9.11|13.8|3.0|3.73|4.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|1
138.0|0.0|241.8|93.0|41.11|170.5|83.0|14.49|295.3|104.0|13.29|10.3|7.0|2.78|3.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|0.0|179.45|97.0|38.23|188.2|100.0|16.0|254.6|61.0|11.46|10.3|4.0|2.78|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
100.0|-0.0|248.6|83.0|30.564999999999998|201.4|100.0|12.66|172.5|109.0|7.76|8.0|4.0|2.16|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|0.0|179.45|146.0|34.58|226.7|100.0|19.27|152.4|105.0|6.86|7.3|4.0|1.97|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|0.0|235.8|109.0|40.09|157.2|94.0|13.36|188.2|100.0|9.11|10.3|4.0|2.78|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
50.0|0.0|157.1|90.0|26.71|201.4|72.0|18.98|203.0|111.0|8.16|6.1|2.0|1.65|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
82.0|0.0|300.3|109.0|51.05|181.0|100.0|15.39|203.0|73.0|9.11|10.3|4.0|3.16|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1
144.0|0.0|61.6|117.0|10.47|201.4|85.0|17.095|203.0|99.0|9.11|8.2|7.0|2.21|4.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1
100.0|0.0|214.1|72.0|30.564999999999998|201.4|100.0|13.97|177.5|113.0|7.99|10.3|3.0|2.21|2.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
70.0|0.0|179.45|98.0|30.564999999999998|201.4|100.0|17.095|203.0|76.0|10.29|15.0|2.0|4.05|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
144.0|0.0|201.1|99.0|34.19|303.5|100.0|25.8|203.0|119.0|9.11|13.2|2.0|3.56|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
116.0|0.0|179.45|104.0|36.62|201.4|100.0|17.095|278.5|100.0|12.53|12.6|5.0|2.78|1.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0
55.0|25.0|165.6|123.0|30.564999999999998|136.1|100.0|17.095|175.7|100.0|9.11|11.0|2.0|2.78|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
70.0|0.0|179.45|101.0|42.42|201.4|98.0|17.095|222.7|100.0|10.02|9.8|4.0|2.65|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
106.0|-0.0|210.6|96.0|30.564999999999998|201.4|100.0|21.18|191.4|88.0|8.61|10.3|1.0|3.35|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1
100.0|29.0|179.45|104.0|30.48|225.9|86.0|17.095|323.0|78.0|14.54|8.6|4.0|2.32|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
94.0|0.0|157.9|101.0|30.564999999999998|201.4|101.0|17.095|203.0|100.0|9.11|8.0|5.0|2.78|4.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1
111.0|0.0|214.3|118.0|36.43|201.4|76.0|17.72|182.4|100.0|8.21|12.0|2.0|3.24|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
74.0|35.0|179.45|104.0|30.564999999999998|201.4|84.0|17.095|202.1|57.0|9.11|10.3|4.0|2.94|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0
100.0|0.0|179.45|101.0|40.44|247.6|100.0|21.05|208.9|68.0|9.11|13.9|4.0|3.75|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1
82.0|0.0|179.45|61.0|30.564999999999998|201.4|105.0|16.57|109.6|100.0|4.93|10.3|2.0|2.78|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
155.0|0.0|203.4|100.0|30.564999999999998|190.9|100.0|16.23|196.0|119.0|9.11|10.3|4.0|2.4|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1
80.0|0.0|124.3|100.0|21.13|201.4|107.0|14.71|253.2|62.0|11.39|7.9|9.0|2.78|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
78.0|0.0|252.9|101.0|42.99|201.4|100.0|15.16|263.9|100.0|11.88|10.3|7.0|2.57|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
90.0|0.0|179.1|101.0|30.45|190.6|81.0|16.2|203.0|91.0|5.75|10.3|7.0|2.86|3.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
104.0|0.0|179.45|106.0|47.33|201.4|113.0|6.89|163.2|100.0|9.11|9.8|4.0|2.65|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
73.0|0.0|160.1|101.0|27.22|213.3|72.0|17.095|203.0|100.0|7.83|13.0|4.0|2.78|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
99.0|-0.0|198.2|87.0|33.69|201.4|76.0|17.62|203.0|100.0|9.11|8.7|4.0|2.35|4.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|0.0|179.45|131.0|36.06|209.4|100.0|17.8|203.0|100.0|7.52|10.3|4.0|1.43|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1
100.0|0.0|251.8|101.0|42.81|205.7|100.0|17.48|275.2|100.0|12.38|9.8|4.0|2.78|2.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1
98.0|21.0|161.2|114.0|30.564999999999998|252.2|83.0|21.44|203.0|100.0|9.11|10.3|8.0|2.78|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
108.0|0.0|178.3|101.0|30.31|189.0|76.0|17.095|203.0|100.0|5.81|14.6|4.0|3.94|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|0.0|151.7|101.0|25.79|119.0|105.0|17.095|180.0|100.0|9.11|10.3|6.0|2.84|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
100.0|0.0|179.45|99.0|30.564999999999998|183.6|106.0|15.61|245.3|100.0|9.11|12.5|4.0|3.38|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|0.0|170.5|94.0|30.564999999999998|201.4|109.0|14.76|248.6|75.0|11.19|11.3|2.0|3.05|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
95.0|0.0|179.45|65.0|30.564999999999998|187.2|98.0|15.91|190.0|100.0|8.55|10.3|4.0|3.19|4.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
36.0|0.0|281.4|101.0|30.564999999999998|202.2|76.0|17.19|187.2|113.0|8.42|9.0|6.0|2.43|2.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
100.0|21.0|117.9|131.0|30.564999999999998|164.5|115.0|13.98|217.0|86.0|9.76|9.8|4.0|2.78|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|32.0|148.6|91.0|30.564999999999998|201.4|97.0|17.095|219.4|100.0|9.87|10.1|4.0|2.73|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
157.0|0.0|229.8|90.0|39.07|147.9|121.0|12.57|241.4|100.0|10.86|9.6|7.0|2.78|3.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
120.0|0.0|165.0|100.0|30.564999999999998|317.2|83.0|26.96|119.2|100.0|5.36|8.3|8.0|2.24|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|0.0|185.0|101.0|31.45|201.4|94.0|18.98|203.0|91.0|9.11|12.6|2.0|3.4|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
98.0|0.0|161.0|117.0|30.564999999999998|201.4|113.0|17.095|227.7|113.0|10.25|12.1|4.0|2.78|4.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
125.0|0.0|126.7|108.0|21.54|201.4|90.0|17.51|203.0|114.0|9.11|13.3|4.0|3.59|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
63.0|0.0|58.9|101.0|10.01|169.6|100.0|14.42|211.4|100.0|9.11|9.4|3.0|2.54|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|42.0|179.45|89.0|33.46|254.9|122.0|21.67|138.3|100.0|6.22|10.3|4.0|5.4|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1
64.0|0.0|162.6|83.0|27.64|152.3|100.0|17.095|57.5|100.0|9.11|10.3|4.0|3.83|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
100.0|0.0|179.45|101.0|48.03|201.4|48.0|17.095|170.0|115.0|7.65|9.4|4.0|2.78|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|1
112.0|0.0|113.7|101.0|30.564999999999998|157.5|82.0|13.39|203.0|100.0|9.11|10.3|3.0|2.7|2.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
97.0|0.0|179.45|125.0|40.77|214.8|111.0|18.26|143.3|81.0|6.45|10.3|5.0|2.78|2.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
46.0|0.0|210.2|92.0|30.564999999999998|227.3|77.0|17.095|200.1|100.0|9.0|13.1|7.0|3.54|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0
41.0|0.0|179.45|101.0|36.35|141.8|86.0|17.095|203.0|123.0|9.11|7.2|4.0|2.78|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
121.0|0.0|190.7|103.0|30.564999999999998|183.5|117.0|15.6|220.8|103.0|9.94|9.8|4.0|2.78|3.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
