num__CZAS_POSIADANIA|num__L_WIAD_POCZTA_G|num__DZIEN_MIN|num__DZIEN_L_POL|num__DZIEN_OPLATA|num__WIECZOR_MIN|num__WIECZ_L_POL|num__WIECZ_OPLATA|num__NOC_MIN|num__NOC_L_POL|num__NOC_OPLATA|num__MIEDZY_MIN|num__MIEDZY_L_POL|num__MIEDZY_OPLATA|num__L_POL_BIURO|cat__STAN_9|cat__KOD_OBSZARU_408.0|cat__KOD_OBSZARU_415.0|cat__KOD_OBSZARU_510.0|cat__KOD_OBSZARU_9.0|cat__PLAN_MIEDZY_0.0|cat__PLAN_MIEDZY_1.0|cat__PLAN_MIEDZY_9.0|cat__POCZTA_G_0.0|cat__POCZTA_G_1.0|cat__POCZTA_G_9.0|REZYGN
93.0|0.0|190.7|5700.0|33.88|219.85|-2775.0|18.55|6480.0|3025.0|291.5|202.5|4.0|219.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
7600.0|0.0|202.9|105.0|32.25|-5320.0|6500.0|18.09|16570.0|108.0|9.75|11.2|5.0|2.7|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0
115.0|0.0|224.4|90.0|33.88|159.5|107.0|18.62|192.8|1850.0|9.75|11.2|-50.0|3.51|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|155.1|105.0|26.37|239.7|107.0|1018.5|208.8|133.0|9.75|11.2|100.0|2.86|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
7700.0|0.0|202.9|4450.0|10.61|219.85|121.0|722.0|5240.0|106.0|471.5|285.0|4.0|154.0|5.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1
115.0|0.0|18300.0|105.0|-777.75|1822.5|107.0|18.62|181.8|78.0|8.18|11.2|4.0|3.08|-0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|202.9|103.0|18.77|219.85|107.0|18.62|214.9|106.0|8.53|7.7|6.0|104.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0
115.0|0.0|81.1|105.0|13.79|6130.0|72.0|20.84|-5925.0|106.0|10.67|11.2|4.0|2.78|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|124.3|105.0|21.13|277.1|107.0|23.55|250.7|106.0|11.28|775.0|5.0|209.50000000000003|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
57.0|0.0|202.9|115.0|33.88|219.85|107.0|16.24|182.7|106.0|205.50000000000003|11.2|4.0|64.25|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0
-1350.0|-0.0|202.9|105.0|22.83|-3887.5|107.0|13.22|102.1|106.0|4.59|14.7|4.0|3.08|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
500.0|0.0|202.9|105.0|-807.4999999999999|258.2|84.0|1097.5|18150.0|102.0|9.75|6.3|4.0|3.08|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0
115.0|0.0|-2982.5|105.0|20.28|219.85|-2725.0|914.0|178.7|106.0|9.75|11.2|1.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|84.8|105.0|33.88|219.85|107.0|18.62|6262.5|106.0|11.27|14.2|4.0|3.83|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|202.9|105.0|33.88|219.85|107.0|18.62|214.9|98.0|554.0|-257.5|5.0|-69.5|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
172.0|0.0|212.0|105.0|36.04|219.85|107.0|18.62|214.9|3900.0|9.75|315.0|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0
12.0|-0.0|202.9|105.0|33.88|-6310.0|107.0|18.62|214.9|106.0|12.61|11.2|75.0|3.08|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1
57.0|25.0|202.9|105.0|33.88|9750.0|107.0|16.58|213.5|116.0|9.61|8.3|4.0|112.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
72.0|0.0|202.9|80.0|1870.0|217.3|102.0|18.47|7640.000000000001|71.0|6.88|735.0|4.0|3.97|3.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0
-900.0|0.0|202.9|128.0|24.87|219.85|107.0|18.62|214.9|109.0|5.82|725.0|6.0|3.08|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|-3270.0000000000005|105.0|33.88|219.85|107.0|475.25000000000006|11390.0|106.0|512.5|10.0|4.0|3.08|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
136.0|0.0|202.9|106.0|34.66|219.85|107.0|18.62|5085.0|5350.0|-114.5|11.2|150.0|-71.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0
149.0|0.0|202.9|105.0|33.88|219.85|2300.0|-577.5|188.3|-2700.0|8.47|11.1|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0
98.0|0.0|202.9|2550.0|21.47|166.8|85.0|709.0|18780.0|106.0|8.45|9.4|2.0|3.08|3.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
135.0|41.0|173.1|85.0|33.88|203.9|107.0|17.33|214.9|106.0|550.0|14.6|15.0|3.94|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|1
34.0|0.0|124.8|82.0|-530.5|282.2|4900.0|18.62|311.5|106.0|9.75|10.0|-100.0|2.7|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
160.0|0.0|202.9|7700.0|14.59|219.85|110.0|14.05|178.5|106.0|8.03|11.2|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|202.9|105.0|26.18|219.85|-2950.0|19.19|214.9|106.0|9.75|11.2|3.0|3.08|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
59.0|0.0|-3022.5|97.0|33.88|219.85|92.0|18.62|214.9|116.0|183.5|-212.5|4.0|2.3|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0
115.0|0.0|211.3|6000.0|33.88|219.85|122.0|18.62|134.7|106.0|6.06|13.2|5.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
142.0|0.0|187.0|105.0|33.88|219.85|107.0|572.0|214.9|106.0|10.9|11.2|4.0|3.08|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0
115.0|0.0|202.9|105.0|33.88|231.3|107.0|19.66|214.9|106.0|9.75|220.00000000000003|-75.0|119.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|1
115.0|0.0|13319.999999999998|105.0|22.64|219.85|1450.0|-461.5|1764.9999999999998|106.0|159.0|-275.0|3.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0
115.0|0.0|9595.0|108.0|32.62|219.85|96.0|18.62|214.9|87.0|9.75|780.0|5.0|-52.75|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0
-1500.0|0.0|220.6|105.0|33.88|219.85|107.0|17.94|214.9|129.0|11.21|6.8|4.0|1.84|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
10.0|0.0|186.1|5600.0|31.64|190.2|3300.0|16.17|282.8|57.0|12.73|11.4|6.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|160.2|117.0|680.75|267.5|107.0|18.62|228.5|3400.0|9.75|9.3|5.0|62.74999999999999|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|202.9|83.0|33.88|10985.0|107.0|18.62|203.9|106.0|9.75|9.7|75.0|2.62|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1
115.0|0.0|175.5|67.0|33.88|6232.5|85.0|529.75|270.2|106.0|12.16|510.0|4.0|275.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
141.0|0.0|126.9|98.0|33.88|4500.0|6200.0|15.3|140.8|128.0|6.34|11.2|50.0|54.0|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
-3025.0|30.0|198.4|105.0|33.73|219.85|107.0|18.62|214.9|77.0|8.15|5.8|4.0|39.25|3.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|1
68.0|0.0|148.8|70.0|25.3|246.5|107.0|18.62|214.9|106.0|5.84|12.1|3.0|3.08|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|202.9|103.0|38.98|177.4|126.0|18.62|189.3|106.0|8.52|11.2|8.0|3.24|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
174.0|0.0|-4802.5|97.0|32.66|219.85|94.0|14.44|214.9|54.0|7.5|11.4|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0
116.0|34.0|268.6|83.0|33.88|178.2|107.0|-378.75|4157.5|106.0|9.75|11.2|4.0|3.13|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0
74.0|0.0|193.7|91.0|33.88|246.1|9600.0|1046.0|6900.0|4600.0|9.75|11.2|4.0|98.5|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0
149.0|0.0|180.7|105.0|33.88|187.8|64.0|18.62|265.5|53.0|298.75|11.2|-75.0|3.4|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
38.0|0.0|202.9|98.0|22.3|219.85|97.0|18.62|214.9|106.0|715.0|11.2|4.0|3.08|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
-1000.0|0.0|7405.0|74.0|33.88|169.5|88.0|18.62|10705.0|106.0|9.63|11.2|250.0|1.67|2.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
2150.0|0.0|251.5|105.0|33.88|212.8|107.0|18.62|157.8|106.0|7.1|9.3|4.0|3.08|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0
115.0|0.0|202.9|105.0|-532.0|219.85|107.0|17.54|129.3|6950.0|9.75|8.3|4.0|-56.00000000000001|-0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
115.0|-0.0|211.6|105.0|33.88|219.85|107.0|18.62|153.5|106.0|6.91|7.8|25.0|2.11|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|17890.0|101.0|30.41|169.1|-2750.0|18.62|148.6|106.0|9.75|13.8|3.0|3.08|4.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|1
138.0|0.0|202.9|105.0|41.11|219.85|107.0|18.62|295.3|104.0|13.29|11.8|4.0|3.19|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|11245.0|4850.0|38.23|188.2|107.0|18.62|214.9|61.0|9.75|12.1|4.0|163.5|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0
115.0|-0.0|12430.0|83.0|33.88|148.9|2125.0|18.62|214.9|109.0|-194.0|8.0|4.0|2.16|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
-2250.0|0.0|203.4|105.0|34.58|226.7|107.0|19.27|152.4|106.0|6.86|11.2|4.0|49.25|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
115.0|0.0|11790.0|109.0|40.09|15719.999999999998|94.0|13.36|-4705.0|106.0|-211.75000000000003|11.2|3.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0
50.0|0.0|3927.5|105.0|33.88|223.3|-1800.0|-474.5|214.9|2775.0|-204.0|11.2|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0
2050.0|0.0|202.9|105.0|51.05|181.0|107.0|18.62|270.1|73.0|303.75|585.0|4.0|3.08|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|1
144.0|0.0|61.6|117.0|33.88|77.1|107.0|163.75|214.9|106.0|7.79|8.2|7.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|1
46.0|0.0|202.9|72.0|-910.0|219.85|107.0|-349.25|177.5|113.0|399.5|8.2|4.0|2.21|2.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
3500.0|0.0|202.9|105.0|2893.0|155.2|107.0|659.5|5715.0|76.0|9.75|375.0|4.0|4.05|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
144.0|0.0|202.9|99.0|854.75|303.5|107.0|25.8|224.0|106.0|10.08|660.0|4.0|3.56|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
116.0|0.0|202.9|105.0|36.62|204.8|79.0|18.62|6962.5|106.0|9.75|11.2|5.0|3.4|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|0.0|0.0|0
115.0|25.0|8280.0|123.0|33.88|136.1|2375.0|18.62|175.7|90.0|-197.75|11.2|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0
115.0|24.0|249.5|101.0|33.88|219.85|98.0|22.07|11135.0|-1700.0|9.75|-245.00000000000003|4.0|-66.25|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0
115.0|0.0|10530.0|96.0|35.8|219.85|85.0|21.18|214.9|106.0|8.61|11.2|1.0|3.35|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1
128.0|0.0|202.9|-2600.0|762.0|219.85|107.0|19.2|323.0|1950.0|9.75|8.6|-175.0|-57.99999999999999|-0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
115.0|0.0|7895.0|2625.0|33.88|3875.0|107.0|18.62|18960.0|84.0|213.25|400.0|4.0|3.08|4.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|1
115.0|0.0|10715.0|5900.0|36.43|219.85|76.0|-443.0|18240.0|-2450.0|821.0000000000001|12.0|2.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
3700.0|35.0|7705.0|104.0|33.88|123.4|8400.0|-262.25|202.1|5700.0|9.75|11.2|9.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
128.0|-0.0|202.9|125.0|33.88|247.6|93.0|18.62|214.9|106.0|470.0|11.2|200.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|1
8200.0|0.0|7195.0|3050.0|1223.0|194.9|2625.0|16.57|214.9|106.0|4.93|11.2|-50.0|75.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
-3875.0|0.0|203.4|105.0|34.58|190.9|107.0|811.5|9800.0|119.0|8.82|8.9|4.0|3.08|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1
-2000.0|-0.0|202.9|105.0|21.13|17300.0|107.0|18.62|214.9|62.0|569.5|7.9|9.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|202.9|93.0|33.88|178.4|112.0|379.0|6597.499999999999|106.0|11.88|11.2|4.0|2.57|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0
4500.0|0.0|202.9|71.0|30.45|219.85|107.0|16.2|12770.0|91.0|5.75|10.6|4.0|3.08|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
115.0|-0.0|202.9|105.0|33.88|81.0|113.0|18.62|163.2|106.0|367.0|9.8|4.0|2.65|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
-1825.0|0.0|202.9|105.0|680.5|219.85|107.0|18.13|174.1|3600.0|9.75|11.2|4.0|87.75|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
99.0|0.0|198.2|105.0|1684.5|10365.0|107.0|17.62|214.9|113.0|859.0|11.2|4.0|58.75|4.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
120.0|0.0|202.9|105.0|901.5|219.85|104.0|17.8|4180.0|96.0|9.75|132.5|5.0|-35.75|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1
115.0|0.0|202.9|72.0|42.81|205.7|107.0|18.62|214.9|5450.0|9.75|9.8|4.0|3.08|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1
98.0|21.0|202.9|114.0|685.0|219.85|4150.0|1072.0|214.9|92.0|-180.25|220.00000000000003|4.0|3.08|4.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|202.9|137.0|33.88|219.85|76.0|16.07|129.1|106.0|9.75|365.0|4.0|3.08|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|202.9|82.0|33.88|11900.0|105.0|-253.0|9000.0|100.0|9.75|10.5|4.0|2.84|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
2375.0|0.0|202.9|99.0|33.88|219.85|107.0|15.61|214.9|106.0|9.75|12.5|4.0|3.38|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
115.0|0.0|170.5|105.0|-724.75|219.85|5450.0|18.62|214.9|-1875.0|9.75|11.3|2.0|76.25|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|-5952.5|65.0|40.48|219.85|107.0|15.91|214.9|2875.0|-213.75000000000003|11.2|4.0|3.19|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0
115.0|0.0|202.9|-2550.0|47.84|219.85|107.0|17.19|187.2|2825.0|8.42|11.2|6.0|-60.75000000000001|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0
93.0|0.0|117.9|131.0|20.04|164.5|115.0|1398.0|214.9|86.0|9.76|9.8|4.0|3.08|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
3525.0|32.0|14860.0|105.0|1263.0|131.1|107.0|18.62|219.4|-3550.0|9.75|11.2|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0
157.0|0.0|5745.0|105.0|33.88|219.85|107.0|18.62|241.4|106.0|10.86|11.2|4.0|3.08|3.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
115.0|0.0|202.9|100.0|33.88|219.85|8300.0|26.96|214.9|86.0|5.36|11.2|8.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|0.0|202.9|117.0|33.88|219.85|94.0|949.0|214.9|91.0|9.75|12.6|-50.0|3.4|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0
115.0|0.0|202.9|105.0|2737.0|190.9|113.0|16.23|227.7|113.0|10.25|605.0|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0
115.0|0.0|126.7|105.0|21.54|219.85|2250.0|17.51|214.9|106.0|11.15|11.2|4.0|3.59|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0
-1575.0|0.0|1472.5|105.0|10.01|219.85|107.0|721.0|-5285.0|106.0|9.51|235.0|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
36.0|0.0|196.8|8900.0|33.46|219.85|-3050.0|18.62|138.3|126.0|9.75|11.2|4.0|135.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1
115.0|0.0|162.6|105.0|33.88|7615.000000000001|2725.0|18.62|1437.5|106.0|2.59|14.2|75.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
115.0|-0.0|202.9|-2850.0|48.03|5497.5|48.0|18.62|214.9|115.0|9.75|9.4|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|1
115.0|36.0|2842.5|105.0|33.88|157.5|107.0|1339.0|214.9|5900.0|9.75|11.2|4.0|67.5|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0
97.0|0.0|11990.0|6250.0|33.88|10740.0|111.0|18.62|143.3|106.0|9.75|8.7|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0
46.0|0.0|10510.0|4600.0|35.73|227.3|107.0|19.32|200.1|106.0|450.0|11.2|4.0|3.08|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0
