Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
-150.0|radio-tv|338.0|9|9||-1300.0||9|9.0|good
|||||9.0||2.0||9.0|good
21.0|new-car||over-seven||9.0|65.0||skilled|1.0|good
900.0|9|9572.0|one-year|9|1.0||||1.0|bad
1800.0|business||four-years||2.0|30.0||9|1.0|bad
|||four-years|||||9|2.0|bad
||3777.0|four-years|||50.0|9.0|skilled|1.0|good
18.0|new-car|||single-male|||1.0|skilled||bad
375.0|radio-tv|1360.0|four-years||2.0||9.0||1.0|good
450.0||5129.0|9||4.0|74.0|1.0|||bad
|9||unemployed||3.0||3.0|unemployed-non-resident|9.0|good
|9||9|married-male|1.0|20.0|||1.0|bad
1800.0|furniture|162200.0||female-divorced|4.0|33.0|9.0|9|9.0|good
24.0||459100.0|four-years||9.0|54.0||management||bad
-1200.0|business|-96100.0|9||||1.0|9|9.0|bad
|business||four-years||||1.0|||bad
6.0|9|-52700.0|seven-years|married-male|9.0|29.0||9|1.0|good
1125.0|radio-tv|151550.0|four-years|9||21.0||skilled|1.0|bad
9.0||||9|9.0|||9||bad
|9|138200.0|||1.0||2.0|skilled||good
12.0|furniture|47550.0|||4.0||4.0|skilled|9.0|bad
24.0|used-car|2760.0|over-seven||9.0|36.0|||1.0|good
18.0||4297.0|over-seven|male-divorced|3.0|||management||bad
9.0|||9|single-male|9.0|2600.0|9.0|9|9.0|good
12.0|9|1168.0|four-years||9.0|27.0|1.0|unskilled-resident|9.0|good
2700.0|||seven-years||9.0|26.0||||good
||-22550.0|9|married-male|9.0|21.0|9.0|||bad
12.0||74750.0|9|9|1.0||9.0|||good
|used-car|||||3800.0|||2.0|good
|furniture|||||1075.0|3.0||9.0|good
12.0|domestic-app|1424.0|seven-years||9.0|26.0|||1.0|good
|9|6568.0|four-years||2.0|21.0|9.0|unskilled-resident|1.0|good
-300.0|used-car|1413.0||||2750.0|1.0|skilled|9.0|good
9.0|radio-tv||four-years|9|2.0|||9|9.0|good
||||female-divorced||45.0|9.0||1.0|good
27.0|||9||4.0|2500.0|2.0||1.0|bad
|||||9.0|1650.0|9.0|||bad
|||over-seven|single-male||2550.0|1.0|skilled|1.0|good
|9||seven-years||9.0||||9.0|good
18.0||310400.0|9|single-male|1.0|31.0||||good
|radio-tv|3913.0|four-years|9||1150.0|1.0|9||good
-600.0||-75525.0||male-divorced|9.0||1.0|9|1.0|good
|new-car|1364.0|four-years||4.0|64.0|||9.0|good
-300.0||625.0|one-year|married-male||26.0||unskilled-resident|9.0|good
|education|1200.0|9|female-divorced|4.0|23.0||skilled|1.0|good
-300.0||707.0|9|single-male|||9.0|9|9.0|good
|business|2978.0|four-years||4.0|32.0||skilled|2.0|good
||465700.0|9|9|||||1.0|good
900.0|9|2613.0||9|9.0||2.0|skilled||good
|radio-tv|274025.0|seven-years|9|9.0||2.0|9||bad
12.0|||9|||1325.0|1.0|management|1.0|bad
9.0|9||9||2.0|||9||bad
|furniture|||9|1.0|22.0|1.0|skilled|1.0|good
||105250.0|9|9|2.0|||skilled|9.0|bad
|9|125350.0|9|9|9.0|51.0|9.0|unskilled-resident||good
12.0||2141.0|9||1.0|1750.0|1.0||9.0|good
|||four-years||2.0|||||good
||1544.0|seven-years||||3.0|9|2.0|good
|||unemployed|9||-750.0|1.0||2.0|bad
6.0||14555.0|unemployed|9|9.0|||9|1.0|bad
|||9||9.0|61.0||unskilled-resident|9.0|bad
||1291.0|9||2.0||9.0|skilled|9.0|good
30.0|||9|||39.0||skilled|2.0|good
|new-car|91500.0|||2.0|725.0||skilled||bad
-150.0||||single-male||||||good
2400.0|used-car|4605.0||9|9.0|||skilled||bad
12.0||1185.0||female-divorced|2.0||9.0||1.0|good
12.0|retraining|||female-divorced|3.0|35.0|1.0|||good
||1258.0|seven-years|single-male||||||good
|radio-tv||over-seven||||3.0|||good
||30100.0|||1.0|35.0|||1.0|good
24.0|9|1925.0|four-years|single-male|9.0|1300.0|1.0|9|9.0|good
|||unemployed||4.0|||skilled||bad
|new-car|||female-divorced|4.0||9.0|9|9.0|good
12.0|||9|female-divorced|||9.0|9||good
|new-car|2150.0||||24.0|9.0|skilled|9.0|bad
||4151.0|9||||2.0|9|9.0|good
||2030.0|seven-years|9|1.0|24.0|||1.0|good
60.0|radio-tv|-185450.0|four-years||1.0|27.0|9.0|unskilled-resident|1.0|good
|||four-years|single-male|2.0||2.0||9.0|good
|9|214900.0|9|9|9.0||9.0|skilled||bad
|used-car|||female-divorced|9.0||||1.0|good
275.0|radio-tv|1154.0|unemployed|9|4.0||3.0|9|1.0|good
1200.0|||four-years|single-male|2.0||9.0||9.0|good
|9||over-seven|female-divorced||55.0|1.0|9|1.0|good
18.0|||||9.0|-900.0||9||good
600.0|9|2748.0|over-seven|9||57.0|9.0|9|1.0|good
500.0|new-car||9|single-male|9.0|32.0|2.0||2.0|good
1500.0|radio-tv|802.0|over-seven|||37.0|||9.0|bad
36.0|9||9|single-male||1800.0|||1.0|good
|radio-tv||||3.0|38.0|1.0|9|9.0|good
14.0|new-car|8978.0|9|male-divorced||2250.0||9||bad
24.0|radio-tv|999.0|||||2.0|skilled|9.0|good
||2662.0|seven-years|single-male|9.0|32.0|1.0|9|9.0|good
|9|1402.0||||||skilled|1.0|good
48.0||||single-male|4.0|36.0|1.0|management|1.0|good
48.0|radio-tv|3060.0|||4.0|28.0|2.0|9|1.0|bad
|9||one-year|||34.0||unskilled-resident||bad
225.0||2697.0||9|2.0|1600.0||skilled||good
|radio-tv|2404.0||female-divorced||2600.0|2.0|||good
12.0|9|||9|4.0||1.0|9||good
||-115275.0|one-year||9.0|32.0|1.0|skilled|9.0|bad
||||single-male||2900.0|||1.0|good
375.0|used-car|3368.0|||4.0||9.0|skilled|9.0|good
|furniture||four-years|||50.0|1.0|9|1.0|good
18.0||||single-male||||unskilled-resident|9.0|good
15.0|furniture|1520.0|over-seven|single-male||1575.0|9.0|skilled|9.0|good
24.0||3878.0|9|male-divorced|||9.0|||good
|9|1072200.0||female-divorced|9.0||9.0|unskilled-resident|9.0|good
|used-car|119700.0|seven-years||3.0||1.0|skilled|2.0|good
|9|-189550.0|||9.0||1.0|management||good
-300.0|radio-tv||9|female-divorced|4.0|49.0|9.0|||good
||1024.0||9|4.0|48.0||9|9.0|bad
|business|1076.0|four-years|married-male|2.0|-650.0||9|9.0|good
900.0|used-car||one-year|married-male|||1.0|9||bad
|used-car||over-seven|||||9|2.0|good
42.0|used-car|4796.0||9|4.0|||skilled||good
4800.0|business||over-seven|9|2.0||2.0|management||good
48.0|furniture|-249000.0|9|9|9.0|-650.0|1.0|skilled||bad
||4675.0||9||20.0||||good
||-32175.0||9|2.0|||unskilled-resident|1.0|good
450.0|furniture||9||9.0||1.0||9.0|good
|furniture||||||9.0|9|1.0|good
6.0|new-car||unemployed|female-divorced|4.0||1.0|||good
36.0||3804.0|9|female-divorced||1050.0|1.0|skilled|9.0|bad
|new-car||seven-years||2.0|37.0|||9.0|bad
|||seven-years|||2450.0|2.0||1.0|good
4800.0||10127.0||||44.0|||1.0|bad
|9|1543.0|9||9.0|33.0|1.0|skilled||good
30.0|used-car|4811.0|9||9.0||1.0|unskilled-resident|9.0|good
|radio-tv|-18175.0||9|9.0|33.0|9.0|unskilled-resident||bad
200.0|9|-30925.0||female-divorced|4.0|||9|1.0|bad
|9|276.0||married-male|9.0|22.0|1.0|unskilled-resident|1.0|good
|others|269050.0|9|9|||1.0|unemployed-non-resident||good
24.0|||9||9.0||1.0|9|1.0|good
|furniture|3749.0|9|9|4.0|26.0|1.0|9||good
||||married-male|9.0||||1.0|bad
|new-car|-37350.0|one-year|9||29.0|1.0||2.0|good
36.0||||9|4.0|3100.0|1.0||1.0|bad
|9||four-years|||38.0|1.0|unskilled-resident|2.0|good
2400.0|furniture|435100.0|four-years|female-divorced|4.0||1.0|unskilled-resident|1.0|good
1200.0|9|-17525.0||9|||2.0||9.0|good
|||9|9||27.0|2.0|unskilled-resident||good
30.0|9|4249.0|unemployed|married-male|2.0||||1.0|bad
24.0|radio-tv||9|9|3.0||1.0||1.0|bad
24.0|used-car|291000.0|seven-years|single-male|9.0|3400.0|1.0|9||good
18.0||2659.0|four-years|9|2.0|28.0||skilled||good
1800.0|new-car|-25700.0|9|female-divorced|9.0|36.0|2.0|skilled||good
8.0|9||seven-years||||2.0|unskilled-resident|1.0|good
12.0|furniture|||single-male||4900.0||||good
2400.0|9||9|9|||1.0||2.0|good
1800.0|9||over-seven|single-male|2.0|31.0|9.0|skilled|1.0|good
|radio-tv||9||||1.0|9||good
24.0|9|6615.0|unemployed||9.0|1875.0|2.0||9.0|good
||93200.0|||9.0|30.0|9.0|9||bad
60.0||7408.0||9||24.0||9|9.0|bad
|used-car|11590.0|||9.0|||9|1.0|bad
|furniture||9||4.0||||2.0|bad
|furniture||four-years|male-divorced||4400.0||9||bad
13.0|radio-tv|2101.0||female-divorced|9.0|||||good
|9|||female-divorced|9.0|-600.0|9.0|9||bad
|9|4169.0|||4.0|28.0||skilled|9.0|good
|furniture||four-years||2.0||||1.0|good
24.0|9|5743.0||female-divorced|||9.0|skilled||good
21.0|furniture|-89975.0||female-divorced|9.0||9.0|9|1.0|good
|radio-tv|||9|9.0|1250.0|||9.0|good
|9|||single-male|9.0|33.0||management||good
|9|394900.0|one-year||9.0|37.0|9.0|9||good
15.0|radio-tv|-36475.0||female-divorced||43.0|9.0|unskilled-resident|1.0|good
1300.0|9|882.0|one-year|single-male|4.0|23.0|2.0||1.0|good
24.0||-93950.0|9|9|9.0||||9.0|good
|||9|9||34.0|2.0|9||good
|||over-seven|single-male||-800.0|2.0|9||bad
||1236.0|one-year|9|4.0|23.0||9||good
9.0|9||four-years|female-divorced||-725.0|1.0|9||bad
18.0||3229.0||single-male|4.0|||||good
-300.0||6199.0||9|||9.0|9|1.0|bad
10.0|education|||single-male|4.0||1.0|skilled|1.0|good
|new-car||||9.0|-575.0|1.0|9||bad
600.0||233100.0|9|single-male|||9.0|skilled|1.0|good
36.0|radio-tv|4463.0|four-years||2.0|650.0|2.0|9||bad
|radio-tv|776.0|9||2.0|700.0|||9.0|good
30.0|furniture||||9.0|23.0|9.0||1.0|bad
18.0|education|1239.0|four-years|||61.0|||9.0|good
|9|||9|||9.0|management|9.0|good
12.0|9|224700.0|four-years||9.0|36.0|2.0|9||good
6.0|furniture||||2.0||1.0|skilled||good
||-61825.0||single-male|1.0|25.0||9||bad
|||||9.0|-900.0|1.0||9.0|good
18.0|used-car|||9||27.0|2.0|skilled||good
|furniture|3650.0|one-year|female-divorced|9.0|22.0|9.0|skilled|9.0|good
36.0|furniture|344600.0|||9.0|42.0|1.0|9|2.0|bad
|furniture|3001.0|seven-years|female-divorced|4.0|40.0|1.0|skilled|1.0|good
|9|3079.0|four-years|single-male|4.0|36.0|9.0|skilled|9.0|good
1800.0|9|||9|4.0|3300.0|9.0|9||good
||2146.0|9||9.0|1150.0|2.0|skilled|9.0|good
-1500.0|new-car|687800.0|||4.0|63.0|1.0||1.0|good
|9||over-seven|female-divorced|4.0||2.0|management|1.0|bad
48.0||7685.0||female-divorced|4.0|37.0|9.0|||bad
18.0|9|2320.0|||3.0|34.0|||1.0|good
|||9|single-male|4.0|36.0|9.0|||good
900.0||14318.0||9|2.0|57.0|1.0|||bad
6.0|9||9||4.0|2600.0|2.0|9|1.0|good
|9||||9.0|39.0|9.0|||good
1800.0|used-car|12976.0|unemployed||9.0|38.0|1.0||9.0|bad
|new-car|1283.0||9|||||9.0|good
12.0|||||1.0|26.0|1.0|9||good
1500.0|||9|single-male||1300.0|2.0|unskilled-resident|1.0|good
|9|||9|1.0|25.0|2.0|9|1.0|good
||112600.0|one-year||2.0|2100.0|9.0|||good
900.0|furniture|184350.0||single-male|4.0|4000.0|9.0||9.0|good
||2326.0|four-years|9|||9.0|skilled||good
9.0|||||9.0|27.0|||9.0|good
18.0|9|||||30.0|9.0||9.0|good
12.0|9|983.0|9|||950.0|1.0|9||good
36.0||3249.0|9||||1.0|||good
|||seven-years||4.0||1.0|skilled|9.0|good
|furniture|120300.0||single-male|||1.0|||good
39.0|education|11760.0|9|single-male||32.0|9.0|||good
|9|64450.0|9|9||55.0|9.0|management||good
|||9|||-1150.0|||1.0|good
12.0|new-car||9|||4600.0||9|1.0|bad
|radio-tv|||female-divorced||-1075.0|2.0||9.0|good
900.0||1473.0||married-male||975.0||skilled|1.0|good
||1887.0|four-years|married-male|9.0|2800.0||9||good
|9|-216200.0||||27.0|9.0|9|1.0|bad
1400.0||80200.0||single-male||27.0||||good
18.0|9|2899.0|9|9|4.0|2150.0||skilled|2.0|good
600.0||2039.0|one-year||1.0||9.0|9|1.0|bad
|used-car|||9|||||2.0|good
15.0|radio-tv|52650.0|one-year||2.0|1350.0||skilled||good
24.0|radio-tv||over-seven||2.0|26.0||9||good
|new-car||seven-years|married-male|2.0|700.0|3.0|9|1.0|bad
2400.0||||female-divorced||2000.0|9.0|skilled||good
||725300.0||single-male|||2.0||1.0|good
12.0||2292.0|||2.0|42.0||management|9.0|bad
10.0|||||2.0||1.0|unskilled-resident|9.0|good
24.0|||9|female-divorced||35.0|9.0|skilled|1.0|bad
36.0|used-car|5842.0|||2.0|||skilled|9.0|good
12.0||||||-825.0|9.0|9|9.0|bad
|||four-years|9||23.0|2.0||1.0|good
21.0||||||31.0||management|1.0|good
18.0||||||33.0|1.0||1.0|bad
|new-car|||female-divorced||20.0||9|1.0|good
||2028.0|four-years|9||30.0|9.0|skilled||good
600.0||958.0||single-male|9.0||2.0|unskilled-resident|9.0|good
2100.0|9||seven-years|single-male|3.0|1700.0|||9.0|good
|9|2762.0||9||625.0||||bad
18.0||2779.0||||||9|9.0|good
28.0|radio-tv|2743.0||single-male|2.0|29.0||skilled||good
1800.0|9|114900.0||||46.0|||1.0|good
||65650.0|9||9.0||||9.0|good
|repairs||unemployed||4.0|-1375.0|3.0|9|2.0|bad
||86200.0|seven-years|9|4.0|74.0|9.0|unskilled-resident|9.0|good
||283200.0||9||29.0|9.0|||bad
6.0||46800.0|unemployed|single-male|||3.0|||good
|repairs|2058.0||male-divorced|2.0|33.0|||1.0|good
9.0||2136.0||single-male|2.0|25.0|9.0|skilled||good
12.0|||four-years|married-male|||1.0||9.0|bad
|9||seven-years|married-male|||9.0|unskilled-resident|9.0|good
||64350.0|9|||-925.0|||9.0|good
4200.0|||9|9|4.0|65.0|9.0|unemployed-non-resident|1.0|good
12.0||609.0||female-divorced|||1.0|9|9.0|bad
|||over-seven|single-male||3900.0|9.0|management||good
|furniture||||3.0|30.0|9.0|9|9.0|good
|||four-years|9|3.0||||9.0|good
12.0|9||over-seven|single-male||-1025.0||unskilled-resident||bad
|||four-years|female-divorced|3.0||||1.0|bad
9.0|education|1244.0|over-seven|9|9.0|41.0||||good
36.0|new-car|1842.0||||34.0|9.0|skilled||bad
7.0||2576.0|four-years|9|||1.0|9|1.0|good
|furniture|||9||||9|9.0|good
15.0|||||9.0||||9.0|bad
|used-car||||2.0|1500.0|9.0|9|1.0|good
|9|518.0||female-divorced|||1.0||9.0|good
12.0|furniture|2759.0|9||4.0|34.0||skilled||good
|9|133500.0||9|4.0|||||good
24.0|9||9|||31.0|9.0|9||bad
24.0|used-car|66975.0|9|female-divorced||29.0||management|9.0|good
11.0||3905.0|9|single-male|2.0|36.0||skilled||good
|used-car|3386.0|over-seven|||35.0|1.0|skilled||bad
|domestic-app|343.0||female-divorced||27.0|||9.0|good
18.0||4594.0|one-year|single-male|9.0||||9.0|good
36.0|9|90500.0||||37.0|1.0|||good
|new-car||one-year|single-male||900.0||9||good
12.0||||9|9.0|||9||good
12.0|retraining|754.0|over-seven||9.0|||9|9.0|good
-450.0|business|||single-male|1.0||2.0|||good
|used-car||four-years||||1.0|skilled||good
24.0||||female-divorced|2.0|||9|1.0|bad
|radio-tv||over-seven|single-male|9.0||9.0|9|2.0|good
3300.0||||female-divorced|2.0|26.0|2.0|skilled|1.0|good
-600.0|used-car|-116975.0|seven-years||||2.0|9|1.0|good
|9|-77300.0|9|9|9.0||9.0|skilled|1.0|bad
-150.0||448.0||female-divorced|||1.0|skilled||bad
||654.0||single-male|||||9.0|bad
|||9|9|4.0|36.0|1.0|management||good
18.0|9|31125.0|four-years|married-male|||1.0||1.0|bad
-450.0|furniture|||female-divorced||||9|1.0|bad
975.0|9|2569.0|9|9|9.0|24.0|9.0|skilled|9.0|good
24.0|9||9||9.0||1.0|9|1.0|good
12.0||-25925.0|9|9|9.0|39.0|9.0|9|1.0|good
|furniture|||single-male|||9.0|skilled||good
300.0|9||9|9||575.0|9.0|||good
24.0||60050.0|9|single-male|9.0|650.0||skilled||good
1500.0|9|3622.0|9||9.0||2.0|skilled|9.0|good
750.0|9||9|female-divorced|2.0|-750.0||skilled||good
-300.0|9|1163.0||9|9.0|44.0|||1.0|good
6.0|9|60450.0|unemployed|single-male|||1.0|management|9.0|bad
|9|3077.0|9|9|4.0|52.0|1.0|skilled|1.0|good
|new-car||9|9|4.0|||skilled|1.0|good
500.0||||single-male|2.0|3500.0|9.0|unskilled-resident|1.0|good
600.0|new-car|175900.0|four-years||||||9.0|good
600.0||-48350.0|over-seven|9|2.0||9.0|skilled|1.0|good
675.0|business|||female-divorced|4.0|42.0|2.0|9||bad
|9|1237.0|9|female-divorced|1.0|||skilled|1.0|good
6.0|radio-tv|368.0||||3800.0|1.0|9||good
||53050.0||single-male|9.0|39.0|2.0|9|2.0|good
24.0||2996.0||||20.0||skilled|1.0|bad
|||one-year||||||9.0|bad
24.0|9|||||||9|1.0|good
||1301.0|9||2.0||1.0|unskilled-resident||good
600.0|9|66150.0||9||28.0|9.0|skilled|9.0|good
|new-car|3123.0|9||1.0|27.0|1.0|||bad
