Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
|9||||||1.0|unemployed-non-resident||bad
21.0||2767.0|over-seven|male-divorced|||2.0|9|9.0|bad
480.0|||four-years|9||35.0||skilled|1.0|good
30.0||2522.0||9||39.0|1.0|skilled||good
|new-car||9|||580.0||skilled||bad
|radio-tv|1595.0|seven-years|9||||9||good
|9|||single-male|4.0|24.0|2.0|9|9.0|bad
||94800.0|9|female-divorced||2160.0|||1.0|good
12.0|retraining|3447.0|||||1.0|unskilled-resident||good
|||9|||||skilled|1.0|good
|||||9.0||3.0|9||good
|new-car||four-years||9.0|||||good
|furniture|||||||||good
18.0|radio-tv|||9|4.0||9.0|||bad
6.0|9||||4.0|39.0||||good
960.0|9|2251.0||9|2.0|||unskilled-resident|1.0|good
||2150.0|four-years||||||1.0|bad
24.0|furniture|4151.0|||3.0|2800.0||||good
|9|||9|9.0|1920.0||skilled|1.0|good
||||||1080.0|9.0|9|1.0|good
960.0|radio-tv|||9|9.0||9.0|9|1.0|good
|radio-tv|||9||580.0||skilled||bad
15.0||3812.0|9||9.0||9.0|9|1.0|good
11.0|||unemployed||4.0||9.0||9.0|good
||||single-male|9.0|||9||good
|9||over-seven|female-divorced|9.0||9.0||1.0|good
18.0|||9||4.0|36.0||management||good
12.0|education||||||9.0|9|1.0|good
|new-car|||||||||good
|radio-tv||over-seven||3.0|37.0|||2.0|bad
36.0||126080.0||single-male|4.0|||skilled|1.0|good
|radio-tv|||female-divorced|||||1.0|good
14.0||359120.0||9||1800.0|1.0|9|9.0|bad
24.0|9|||single-male||500.0|9.0||9.0|good
|9|||single-male||||||good
-240.0|||seven-years|||37.0|||1.0|good
|9|486760.0||9||36.0||||good
|9|||single-male|4.0||||9.0|bad
30.0|repairs|11998.0||9|9.0|||||bad
9.0||2697.0|||2.0||9.0|skilled||good
18.0|9|2404.0|four-years||9.0|2080.0||||good
12.0|9|||male-divorced|||||1.0|good
6.0|furniture||||9.0||9.0|9||bad
||1901.0|four-years||4.0|||management|1.0|good
15.0||||single-male||23.0|||1.0|good
12.0||1574.0|||9.0||1.0|skilled|9.0|good
|9|1445.0|9||9.0||9.0|9|1.0|good
15.0|9|||||63.0|9.0|||good
||-77560.0|9|9|9.0|37.0|9.0|skilled|1.0|good
|new-car|10722.0|one-year|female-divorced|9.0|700.0|1.0|unskilled-resident|1.0|good
48.0||4788.0||single-male||-520.0|1.0||2.0|good
48.0|||unemployed|single-male||||||good
||1092.0||9||-980.0|||9.0|good
|radio-tv||||||1.0||9.0|bad
12.0|||9|married-male||-520.0|1.0|skilled|1.0|good
1440.0|9|9398.0||married-male||28.0||9|1.0|bad
||-128380.0|over-seven|female-divorced|||2.0|management|2.0|good
|||over-seven|single-male||4480.0|1.0||1.0|good
|business||||2.0||2.0|9||good
48.0|||one-year|female-divorced|2.0|26.0|9.0|||bad
12.0|||9|9|4.0|20.0|1.0|9|9.0|good
||||single-male|9.0|45.0||||good
||2515.0||||||skilled||good
-420.0|9|2745.0|9|single-male|9.0||||1.0|good
6.0||672.0||9|9.0||1.0||9.0|good
|radio-tv|||||||9|1.0|bad
-480.0|new-car|1344.0|9|||||unskilled-resident||bad
10.0|||||||9.0|skilled||good
||10127.0|||9.0||1.0|skilled||bad
||1543.0|9||||1.0|9||good
30.0|9|||female-divorced||||unskilled-resident||good
||727.0|||||1.0|unskilled-resident||bad
|9|||9||24.0|1.0|9|1.0|bad
9.0||11040.0||||||9||good
3840.0|others||||4.0||||1.0|good
|||four-years|9|||9.0|skilled||good
|furniture||9|9|4.0|||||good
|new-car||seven-years||9.0|||9|1.0|bad
4.0|new-car||9||2.0|29.0||||good
||109840.0|over-seven||4.0|||skilled||bad
480.0|||9|single-male|3.0||1.0|unskilled-resident|2.0|good
|furniture||||4.0|48.0||||good
|9|||||2560.0||||good
|furniture|3643.0|9|||||9||good
|new-car|4249.0||married-male|9.0|28.0|2.0|||bad
|radio-tv|-38760.0||9|3.0|||skilled|1.0|bad
|||9|||680.0|9.0||1.0|good
1440.0|||four-years||9.0|28.0|1.0||9.0|good
720.0|||four-years||||9.0|||good
|||seven-years|||1560.0||||good
||5801.0||single-male|9.0|-980.0||skilled||good
-480.0|9||seven-years||||9.0|9||good
|9|357840.0||single-male|2.0|1240.0|1.0|skilled|1.0|good
6.0|||over-seven||4.0|1120.0||9||good
|used-car|||9||1500.0||||good
-360.0|||9|female-divorced|2.0|30.0||||bad
|new-car||one-year||2.0||1.0|9||bad
48.0|used-car|11590.0||9||24.0|||1.0|bad
||4110.0||single-male||23.0|2.0|||bad
6.0||-67680.0|9||4.0||1.0|9||bad
||42020.0|one-year||4.0||1.0|||good
|domestic-app|1275.0|four-years|||||||bad
|||||4.0|28.0|||1.0|good
10.0|furniture|-30420.0|9||2.0|31.0|1.0||9.0|good
|9||one-year|9|4.0||2.0|||good
|9|3599.0||female-divorced|9.0|2080.0||unskilled-resident||good
1440.0|radio-tv|||married-male|3.0|25.0||skilled||good
18.0||||||33.0|1.0|9||good
|new-car|3949.0|9||9.0|37.0||9|2.0|good
||1459.0||9|9.0|||||good
13.0||882.0|||4.0|23.0||skilled|9.0|good
|radio-tv|3758.0|9|9|4.0|23.0|9.0|||good
6.0|||9|9||34.0|2.0|unskilled-resident|1.0|good
9.0|education|-22720.0|||9.0||2.0||9.0|bad
9.0|||||9.0|23.0||skilled|1.0|good
9.0|furniture|||||||skilled||bad
18.0|9|3229.0|unemployed||4.0|38.0||||good
||6199.0||9|||2.0|||bad
||727.0|9||4.0||1.0|9||good
||1246.0|||9.0|23.0|||1.0|bad
12.0||2331.0|9|9|4.0|49.0|1.0|skilled||good
2880.0|radio-tv|||9||26.0|2.0||9.0|bad
|9|||9|||9.0||1.0|good
30.0|furniture||||9.0||1.0|||bad
18.0|education|1239.0|9|9|4.0|61.0|1.0|||good
||3399.0|9||||9.0|||good
|new-car|2247.0|four-years|||1440.0|9.0|skilled|1.0|good
|furniture|35320.0||||1680.0||||good
18.0|9|98920.0||single-male|1.0||1.0|9|1.0|bad
|business|1542.0|9|single-male|4.0|36.0||||good
18.0|||||||||1.0|good
|furniture|||||22.0|||9.0|good
|furniture|||||42.0||9||bad
|furniture|60020.0||9||40.0|9.0|skilled||good
36.0||61580.0|four-years|single-male||1440.0|1.0|9||good
|radio-tv|6070.0|over-seven|9|||2.0||9.0|good
10.0|||9|||||||good
|new-car|13756.0|over-seven|single-male||2520.0|1.0|management|1.0|good
||14782.0|9|female-divorced||60.0|||1.0|bad
|business|7685.0|||||1.0|||bad
|radio-tv||unemployed|married-male|3.0|||||good
7.0|9|846.0|9|9|4.0|36.0|9.0||1.0|good
36.0||286360.0|over-seven|||57.0|||9.0|bad
480.0|new-car||four-years|female-divorced|4.0|||||good
||2212.0||9|4.0|39.0||skilled|9.0|good
||1038080.0|||9.0|||||bad
1760.0|9|||female-divorced|4.0||||1.0|good
|new-car|1330.0||9||26.0|9.0|||good
|9|4272.0||9||1040.0|2.0|unskilled-resident|1.0|good
||179040.0|four-years|female-divorced|9.0|25.0|9.0|||good
|radio-tv|1126.0|9||2.0||||9.0|good
|||9|9|||2.0|||good
-300.0|||||||9.0|skilled|9.0|good
|||||||||1.0|good
|||||9.0|30.0|1.0||1.0|good
240.0||983.0|9|female-divorced||1520.0|||1.0|good
|9|3249.0|seven-years|||39.0||9||good
6.0|||||4.0||||1.0|good
||||||-620.0||9|1.0|good
||235200.0||single-male|9.0||9.0|||good
||2578.0||9|||1.0|9||good
|9|2348.0|four-years|married-male|2.0|46.0||skilled|1.0|good
||1223.0|||9.0|||9||bad
24.0|||9||||9.0||1.0|good
|radio-tv|1473.0||9|4.0||1.0|skilled|1.0|good
18.0|business|37740.0|9|||560.0|9.0||9.0|good
||8648.0||||27.0|2.0|9|9.0|bad
-280.0|9||||9.0|27.0||||good
18.0|||over-seven|single-male|||1.0|||good
-480.0|radio-tv|2039.0|one-year|9||-440.0|||1.0|bad
|9|2197.0|||||9.0|skilled||good
15.0|9||one-year||2.0|27.0||9||good
-480.0|radio-tv|3235.0|over-seven|||||management|1.0|good
480.0|||seven-years|||||||bad
960.0||||||20.0|||1.0|good
2640.0||7253.0|9|single-male|2.0||2.0|||good
|business|91680.0|9|||3360.0|2.0|||bad
|||9||2.0|40.0|1.0|unskilled-resident|2.0|good
960.0|new-car|1381.0||female-divorced|||||1.0|bad
||116840.0|9||||||9.0|good
12.0||||single-male|||1.0|||bad
|education|169420.0|||2.0|23.0|2.0||1.0|good
||||female-divorced|2.0||||9.0|good
|||four-years||2.0|||||bad
15.0|new-car||seven-years|||||skilled|1.0|good
960.0|used-car||9||||||1.0|good
||958.0|seven-years||9.0|-940.0|2.0|unskilled-resident|2.0|good
|9||seven-years||9.0||2.0|management|1.0|good
||||||25.0||skilled|9.0|bad
18.0|9|111160.0|four-years|9||21.0|1.0|||good
28.0|radio-tv|219440.0||||29.0|2.0||1.0|good
18.0|radio-tv|||9|||2.0||9.0|good
|9|105040.0|over-seven||4.0|||||good
18.0|9|1190.0|unemployed|||55.0|9.0|unemployed-non-resident||bad
|9||seven-years|single-male||||||good
|others|||||||9|1.0|bad
||1872.0||single-male|4.0|36.0|9.0|management||good
24.0||82320.0||9|9.0||2.0|skilled||good
9.0|furniture|2136.0|9|||2000.0|1.0|skilled||good
12.0||59360.0||||2000.0||skilled|9.0|bad
|repairs||seven-years||||1.0|||good
480.0|new-car||over-seven|female-divorced|4.0|-740.0|2.0|||good
42.0|repairs||unemployed|single-male|9.0|65.0|2.0|9|9.0|good
-240.0||609.0|9|female-divorced|1.0|||||bad
||1884.0|9|single-male|9.0|39.0|9.0|9||good
12.0||1620.0|9||9.0|30.0|9.0|||good
|||9||3.0|29.0|2.0|skilled|9.0|good
12.0||-14380.0||single-male|4.0|820.0|1.0|unskilled-resident|2.0|bad
||5096.0|9|||||management||bad
9.0||99520.0|over-seven|female-divorced||3280.0|2.0|unskilled-resident|1.0|good
|||one-year|9||34.0|1.0|||bad
|9|206080.0||single-male|||1.0|||good
12.0|||over-seven||4.0|-1100.0||management||good
300.0|repairs|||married-male||61.0|||9.0|bad
36.0||||single-male|9.0|30.0|9.0|management|1.0|good
||10360.0|||1.0||9.0||9.0|good
12.0|||over-seven||4.0||2.0|skilled||good
|used-car||over-seven||||||9.0|good
|new-car||seven-years|single-male|3.0|1240.0||skilled|1.0|bad
||2679.0||female-divorced|||||1.0|good
11.0||3905.0||single-male|9.0|||skilled||good
|||over-seven|single-male|9.0|35.0|||1.0|bad
|9|||female-divorced|1.0|27.0|1.0||1.0|good
|radio-tv||one-year|single-male||32.0||9||good
|furniture||four-years|single-male||37.0|1.0||2.0|good
||1721.0|9|||||||good
240.0||241360.0|one-year|||2720.0|9.0|9||good
12.0|retraining|754.0||9|4.0|38.0|9.0|skilled|9.0|good
360.0|business|1950.0|||||2.0|||good
||2924.0|four-years|9|4.0|63.0|9.0|||good
||1659.0|9||||9.0|9||bad
48.0|radio-tv|579040.0|over-seven|9||1280.0|2.0|||good
|||four-years|female-divorced|||||9.0|good
24.0|used-car|||9|3.0|35.0|9.0|||good
24.0|radio-tv|||||22.0|1.0|||bad
-120.0||448.0|one-year|||-460.0|9.0|||bad
9.0|new-car|52320.0|four-years|single-male|3.0||9.0|unskilled-resident||bad
6.0|||unemployed|single-male|9.0||||2.0|good
|9|99600.0||||||9||bad
720.0||||9||||||bad
-780.0|9|||||1920.0|9.0|skilled||good
480.0||5152.0||single-male|2.0||||1.0|good
|||9||4.0|||||good
-300.0|9|1478.0||9|4.0|1760.0|2.0||9.0|good
960.0||142920.0|9|9|1.0|460.0|9.0|unskilled-resident||good
24.0|||9|||||||good
|furniture|||female-divorced||||skilled|9.0|good
||960.0|9|female-divorced||2400.0|2.0|||good
480.0||93040.0|||9.0|3520.0||9|1.0|good
||1209.0|||9.0||1.0|||bad
|radio-tv||||9.0|||skilled||good
|new-car|||9|4.0|-1240.0||skilled||good
10.0|new-car|1418.0||single-male|2.0||9.0|unskilled-resident||good
6.0||||single-male|3.0|-520.0||skilled|1.0|good
12.0|9||over-seven|9||26.0|||9.0|good
27.0|business||9|female-divorced|||2.0|9||bad
6.0|9||||1.0||2.0|9|9.0|good
6.0|||over-seven|9|4.0||1.0||1.0|good
240.0||2122.0|four-years||||9.0|||good
1920.0||||||20.0|||1.0|bad
1440.0||-180680.0||||29.0|9.0|9|9.0|bad
1920.0|||seven-years|||||9||good
360.0|||||2.0|32.0|1.0|||good
|||over-seven||4.0|2240.0|2.0||9.0|good
||3123.0|9||9.0|2160.0|1.0|9|1.0|bad
-720.0|used-car|5493.0|over-seven|single-male||42.0||||good
|9|||male-divorced|||1.0|||good
|radio-tv|1216.0|one-year||9.0|38.0|9.0|||bad
-480.0|9||one-year||9.0|1920.0|1.0|||bad
|new-car|1309.0||||27.0|1.0||1.0|bad
300.0||2360.0|||||1.0|skilled|9.0|good
|9|548000.0||9|2.0||1.0|||bad
|||four-years||9.0|28.0|9.0||1.0|good
39.0||8588.0|||2.0||9.0|management||good
960.0||30360.0|seven-years|||26.0||9||bad
||||single-male|9.0||1.0|||good
|||9|single-male|4.0||||9.0|good
||||9|||||1.0|good
||||||-1080.0|1.0||1.0|good
6.0||609.0|9|female-divorced||||skilled|9.0|good
||1361.0||||40.0||unskilled-resident||good
36.0||7127.0|one-year||9.0|1840.0|||9.0|bad
6.0||1203.0||||43.0|9.0|9||good
6.0||700.0|over-seven|single-male|9.0|36.0|9.0|9||good
||||single-male||1760.0|9.0|skilled||good
18.0|radio-tv||four-years||9.0|||skilled|1.0|bad
|||four-years||4.0|1060.0||||bad
||||female-divorced|4.0|||skilled||good
|radio-tv||four-years||||1.0||2.0|good
26.0|used-car|318640.0|||3.0|2400.0|||9.0|good
|9|1532.0|||3.0|31.0||9|9.0|good
|radio-tv|1503.0||single-male|9.0|840.0||unskilled-resident|2.0|good
||184160.0|9||||1.0|9|1.0|bad
6.0|new-car|||9||820.0|1.0|9||good
|education||||1.0|||9||good
15.0|new-car||four-years|female-divorced||560.0||skilled|1.0|bad
|used-car||four-years|married-male|9.0||9.0|||good
|9||seven-years|married-male||26.0|9.0||1.0|good
||-62100.0|one-year||2.0||2.0|||good
21.0||2319.0||male-divorced|||9.0|skilled||bad
-120.0||||||75.0|1.0|management||good
18.0|furniture||over-seven|||||||good
|9|7763.0|9||9.0||9.0|||bad
|||one-year||1.0|||unskilled-resident||good
||||||||||bad
||2032.0||9||||||good
|9|508000.0||9||||skilled||bad
|furniture||||1.0||9.0|9||bad
|||over-seven|||61.0|2.0||1.0|good
|new-car||unemployed|||3440.0|2.0|||bad
480.0|new-car|2022.0|9|female-divorced||2960.0|1.0|||good
|9|31040.0|||9.0||1.0||2.0|good
12.0|radio-tv|626.0||9|||||9.0|bad
48.0||8858.0|seven-years||1.0|35.0|9.0|||good
||-19920.0|9|||1840.0||||good
6.0|radio-tv|1750.0||||1800.0||9||good
||||||1360.0|9.0|skilled||bad
-240.0||||9||27.0||||good
||1199.0|9|9||67.0||management||good
12.0|radio-tv|1331.0|9|single-male||||9|9.0|bad
|9|182240.0||female-divorced|9.0||||1.0|bad
||5003.0||||29.0|2.0||9.0|bad
|9|||9|9.0|27.0||||bad
18.0||||9|2.0|||unskilled-resident|9.0|bad
|9||over-seven||||9.0||2.0|good
|||9|single-male||24.0|1.0|||bad
240.0|||9||||1.0|||good
|new-car|247780.0|four-years||4.0|740.0||skilled||bad
24.0|business|-94240.0|four-years|||740.0|2.0|||good
24.0|9|1553.0|9||9.0||2.0|||good
||1372.0|9||||9.0||9.0|bad
24.0|||over-seven|||34.0||9||good
|radio-tv||||9.0||||9.0|good
1920.0|9||9|female-divorced|2.0|31.0|1.0|||bad
1920.0||||9|||9.0||1.0|bad
