Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
500.0||2069.0|four-years|9|1.0|26.0|2.0|skilled|1.0|good
6.0|furniture|1374.0|four-years|single-male|2.0|36.0|1.0||1.0|good
6.0|radio-tv|426.0|over-seven||4.0|39.0|1.0|unskilled-resident|9.0|good
600.0|radio-tv|409.0|four-years|female-divorced|3.0||2.0|skilled|1.0|good
7.0|radio-tv|2415.0|four-years|||||skilled|1.0|good
60.0|business||over-seven||9.0|6300.0|9.0|skilled|1.0|bad
18.0|9|1913.0|one-year|married-male|3.0||1.0|skilled||good
24.0|9|100500.0|9|single-male||27.0||skilled||good
|||four-years|||30.0|2.0|skilled|1.0|good
12.0|9|1264.0||single-male|4.0|57.0|9.0|unskilled-resident|1.0|good
12.0|furniture|1474.0|one-year|female-divorced|||1.0||1.0|good
|9||one-year||2.0|25.0|2.0|9|1.0|bad
||6110.0|9|single-male|3.0||1.0|skilled|9.0|good
18.0|9|52500.0|||2.0|37.0|9.0||1.0|bad
10.0|domestic-app||four-years|9||37.0||skilled||good
9.0|||four-years|single-male|3.0|24.0|9.0|skilled||good
30.0|radio-tv||over-seven|9|9.0||1.0|9||good
12.0|radio-tv|1158.0|9||1.0|26.0|1.0|skilled|1.0|good
18.0|repairs||four-years|9|4.0|44.0|1.0|||good
30.0|used-car|618700.0|seven-years||4.0|24.0|2.0|skilled|9.0|good
48.0|used-car|6143.0|over-seven||4.0|58.0|2.0|unskilled-resident|1.0|bad
11.0|new-car|69650.0|one-year|female-divorced|4.0||2.0|management|1.0|good
36.0|radio-tv|2299.0|over-seven|9|||9.0|9|1.0|good
||1352.0|unemployed|female-divorced|2.0||1.0||1.0|good
11.0|||four-years|single-male|4.0|39.0|2.0|unskilled-resident|9.0|good
12.0||2073.0|four-years|female-divorced|2.0|||skilled|1.0|good
24.0||2333.0|one-year|single-male|9.0|29.0||unskilled-resident|1.0|good
-675.0|used-car|5965.0|over-seven|single-male|9.0||2.0|management|1.0|good
600.0||1262.0|four-years|single-male|2.0|25.0|1.0|skilled|1.0|good
18.0|9|3378.0|four-years|single-male|1.0|3100.0|1.0|9|1.0|good
36.0|new-car|2225.0|9|9|4.0|57.0|9.0|skilled|1.0|bad
6.0|new-car||four-years|single-male|2.0||1.0|unskilled-resident|2.0|good
12.0|9|161700.0|unemployed|9||52.0|1.0|management|1.0|bad
36.0||9566.0||9|2.0|31.0||skilled|9.0|good
18.0|9|1961.0|over-seven|female-divorced|2.0|23.0|||1.0|good
|furniture|311450.0|one-year|female-divorced|4.0|23.0|2.0|unskilled-resident|9.0|bad
|9|1391.0|9|married-male|1.0|2700.0|1.0|skilled||good
15.0|radio-tv||over-seven|single-male|4.0|50.0|2.0||1.0|good
|business||over-seven|9||-1525.0|9.0|management|1.0|bad
48.0|business|14421.0|four-years|single-male|2.0|25.0|1.0|skilled|1.0|bad
24.0|radio-tv|3181.0|one-year|female-divorced||26.0||skilled|1.0|good
27.0|repairs||over-seven||9.0|48.0||9|2.0|good
12.0|radio-tv|2171.0||9|2.0|29.0|1.0|skilled|1.0|good
12.0|new-car|100700.0|9|married-male||2200.0|1.0|skilled|1.0|good
36.0|education|1819.0|four-years|9|4.0|37.0|1.0|skilled||bad
-900.0|9|119700.0|9|female-divorced|4.0|25.0|1.0|skilled||good
3600.0|used-car||four-years|female-divorced|2.0|30.0||skilled|1.0|good
7.0|radio-tv||over-seven|single-male|2.0|46.0|2.0|unskilled-resident|1.0|good
8.0|||over-seven|single-male|4.0|51.0|2.0||2.0|good
|9|5954.0|seven-years|female-divorced||41.0|2.0|||good
36.0||||single-male||40.0|1.0|9|1.0|bad
12.0||-38150.0|over-seven|single-male|4.0|||9|1.0|good
2100.0||3965.0|||9.0||9.0|skilled|1.0|bad
-275.0|9|4771.0||single-male|9.0|1275.0||skilled|1.0|good
1350.0|used-car|9436.0|four-years|single-male|2.0|39.0|1.0||2.0|good
1500.0|furniture|3832.0|one-year|married-male|1.0||9.0|skilled||good
|radio-tv|5943.0|one-year||1.0||2.0||1.0|bad
||1213.0||9|3.0|47.0|1.0|9|1.0|good
18.0|business|1568.0|four-years|female-divorced|4.0|24.0|9.0||1.0|good
|others|1755.0|over-seven|female-divorced|9.0|2900.0|1.0|unskilled-resident|1.0|good
10.0||2315.0|9|single-male|4.0|52.0|1.0|unskilled-resident|1.0|good
12.0|business|1412.0|four-years|9|2.0|29.0|2.0|management|9.0|good
18.0|furniture||one-year|female-divorced|1.0|27.0|9.0|skilled|1.0|good
|education|12612.0|four-years||4.0|47.0|1.0|skilled|2.0|bad
18.0|new-car|2249.0|seven-years|single-male|9.0|30.0||management|2.0|good
|repairs|1108.0|seven-years|single-male|3.0|2800.0||skilled|1.0|bad
12.0|radio-tv|618.0|9|single-male|9.0|56.0|1.0|skilled|1.0|good
12.0|used-car|1409.0|over-seven|single-male||2700.0||skilled|1.0|good
|radio-tv|797.0|over-seven|9|3.0||9.0|unskilled-resident|2.0|bad
600.0|furniture|3617.0|over-seven|9|4.0|20.0|2.0|9|1.0|good
|new-car|1318.0|over-seven|single-male|4.0|54.0|9.0||9.0|good
|business|15945.0|one-year|9|4.0|58.0|1.0|9|1.0|bad
12.0|education||seven-years|9|2.0|61.0|1.0|skilled|1.0|good
18.0|business|2622.0|four-years||4.0|34.0|1.0|skilled|1.0|good
||2337.0|over-seven|single-male|4.0|36.0|1.0|skilled|1.0|good
500.0|used-car|176425.0||single-male||36.0|2.0|9|2.0|good
|||over-seven||4.0|41.0|1.0|unskilled-resident|1.0|good
|||seven-years|single-male|4.0||1.0|9||good
6.0|radio-tv|93200.0|four-years|female-divorced||24.0|1.0|skilled||good
9.0|furniture|1919.0|seven-years||9.0|875.0||skilled|9.0|good
12.0|used-car|2445.0|one-year||4.0||1.0||1.0|good
|others|11938.0||single-male|3.0||9.0|management|2.0|bad
1800.0|9|||single-male|4.0|39.0|2.0|management|9.0|bad
-300.0|new-car|6078.0|9|9||-800.0|1.0|9|1.0|good
-600.0|furniture|7721.0|9|9|9.0|30.0||skilled||good
|business|1410.0|||2.0|875.0|1.0|skilled||good
||1449.0|over-seven||2.0||||2.0|good
15.0|education||9|female-divorced|9.0|23.0|9.0|skilled||good
18.0||6260.0|seven-years|single-male|3.0|28.0|||1.0|good
900.0||7855.0|four-years||2.0|-625.0|2.0||9.0|bad
12.0|radio-tv||over-seven|married-male|1.0|-875.0||skilled|1.0|good
-1200.0||3578.0|9|single-male|9.0|47.0||skilled||good
1050.0|9||seven-years|9|3.0|30.0|1.0|management||bad
500.0|||one-year|9|3.0|675.0|9.0||1.0|good
|furniture|4281.0|four-years||4.0|575.0|2.0|skilled|1.0|bad
12.0|9|2366.0|seven-years||3.0|36.0||management|1.0|good
21.0|radio-tv|1835.0||9||25.0|2.0||1.0|bad
24.0|used-car|386800.0|9|female-divorced|2.0|41.0|9.0|9|1.0|good
12.0|furniture|1768.0||9|2.0|24.0|9.0|unskilled-resident|1.0|good
10.0|9|781.0||single-male|9.0|63.0|2.0||1.0|good
18.0|furniture|1924.0|one-year|female-divorced|3.0|27.0||9|1.0|bad
12.0|new-car|2121.0|four-years||9.0|30.0|2.0|skilled||good
12.0|radio-tv|701.0|9|married-male|2.0|40.0|1.0|unskilled-resident|9.0|good
||639.0|9|9|2.0|30.0|1.0|skilled|1.0|bad
12.0|used-car|1860.0|9|single-male|9.0|1700.0|2.0|management|1.0|good
-300.0|new-car|3499.0|9|female-divorced|2.0|29.0|9.0|||bad
||8487.0|seven-years||2.0|24.0|1.0|9|1.0|good
|education|6887.0|four-years||9.0|29.0|9.0|skilled||bad
750.0||-67700.0|one-year||3.0|27.0|9.0||9.0|good
18.0|furniture|1984.0|four-years|single-male||47.0|2.0|skilled|1.0|good
|radio-tv||9|9|4.0|21.0|1.0|9|9.0|good
|radio-tv|1240.0|over-seven|female-divorced|2.0||2.0||1.0|good
||8613.0|four-years|single-male|9.0|675.0|9.0|skilled|1.0|good
12.0||766.0|four-years|single-male|3.0|66.0|1.0|unskilled-resident|1.0|bad
1500.0|radio-tv|2728.0|seven-years|single-male||1750.0|3.0|skilled|1.0|good
12.0|radio-tv|||female-divorced||1100.0|9.0|unskilled-resident|1.0|good
6.0||709.0||married-male|2.0||1.0|9|1.0|good
|radio-tv|4795.0|one-year|female-divorced||30.0||9|9.0|good
27.0|radio-tv|3416.0|9|single-male|2.0|-675.0|1.0|management|1.0|good
|furniture|2462.0||single-male|||1.0|skilled|1.0|bad
||2288.0|9|female-divorced|9.0|23.0|1.0|skilled|1.0|good
||178300.0||single-male|2.0|30.0|1.0|skilled|1.0|good
300.0|new-car|860.0|9|9|9.0|-975.0||skilled|9.0|good
|new-car|682.0|seven-years||3.0|||skilled|9.0|good
|furniture|5371.0|four-years|single-male|2.0|28.0|2.0|skilled|9.0|good
450.0|||over-seven|single-male||46.0|9.0||1.0|good
|radio-tv||over-seven|single-male||42.0|1.0||2.0|good
10.0|radio-tv||four-years|single-male|4.0|38.0|1.0|skilled|1.0|good
36.0|radio-tv|5848.0|four-years||1.0|-600.0|1.0||1.0|good
24.0|used-car|7758.0|over-seven|female-divorced|4.0|29.0|1.0|skilled|1.0|good
|business|6967.0||single-male|4.0|36.0|1.0|management|9.0|good
300.0||1282.0|9|9|4.0||1.0|skilled||bad
9.0||1288.0|over-seven||4.0|2400.0|2.0|skilled||good
12.0|9||over-seven|9|1.0|45.0|1.0|unskilled-resident|9.0|good
24.0|new-car|351200.0|seven-years|single-male|9.0|38.0||||good
6.0|radio-tv||four-years|single-male|9.0||2.0|unskilled-resident|9.0|good
24.0|radio-tv|2872.0|over-seven||4.0|36.0|9.0|skilled||good
18.0|new-car|1055.0||9|1.0|30.0||skilled||good
15.0|9|1262.0|seven-years|9||36.0|2.0|skilled|1.0|good
10.0||7308.0|unemployed|single-male||70.0|1.0|management|1.0|good
36.0|9|909.0|9|single-male||36.0|1.0||9.0|good
300.0|furniture|2978.0|four-years|single-male||32.0|1.0||9.0|good
18.0|9|28275.0|unemployed|female-divorced|2.0|33.0|9.0|skilled|1.0|bad
|9|1577.0|one-year|female-divorced|1.0|20.0|1.0|skilled|1.0|good
||3972.0||female-divorced|4.0|25.0|1.0|skilled|9.0|good
24.0|business|96750.0|9||9.0|31.0|2.0|skilled|1.0|bad
15.0|||over-seven|single-male||33.0|2.0||2.0|bad
12.0||763.0|four-years|female-divorced|1.0|26.0|1.0|skilled|9.0|good
24.0|||unemployed|9|2.0|34.0|1.0|management||bad
8.0|radio-tv|1414.0||9|9.0|33.0|1.0|9||good
21.0|education||one-year|single-male||26.0|2.0|skilled|1.0|bad
30.0|||unemployed|female-divorced||2650.0|1.0|management|9.0|bad
12.0|furniture|2577.0|four-years|male-divorced|9.0|42.0|1.0|skilled|1.0|good
|radio-tv||over-seven|single-male|4.0|5200.0|2.0||1.0|good
|radio-tv|1963.0|seven-years||2.0|31.0||9|2.0|good
-525.0|9|571.0|over-seven|single-male||65.0||skilled|1.0|good
|9|9572.0|one-year|male-divorced|1.0|28.0|2.0|skilled|9.0|bad
36.0||4455.0|four-years|9|2.0|-750.0|2.0|management|9.0|bad
-525.0||1647.0|four-years|9|9.0|1000.0|2.0|unskilled-resident|2.0|bad
24.0|furniture|-94425.0||||50.0|9.0||1.0|good
|new-car||9|single-male|4.0|3600.0|1.0|skilled||bad
15.0|radio-tv|1360.0|four-years|single-male|2.0||2.0||1.0|good
9.0|used-car|5129.0|9|female-divorced|4.0||1.0|management|2.0|bad
16.0|new-car|1175.0|unemployed|single-male|3.0|68.0|3.0||1.0|good
12.0|9|674.0|seven-years|married-male|1.0|1000.0|1.0|skilled|1.0|bad
18.0|furniture|3244.0|four-years|female-divorced|4.0||2.0|skilled|1.0|good
600.0|business|4591.0|four-years|single-male|9.0|54.0||management|1.0|bad
2400.0|business|3844.0|seven-years|9|4.0|34.0|1.0|9|2.0|bad
27.0|business|3915.0||single-male|9.0||1.0|skilled||bad
6.0|radio-tv|2108.0|9|married-male||29.0||skilled|1.0|good
45.0|radio-tv|3031.0|9|single-male|4.0|21.0|9.0|||bad
9.0|education|1501.0|over-seven|female-divorced|3.0|3400.0|2.0||9.0|bad
|radio-tv|1382.0||9||28.0|9.0|skilled|1.0|good
-300.0|furniture|951.0|9|9|||4.0||1.0|bad
24.0|used-car|-69000.0|over-seven|9|4.0||9.0|||good
18.0|9|||male-divorced|3.0|40.0|9.0|management|9.0|bad
|9|936.0||single-male|2.0|52.0|2.0||1.0|good
-300.0||1168.0|9||3.0||1.0|unskilled-resident|1.0|good
27.0|9|5117.0|seven-years|single-male|4.0|26.0|2.0||1.0|good
12.0|retraining|45100.0|9|married-male||21.0|9.0|skilled|1.0|bad
300.0|new-car|1495.0||single-male|1.0|38.0|9.0|unskilled-resident|2.0|good
30.0|used-car|1062300.0|9|single-male|4.0|38.0|3.0|9|2.0|good
|furniture|1935.0|over-seven||4.0|43.0|9.0|skilled|1.0|good
12.0|domestic-app|1424.0|seven-years|single-male|9.0|1300.0|1.0||9.0|good
24.0|business|6568.0||married-male|9.0||1.0||1.0|good
-300.0|used-car|1413.0|seven-years|single-male|2.0|55.0||skilled|1.0|good
9.0||3074.0||single-male|2.0||2.0|skilled|2.0|good
|radio-tv|3835.0|over-seven|9|4.0|45.0|1.0|unskilled-resident||good
-675.0|business|5293.0|9|9|4.0|50.0|2.0|skilled|1.0|bad
30.0|business|-47700.0|over-seven|single-male|4.0|66.0|1.0|management|9.0|bad
36.0|radio-tv|3342.0||single-male||||skilled|9.0|good
600.0|||seven-years|female-divorced|3.0|975.0|2.0|unskilled-resident|1.0|good
18.0|business|3104.0|seven-years|single-male|1.0|31.0|1.0|skilled|9.0|good
||||single-male|2.0|2300.0|1.0|skilled|1.0|good
24.0||3021.0|9|male-divorced|2.0|24.0|1.0||1.0|good
10.0|new-car|1364.0|four-years|female-divorced|4.0|64.0|1.0||1.0|good
||625.0|one-year|married-male|1.0|26.0||unskilled-resident|1.0|good
12.0|education|1200.0|four-years|9||23.0|1.0|skilled||good
12.0|radio-tv|707.0|9|9|2.0|30.0|9.0|skilled|1.0|good
24.0|9||four-years||4.0||9.0|skilled|2.0|good
15.0|used-car|4657.0|four-years|single-male|2.0|-750.0|1.0|skilled|1.0|good
36.0|repairs|130650.0||single-male|2.0|27.0||9|1.0|good
48.0|radio-tv|10961.0|seven-years|single-male|2.0|27.0|2.0|skilled|1.0|bad
12.0|furniture|7865.0|9|single-male||53.0|9.0|management|1.0|bad
9.0||||single-male|9.0|22.0|1.0|skilled||bad
24.0|furniture|3149.0|one-year|single-male||22.0|9.0|skilled|9.0|good
|radio-tv|4210.0||single-male|2.0|-650.0|1.0|skilled|1.0|bad
9.0|9|2507.0||single-male||51.0|||9.0|good
|radio-tv|2141.0|seven-years|single-male|1.0|35.0|1.0|skilled|1.0|good
18.0||||married-male|9.0|25.0|1.0|unskilled-resident|1.0|good
|9|1544.0|9|||42.0|3.0|unskilled-resident||good
|radio-tv|91150.0|9|single-male|9.0||1.0|9|2.0|bad
|new-car|727750.0|unemployed|single-male|2.0|23.0|1.0|unemployed-non-resident||bad
21.0||2767.0|over-seven|male-divorced|2.0|61.0|2.0|9|1.0|bad
12.0|radio-tv|1291.0|four-years|female-divorced|2.0|||9|1.0|good
30.0|radio-tv|2522.0|over-seven|single-male|3.0|975.0|1.0|skilled||good
24.0|new-car||over-seven|female-divorced|2.0|29.0|1.0|skilled||bad
|radio-tv|1595.0|seven-years||9.0|51.0||9|2.0|good
4800.0|9|4605.0|over-seven|single-male|4.0|24.0|2.0|9|2.0|bad
12.0|business|1185.0|four-years|female-divorced|2.0|||9|1.0|good
12.0|retraining|3447.0|four-years|female-divorced||35.0|1.0|unskilled-resident|2.0|good
24.0|business|1258.0|seven-years|||25.0|1.0|skilled||good
|radio-tv|717.0|over-seven|single-male|4.0||3.0||1.0|good
6.0|new-car|-30100.0|four-years|single-male|1.0|35.0|1.0||1.0|good
24.0||96250.0|four-years|single-male|9.0|26.0|1.0||1.0|good
18.0|radio-tv|433.0|unemployed|female-divorced|4.0||1.0|skilled|1.0|bad
6.0|||seven-years|female-divorced|9.0||2.0|9||good
12.0|furniture||||2.0|46.0|1.0||1.0|good
30.0|new-car|2150.0|four-years|female-divorced||24.0|9.0|skilled|1.0|bad
600.0|9||four-years||3.0|||skilled|1.0|good
9.0|9|2030.0|seven-years|single-male|1.0|||skilled|1.0|good
|radio-tv|7418.0|four-years|single-male||27.0||unskilled-resident|1.0|good
2400.0|9|2684.0||single-male|2.0|35.0|2.0|unskilled-resident|9.0|good
12.0|radio-tv|2149.0|four-years|male-divorced|1.0|29.0|1.0|9|1.0|bad
15.0|used-car|3812.0|one-year|female-divorced|4.0||9.0|9|1.0|good
|radio-tv|1154.0|unemployed|9|4.0|-1425.0|9.0|unskilled-resident|1.0|good
600.0|9|41425.0|four-years||2.0||9.0|skilled|1.0|good
-600.0|radio-tv||over-seven||9.0|2750.0|1.0||9.0|good
18.0|9|-132550.0|over-seven|single-male|4.0|36.0||management|1.0|good
12.0|9|2748.0|over-seven|female-divorced|4.0|57.0|3.0|unskilled-resident||good
10.0|new-car|1231.0|over-seven|single-male||32.0|2.0|unskilled-resident||good
15.0||802.0||9|9.0|37.0|1.0|9||bad
36.0|business|157600.0|over-seven|single-male|4.0||2.0|skilled||good
24.0|radio-tv|1533.0|one-year||3.0|38.0|1.0|skilled|1.0|good
14.0|new-car|8978.0|over-seven|male-divorced|4.0|45.0||management|1.0|bad
24.0|radio-tv||over-seven|single-male|2.0|25.0|2.0|skilled|1.0|good
|9|66550.0|9|9||||skilled|1.0|good
12.0|9||seven-years|female-divorced|4.0|37.0|1.0|skilled|1.0|good
48.0|9||9|9|4.0|36.0|1.0|9|1.0|good
48.0||3060.0||single-male|4.0|-700.0|9.0|skilled|1.0|bad
|repairs|11998.0||male-divorced|1.0|||unskilled-resident|1.0|bad
|radio-tv|2697.0||single-male|2.0|32.0|1.0|9||good
18.0|radio-tv||9||2.0|26.0|2.0|skilled||good
|9|-31550.0|over-seven|male-divorced|4.0|49.0|1.0||9.0|good
6.0|furniture||one-year|9|4.0|32.0|9.0|skilled|1.0|bad
-600.0|radio-tv|1901.0|four-years||4.0|29.0||management||good
15.0|used-car|3368.0|over-seven||4.0|23.0|2.0|skilled||good
12.0|furniture||four-years|single-male|9.0|50.0|1.0|skilled|1.0|good
18.0|radio-tv|1445.0|9|single-male|9.0|4900.0|1.0||1.0|good
15.0|9|1520.0|over-seven|9|4.0||1.0|skilled|1.0|good
24.0|9||one-year|male-divorced|2.0|||skilled|1.0|good
-1175.0|9||one-year|female-divorced|1.0||||9.0|good
|9|4788.0|seven-years|single-male|9.0|26.0||skilled|2.0|good
4800.0|9|7582.0|unemployed|single-male|9.0|31.0|1.0|management||good
12.0|radio-tv|1092.0|four-years|female-divorced|4.0|49.0|2.0||1.0|good
24.0|radio-tv|1024.0|one-year|married-male|4.0||1.0||1.0|bad
12.0|9||four-years|9|2.0|26.0|1.0|skilled||good
36.0|9|469900.0|9|married-male|4.0|||9|9.0|bad
24.0||6419.0|over-seven|9|9.0||2.0|9|2.0|good
42.0|used-car|4796.0||single-male|4.0|5600.0|1.0|9||good
48.0|business|7629.0|over-seven|male-divorced|2.0|1150.0|2.0|management|2.0|good
48.0|furniture|249000.0|||2.0|26.0||skilled|9.0|bad
12.0|used-car|233750.0|one-year|female-divorced|4.0||9.0|||good
|9|1287.0||9||45.0|||1.0|good
|furniture|2515.0||9|4.0|43.0|1.0|9|1.0|good
-525.0|9|68625.0|seven-years||||2.0|skilled|1.0|good
6.0|9|672.0||female-divorced|4.0|54.0|9.0|9||good
36.0|9|3804.0|four-years|female-divorced||42.0|1.0|skilled|9.0|bad
24.0|new-car|1344.0|seven-years|single-male|2.0|37.0|2.0||2.0|bad
||1038.0|seven-years|single-male|3.0|2450.0|9.0||1.0|good
2400.0|new-car|-253175.0|four-years|single-male||44.0|1.0|skilled||bad
6.0|furniture|1543.0|four-years|male-divorced||33.0|1.0||1.0|good
30.0|used-car|4811.0|seven-years|female-divorced|4.0|24.0|1.0||1.0|good
12.0|radio-tv||9||3.0|33.0|1.0|unskilled-resident|1.0|bad
8.0|||four-years||9.0||1.0|9|1.0|bad
|9|276.0|four-years|married-male|4.0|22.0|1.0|9|1.0|good
48.0||5381.0|unemployed|single-male|4.0|40.0|1.0|||good
24.0|furniture|||single-male|1.0|25.0|1.0|9|1.0|good
24.0||3749.0|||4.0|26.0|1.0|skilled||good
|new-car|17125.0|seven-years|married-male|3.0|25.0|1.0|9|1.0|bad
|new-car|1494.0|one-year|single-male|2.0|29.0|1.0|unskilled-resident|2.0|good
36.0||274600.0|over-seven|single-male|4.0|31.0|9.0|skilled||bad
12.0||708.0|four-years|single-male|3.0||1.0|unskilled-resident|2.0|good
24.0||435100.0||female-divorced|4.0|-1200.0|9.0|unskilled-resident|1.0|good
12.0|education||four-years||2.0|32.0|2.0|9||good
-375.0|furniture|3643.0|over-seven||4.0|27.0||unskilled-resident|1.0|good
||4249.0|unemployed|married-male|2.0|28.0|2.0|management|1.0|bad
24.0|||one-year|male-divorced|3.0|3200.0||skilled||bad
24.0|used-car|2910.0|seven-years|single-male||34.0|1.0|management|1.0|good
18.0|furniture|265900.0|four-years|9||28.0|9.0|||good
18.0|new-car||||3.0|3600.0|9.0||1.0|good
8.0|new-car||||4.0||2.0||1.0|good
300.0||5801.0|over-seven|single-male|4.0|49.0||skilled|9.0|good
|new-car|1525.0|9|female-divorced|3.0|1700.0|||2.0|good
|||over-seven|single-male|2.0|31.0|1.0|skilled|9.0|good
6.0|||over-seven|9||700.0|1.0|skilled|9.0|good
24.0|used-car|6615.0|unemployed|single-male|4.0|75.0|9.0|management|1.0|good
18.0|education|1864.0|four-years|9|2.0|30.0|2.0||1.0|bad
60.0|new-car|7408.0|9|female-divorced|2.0|24.0|1.0|||bad
-1200.0|used-car|||9|9.0|1200.0|2.0|unskilled-resident|1.0|bad
24.0|furniture|4110.0|over-seven|single-male||23.0|2.0|||bad
|furniture|3384.0|||4.0|44.0|9.0|management|1.0|bad
13.0|9|210100.0||female-divorced||23.0|1.0|unskilled-resident||good
15.0|domestic-app|1275.0|four-years|female-divorced|2.0|24.0|1.0|||bad
600.0|9|4169.0|four-years|single-male|4.0|28.0|1.0|skilled|9.0|good
10.0|furniture|||9|9.0|31.0||unskilled-resident|1.0|good
24.0||5743.0|one-year||4.0|24.0|2.0|skilled|1.0|good
-525.0|9|3599.0|seven-years|||26.0|1.0||9.0|good
18.0|radio-tv|80325.0||married-male|9.0|25.0|1.0|skilled|1.0|good
18.0||4439.0||single-male|1.0|-825.0|9.0|9|1.0|good
10.0|new-car|3949.0|one-year|single-male|1.0|3700.0|1.0|9|2.0|good
15.0||1459.0|four-years|||43.0|1.0|unskilled-resident|1.0|good
13.0|radio-tv||9|single-male|4.0|23.0|2.0|skilled|1.0|good
24.0||3758.0||female-divorced|4.0|23.0|1.0|unemployed-non-resident|1.0|good
6.0|9|-43575.0|four-years|single-male|2.0|34.0|2.0|9|1.0|good
9.0||-28400.0|9|single-male|3.0|800.0|2.0|skilled|2.0|bad
|domestic-app|1236.0|one-year|female-divorced|4.0|23.0|9.0|skilled|1.0|good
9.0|furniture|959.0|four-years|female-divorced|9.0|29.0||||bad
18.0|used-car||unemployed|single-male|4.0||1.0|management|1.0|good
12.0||6199.0|four-years||2.0|28.0|2.0|9|1.0|bad
10.0|education|727.0|over-seven|single-male||46.0||skilled|1.0|good
24.0|new-car|1246.0|one-year|single-male|2.0|1150.0|1.0|unskilled-resident|1.0|bad
1200.0|radio-tv|2331.0|9|9|4.0|-1225.0|1.0|9|1.0|good
36.0|radio-tv|4463.0|four-years|single-male|2.0||2.0|management||bad
12.0|9|776.0|four-years|||28.0|1.0|skilled|1.0|good
-750.0|furniture|60150.0|9|9|9.0|23.0|9.0|skilled|1.0|bad
18.0|education|1239.0|9|9|4.0|61.0|1.0||1.0|good
12.0|radio-tv|84975.0|over-seven|single-male||37.0|1.0|management|1.0|good
||2247.0|four-years|9||36.0||skilled|1.0|good
150.0|furniture|1766.0|four-years|married-male|2.0|21.0|1.0|skilled|1.0|good
18.0|9|123650.0|9|||||9|9.0|bad
12.0||||single-male|4.0|36.0|1.0|skilled|1.0|good
18.0|used-car|3850.0|seven-years|single-male|1.0|27.0|2.0|skilled|9.0|good
|9|3650.0|one-year|female-divorced|4.0|2200.0|1.0||1.0|good
3600.0|furniture||9|9|||1.0|9|9.0|bad
18.0|furniture|||||40.0|1.0|skilled|1.0|good
|new-car|3079.0|four-years|single-male|4.0|36.0|1.0|skilled||good
18.0|radio-tv|6070.0||9|4.0|33.0|2.0|skilled|1.0|good
-250.0|furniture|2146.0|one-year||3.0|23.0|2.0|9|1.0|good
|new-car|13756.0||9|9.0|63.0|1.0|management||good
3000.0|others|14782.0|over-seven|||60.0|2.0|management|1.0|bad
|business|384250.0|9||4.0|37.0|1.0||1.0|bad
18.0|9|2320.0|unemployed|married-male|3.0|34.0|9.0|skilled|1.0|good
7.0|radio-tv|846.0||single-male|4.0|36.0|9.0|skilled|1.0|good
36.0|new-car||9|single-male|9.0|57.0|1.0|management||bad
6.0|new-car|362.0||female-divorced||52.0|9.0|unskilled-resident|1.0|good
20.0|||seven-years|single-male|4.0|-975.0|1.0|skilled||good
18.0|9|12976.0|unemployed|female-divorced|4.0||9.0|management||bad
22.0|new-car|1283.0||female-divorced|9.0|25.0|1.0|||good
-300.0|new-car|1330.0|one-year|single-male|1.0|26.0||skilled|1.0|good
30.0|9|4272.0|four-years|||26.0|2.0|unskilled-resident|9.0|good
