Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
||||9|9.0||9.0||1.0|good
-300.0||||||675.0||9|9.0|bad
2400.0||2760.0||9|9.0|36.0|||1.0|good
|||over-seven||||1.0||9.0|bad
||-23400.0|over-seven||2.0|52.0|9.0|||good
|9||9||||9.0||9.0|good
||||single-male||650.0|9.0|||good
|9|-22550.0||||1050.0||||bad
|9|37375.0|9||1.0|||||good
||265575.0|||9.0|38.0|9.0|||good
12.0|9|||9||-1075.0||9|1.0|good
12.0|||||9.0|||9||good
|9|||||21.0||||good
||141300.0|9|9||||skilled||good
|9||four-years||||||2.0|good
36.0||||||-1125.0|9.0|9||good
|business|||||||9||bad
|business|||||||||bad
||83550.0||||||||good
||23300.0||9|||||9.0|good
900.0|||||||1.0|||good
|||four-years|||23.0|||9.0|good
||151050.0||male-divorced||2400.0||9|9.0|good
||34100.0|||9.0||9.0|skilled||good
-300.0|radio-tv||||9.0|1300.0|9.0||9.0|good
|||||4.0|2300.0|9.0|||good
||70700.0|||2.0|||||good
|business||||||||9.0|good
750.0|9||four-years||9.0|||||good
|||9|||||skilled||good
|9|-274025.0|9|||27.0|||1.0|bad
1200.0|furniture|7865.0|||9.0||1.0|9|1.0|bad
-225.0|||9|9|||1.0|||bad
|9|||||550.0||||good
|||four-years|||||9|1.0|bad
9.0|9|125350.0|9|single-male|4.0||||1.0|good
300.0|9||9|||||skilled|9.0|good
|||||||9.0|9|9.0|good
|9|-38600.0|9|9|9.0|42.0||||good
|9||unemployed||9.0||||9.0|bad
|||||||1.0|9||bad
|business||9|9|9.0|61.0|9.0||1.0|bad
|||||2.0|35.0||9|1.0|good
30.0|radio-tv|-63050.0||9||||skilled|9.0|good
||91500.0||||||skilled||bad
||||single-male|9.0||||9.0|good
-1200.0||||9|4.0|24.0||skilled||bad
600.0||||||1350.0||||good
|||9|||||unskilled-resident||good
600.0||||||-625.0||9||good
||||||52.0|9.0|||good
|9|60200.0|four-years||9.0||9.0|||good
|furniture|96250.0|9|9||||||good
18.0|radio-tv|||||22.0||9|1.0|bad
150.0|||||4.0|-975.0|2.0|||good
1200.0||||||2300.0|1.0|||good
750.0|new-car|2150.0||female-divorced||||||bad
|||9|||35.0||||good
|||seven-years|single-male|1.0|||9|1.0|good
||7418.0|||1.0||||9.0|good
|radio-tv|2684.0|9||||||1.0|good
1200.0|radio-tv||||||9.0|skilled||bad
||-95300.0|||9.0||||9.0|good
1100.0||1154.0|9||9.0||3.0||9.0|good
|||four-years||||1.0||1.0|good
||||||||||good
18.0|9||9|single-male|||||9.0|good
||||9|9.0|||||good
|new-car|||single-male|9.0|3200.0|||2.0|good
-375.0||||||3700.0|9.0|skilled|2.0|bad
36.0||6304.0||||||||good
||-38325.0||9|3.0|950.0|9.0||9.0|good
14.0|||9||||1.0||9.0|bad
24.0|9|||9||2500.0|9.0|9||good
|||seven-years|9|||1.0|9||good
|furniture|||female-divorced|||9.0|||good
|new-car|||9|4.0|||||good
||306000.0||9||-700.0||||bad
||299950.0|9|||||||bad
225.0|9|||9||32.0|1.0||9.0|good
1800.0|||9||2.0||9.0|9||good
600.0||63100.0||||||||good
|9|||female-divorced|||9.0|9|9.0|bad
||||9||1450.0|||9.0|good
||||9|9.0|||9||good
12.0||||||||||good
||1445.0|||||9.0|unskilled-resident||good
|||9||4.0|||||good
|||||||1.0|||good
|9|268050.0||female-divorced||3500.0|9.0|||good
-1200.0||||||||9||good
1200.0|9||9|9|4.0||9.0||9.0|good
|9|27300.0||female-divorced|||2.0|skilled|9.0|good
|radio-tv|1024.0||married-male|9.0|1200.0|1.0|||bad
||1076.0|9|||||9|9.0|good
36.0|9||||9.0|||||bad
|used-car|||||||||good
||479600.0||9|9.0|||9||good
||762900.0||9||||||good
||||||26.0|9.0|||bad
-300.0|||||4.0||1.0||9.0|good
10.0||||9|||9.0|||good
-450.0|furniture|2515.0|four-years||||||9.0|good
21.0|||9||2.0|||||good
6.0|||unemployed|9||||||good
||380400.0||9|9.0|2100.0|1.0||9.0|bad
-600.0|9|-33600.0|seven-years||||9.0||9.0|bad
-250.0|||9||9.0|||skilled||good
|||four-years||9.0|||skilled|9.0|bad
|9|||||33.0|9.0|9||good
|9||||||||9.0|good
|radio-tv|727.0|||9.0|||9||bad
||1237.0|9|||600.0|||1.0|bad
||||married-male|4.0|550.0||9||good
||-134525.0||single-male||||||good
24.0|furniture|-137775.0|9|9|||1.0||1.0|good
|||one-year||4.0|26.0|1.0|||good
1200.0|9||seven-years||9.0|25.0|9.0|||bad
||||9||29.0||||good
||2746.0|9|9||||||bad
|furniture|708.0|9|9||-950.0||9|9.0|good
24.0||-108775.0|||4.0|||||good
|||||||9.0|||good
||||||||||good
|new-car||9|||28.0||||bad
24.0|||9|||||skilled|1.0|bad
2400.0||||9|9.0|||9|9.0|good
||132950.0|9|||||9||good
|9|1028.0|||||||1.0|good
|new-car|||9|9.0||2.0|||good
|9|||||||9||good
|new-car|1525.0|||9.0|||||good
36.0|||||2.0||9.0|||good
||53400.0||||28.0|9.0|||good
||661500.0|unemployed||||||9.0|good
||||9|2.0||||1.0|bad
|9|||||||9||bad
|9||9|9||600.0||||bad
-600.0|9||||||||9.0|bad
6.0|furniture||||||9.0|||bad
||||9|9.0||9.0|unskilled-resident||good
1500.0|9|127500.0|||2.0||9.0||1.0|bad
||||||2800.0||skilled||good
|9||9|||1550.0||unskilled-resident|9.0|good
|education|||||-600.0|9.0||1.0|good
|||seven-years|9|||||9.0|good
|9|3213.0||9|3.0||9.0|9|1.0|good
|9||9|9|9.0||1.0|9|9.0|good
||394900.0||single-male|9.0||1.0||9.0|good
|||||9.0|2150.0|||1.0|good
|||one-year||4.0||2.0|skilled||good
||-93950.0|9||9.0|1150.0|9.0|9||good
||1743.0||single-male||||||good
-225.0||||||32.0|9.0||2.0|bad
9.0|9|||9||23.0||||good
-225.0|9|||9|9.0|||||bad
|used-car||9||9.0|||management|9.0|good
-300.0|9||9||9.0||||9.0|bad
|9||9||9.0|-1150.0||||good
|||||||1.0|||bad
|radio-tv|233100.0||9|9.0||1.0|||good
||||||26.0|9.0||9.0|bad
12.0|9|38800.0||married-male||2800.0||9|9.0|good
3000.0|9||||9.0|23.0|9.0|skilled||bad
900.0|9||9|||6100.0|||1.0|good
|9|3399.0||single-male|9.0|||management|1.0|good
-300.0|||9|||36.0||||good
||||||2100.0||||good
||61825.0|unemployed|single-male||||||bad
|||9||9.0|1800.0|1.0|9||good
|||9|single-male||2700.0||||good
18.0|||||||||1.0|good
3600.0|||over-seven|9||||||bad
|||9|female-divorced|||||9.0|good
|new-car||four-years|single-male||36.0|9.0||9.0|good
450.0|9||9||||9.0|9||good
|9|||9||23.0|9.0|||good
6000.0|new-car||||||9.0|management|1.0|good
||||9|||2.0|management||bad
|business||||||1.0||1.0|bad
||||9|||2.0||1.0|good
|radio-tv|-21150.0|over-seven||||9.0||9.0|good
1800.0|9||||||9.0|9||bad
-150.0|new-car||||||9.0|unskilled-resident|9.0|good
||-55300.0||single-male|9.0|39.0|9.0|skilled||good
1800.0|used-car||9||4.0||1.0|management||bad
22.0|new-car||9|9||||||good
||||9||26.0||9|1.0|good
|9||||2.0||||1.0|good
|9|||||||||good
||28150.0|||2.0|-525.0|9.0||9.0|good
|furniture|||||2000.0|9.0|9|9.0|good
-375.0|9|||||||9||good
|business|1449.0|9|||2700.0||9||good
18.0|9||||||9.0||9.0|good
1200.0|9|||female-divorced||19.0|9.0||1.0|good
|new-car||9|single-male||39.0||||good
|radio-tv|||9|9.0|3100.0||||good
9.0||2406.0||9|3.0|31.0||9||good
|||seven-years||9.0||9.0|||good
12.0|9|2578.0|unemployed|||55.0|||1.0|good
|furniture|-58700.0|||2.0|4600.0|2.0|||good
||||9|||2.0|||bad
1200.0||||female-divorced|9.0|||||good
|9||||9.0||9.0|9||good
||47175.0|four-years|married-male|4.0||||9.0|good
|9||one-year|||675.0|9.0|||bad
|new-car|80200.0||single-male|9.0|1350.0||9||good
450.0|||||||||9.0|good
|radio-tv|2039.0|||9.0|550.0||||bad
1200.0|||||9.0||||2.0|good
1500.0|9|||||27.0||9|1.0|good
|radio-tv|323500.0|9|||||||good
12.0|9|-23475.0|9|9|||||9.0|bad
||98350.0||9||||||good
|||||9.0||9.0||9.0|good
|business||9|single-male|2.0|42.0|9.0|||bad
||||9||||9||good
|new-car|||||1750.0||9||bad
900.0|||||2.0|||||good
600.0|9||9||9.0||1.0|9||bad
-450.0||||9|2.0||||1.0|good
21.0|||9|9|||||1.0|good
|||9||2.0||1.0|9|9.0|bad
||3186.0|9|9|||9.0||1.0|good
|||9|single-male|2.0||||9.0|good
300.0|9|-23950.0||||||||good
21.0|||9|9|||2.0|9|1.0|good
||-69050.0||9|9.0||1.0||9.0|bad
||-69475.0||9||525.0||skilled|1.0|good
|radio-tv||9|9||||||good
|9|1149.0|9||3.0|||9|9.0|good
|||||4.0|2000.0|1.0|skilled||good
18.0||||9||||9||bad
|9|3448.0|9|single-male||||9||good
|9|11328.0|four-years|9|||||9.0|bad
|||||4.0|||management|9.0|good
24.0|9|||9|||9.0|9||good
||106800.0|four-years||||9.0|9|1.0|good
600.0|||four-years|9||||||bad
|repairs||||9.0|575.0|||9.0|good
24.0||32175.0||female-divorced||-925.0|9.0|9||good
|9||||9.0|||unemployed-non-resident|1.0|good
600.0|||one-year|9||||||bad
|9|1884.0|9|||1950.0|9.0|9||good
12.0|furniture|162000.0|||||||9.0|good
||||||||||good
||719.0||9|||1.0|unskilled-resident||bad
48.0|||four-years|9||||||bad
|||9|||1025.0|2.0|unskilled-resident||good
3600.0|||||9.0||1.0||1.0|bad
|radio-tv|257600.0|9|single-male|||1.0|||good
|9||9||4.0|2750.0||9||good
15.0|9|37800.0||married-male|9.0|3050.0|9.0|9||bad
|9|||single-male||30.0||management||good
|9||||1.0||9.0|skilled||good
600.0|||||||||1.0|good
|9||||||1.0||9.0|good
|||seven-years||9.0||||1.0|bad
24.0||||||29.0|9.0|management||good
11.0|9|3905.0|9||9.0||2.0|||good
||||||3500.0|||1.0|bad
300.0||||9||||||good
|9|-114850.0||9|||||9.0|good
1800.0|||9||||1.0|skilled||good
||1721.0|9|single-male||-900.0||skilled|1.0|good
||3017.0||9|1.0|34.0|9.0|||good
|9|-18850.0||||-950.0|||9.0|good
|business|97500.0||||850.0||9|9.0|good
|9||9|||3150.0||skilled|2.0|good
|9||one-year|9||725.0||||bad
-1200.0|||over-seven|9|9.0|||9||good
||2764.0||female-divorced||26.0|||9.0|good
||||||35.0||||good
1200.0|radio-tv||9|||22.0|9.0||1.0|bad
||448.0|||||||9.0|bad
||654.0||9|9.0|||9||bad
|retraining||||9.0|3600.0||||good
-450.0||1245.0|||||9.0|||bad
|9||9|9|||1.0|skilled||bad
39.0||||||24.0||||good
||||||||||good
||103700.0|||9.0||9.0||1.0|good
|||9||9.0||9.0|||good
||178650.0||9||1150.0|9.0|||good
|9||9|single-male|1.0||1.0|||good
30.0||181100.0|9|female-divorced|9.0|57.0|9.0|9||good
|||||2.0|750.0|9.0|||good
||58150.0|9||||||9.0|good
|9|||single-male|9.0|||management|1.0|bad
||153850.0|||9.0|5200.0||9|9.0|good
24.0||3757.0|over-seven||4.0|||skilled|9.0|good
|new-car|||single-male|9.0|-875.0||||good
150.0|new-car||four-years||9.0|2600.0||||good
12.0|radio-tv||over-seven|||||||good
|||||9.0|42.0||management|9.0|bad
||||||27.0||||good
150.0|||over-seven||9.0|-950.0|9.0||9.0|good
||||9||-975.0|9.0||2.0|good
|9||||9.0|||skilled|1.0|bad
3600.0|9||||1.0||||1.0|bad
|9|79250.0||single-male|9.0||2.0||9.0|good
450.0|9|||married-male||3200.0|9.0|unskilled-resident||good
150.0|9||||||9.0|||good
600.0|9|3123.0||female-divorced|1.0|27.0||9|9.0|bad
-900.0|used-car||over-seven|single-male|4.0|4200.0|9.0|||good
|9|1126.0|||||9.0||9.0|good
24.0|9|1216.0|9||4.0|||||bad
2400.0|||one-year|||1200.0||9||bad
500.0|||||||9.0|9|1.0|bad
1500.0|||||2.0||9.0|||good
|new-car||||9.0|||||bad
||||married-male|||9.0||9.0|good
1950.0|used-car||||||1.0|||good
1200.0|new-car|18975.0|9|single-male|9.0|2600.0||skilled|1.0|bad
-900.0|||four-years||2.0|800.0|9.0|||good
-375.0|9|134350.0|||4.0|||skilled|9.0|good
-300.0|9|||married-male|9.0|-500.0||||good
24.0|new-car|||9|||1.0|skilled||good
|9||seven-years|||-925.0|||9.0|good
6.0||1361.0||9||4000.0|1.0|unskilled-resident||good
|9|||||23.0|2.0||9.0|bad
||60150.0|9|||2150.0||||good
|9||over-seven|single-male|||9.0|||good
-600.0|||9|9||||9|1.0|good
||-79750.0|four-years||9.0|24.0|1.0|9||bad
|||four-years||4.0||2.0|||bad
2400.0||3488.0||||23.0||9||good
|||9|||||unskilled-resident||good
|||9||9.0||2.0|||good
1500.0||||9||||9|9.0|good
100.0||||9|||9.0||2.0|good
-900.0|radio-tv|2302.0||||3100.0|9.0|9||bad
300.0|9||9|9|||9.0|9|2.0|good
900.0||||9|||2.0|skilled||good
||263100.0|||||2.0||1.0|bad
|||||4.0|||||good
600.0|9|131100.0||||||9|9.0|good
1200.0||3105.0|9|9|9.0||2.0|skilled||good
|9|-57975.0||male-divorced|1.0|||||bad
|9||||9.0|||9||good
450.0||361200.0||9|4.0|||||good
4800.0|new-car|-194075.0|over-seven|||2100.0|9.0||9.0|bad
|9|-76225.0|one-year|9|||9.0|unskilled-resident|9.0|good
||||9|1.0|2300.0|9.0|9||bad
2400.0|||||||2.0|9||good
|||||4.0|||skilled||bad
|furniture|||||34.0||||bad
-300.0||-31375.0|9|||3050.0|||1.0|good
1200.0||133300.0||single-male||||9||bad
|new-car|||9|4.0||||1.0|good
24.0|||9|||3200.0|9.0|9|9.0|good
12.0|radio-tv||four-years|9||||||bad
|||9||1.0|||9|1.0|good
1200.0|repairs|99600.0||||-575.0||||good
|radio-tv|||single-male|4.0|4500.0||unskilled-resident|9.0|good
|9|||||||9||bad
12.0||||single-male|9.0|||||good
|||9|female-divorced|4.0||2.0||9.0|good
||1331.0||||1100.0|||9.0|bad
|new-car|56950.0|||9.0||2.0|||bad
-525.0||||female-divorced|||2.0|9|1.0|bad
24.0|9|355200.0|seven-years||||1.0|||bad
||48200.0|one-year||2.0||9.0||1.0|bad
|used-car|2964.0|over-seven|single-male||49.0|1.0||9.0|good
|||||4.0|24.0||9||bad
150.0||34150.0|one-year|female-divorced||29.0||9||good
||12389.0||9|||9.0|skilled||bad
||117800.0||||3700.0|9.0|management||good
||||female-divorced|9.0||9.0||1.0|good
|||||||1.0|||bad
||257800.0|over-seven||9.0|||||good
48.0||||9|||2.0|skilled|9.0|good
|9||four-years|9|2.0|||skilled||bad
|||||4.0|||unskilled-resident|9.0|bad
|radio-tv|||single-male|9.0|||skilled|1.0|good
24.0|||unemployed||||9.0|||good
15.0||-20150.0|9|female-divorced||||||good
|radio-tv||9||4.0|||||good
375.0|furniture|||female-divorced||2400.0||skilled|1.0|good
300.0|radio-tv|293000.0||female-divorced||||||good
24.0|9|1927.0|9|||||9||good
1800.0|new-car|||9|9.0|||||bad
||937.0||married-male|||9.0|9||good
|9||||9.0||9.0|9|1.0|bad
12.0||||9|9.0|||unskilled-resident||good
-225.0|9|||||||9||good
3600.0|||9|single-male|||||9.0|bad
||2133.0||9||||9||good
|||four-years|||1000.0|1.0||1.0|bad
9.0|||||9.0|1800.0|2.0|||good
300.0|||four-years|||||||good
||||married-male||||unskilled-resident||bad
1200.0||-56150.0|||||2.0|9||bad
-300.0||||female-divorced|9.0||9.0||9.0|good
24.0||1965.0||9||-1050.0||||good
||-39300.0||9|||||1.0|good
|new-car|2718.0||||||9||bad
24.0|||9|single-male||||||bad
|new-car|||female-divorced|||9.0|||bad
|||9|female-divorced|9.0|||skilled||bad
24.0|business|424100.0||||||||bad
18.0|9|||||31.0||||bad
24.0|9|-96575.0|9|||32.0|9.0|||good
-175.0|||||||9.0|||good
||918.0|four-years|female-divorced|9.0|||||bad
600.0|education||||4.0|850.0||9||bad
||||||1400.0|||9.0|bad
|9|||9||23.0||||good
1200.0|furniture||four-years||||9.0|||good
||4526.0|||2.0|||||good
||2671.0|four-years|||1250.0||||bad
18.0|||9|single-male||||9||good
|||9||4.0|||||good
600.0|9||||||||9.0|bad
250.0|new-car||||4.0|||||bad
|9||||2.0|29.0||9||good
1200.0|9|3632.0|9|9||22.0|9.0|skilled||good
|furniture||9|9|||||1.0|bad
|business||four-years|||||||good
|radio-tv|||9|||9.0|9|1.0|good
||3676.0|9||9.0|||||good
|||9|female-divorced||||||bad
||16000.0|||9.0||9.0|||good
21.0|||||9.0||||9.0|good
||||9||||9||bad
2400.0|||four-years||2.0|1900.0||skilled|9.0|bad
|furniture||9|9|||9.0|||good
|9||9||9.0|||||bad
|9|-49475.0|||2.0|35.0|||9.0|good
6.0||||||-1025.0||||good
|9||seven-years|single-male|3.0|29.0||||bad
|furniture|101050.0||single-male|4.0|900.0||skilled||good
-225.0||||single-male|9.0|6400.0||||good
||||9|9.0|1400.0||9|9.0|good
|||9||9.0||1.0|skilled||bad
1500.0||1444.0|9||1.0|-575.0||||good
900.0|furniture||||2.0||||9.0|bad
2400.0|new-car|1355.0|one-year|9||-625.0|1.0||9.0|bad
||1393.0||9|9.0|47.0||9|9.0|good
|||||9.0||9.0|||good
60.0||15653.0||||21.0|2.0||1.0|good
12.0||||9|||1.0|9||good
|||9|single-male|9.0||||9.0|bad
|||9||||9.0||9.0|bad
||-32700.0|||9.0||||1.0|good
15.0|education|||||||||bad
|||9||2.0|33.0|2.0|9||good
18.0|9|1880.0||9||||9||good
|9|199500.0|9|||27.0||9||bad
3000.0||4583.0||9|9.0|800.0||||good
12.0|||four-years||2.0|2600.0|1.0|||bad
600.0||947.0||single-male|9.0|||9|2.0|bad
||||single-male|4.0|||||bad
|9|7476.0||||5000.0||management||good
|||9|||1850.0|1.0|9|1.0|bad
||||9|||||9.0|bad
|9|||9||||||bad
||||9||||skilled|9.0|good
-350.0||||9|||||9.0|good
|new-car|||single-male|9.0|41.0||||bad
|9|511100.0||9||||9||good
||||female-divorced|||||9.0|good
450.0|||9|||-1025.0||||good
|||9||4.0||||9.0|good
|||four-years|married-male|9.0|1150.0||9|1.0|bad
2100.0|9||||||||1.0|good
|||9||||9.0||1.0|good
|||||4.0|||9|1.0|good
||631400.0||9|||9.0|||good
||3496.0|four-years|9|9.0|||||good
||||||1350.0||9||good
-300.0|||||9.0|||||bad
|9|||||||9||good
|9|4139.0||single-male|9.0|-675.0|||1.0|good
36.0|business||9|single-male|9.0|31.0||skilled||good
||||9||42.0|9.0|management||good
6.0|new-car|52000.0|9|||24.0|9.0|9||good
||258000.0||||41.0||unskilled-resident||bad
3000.0|9|-113250.0||9|9.0|650.0|1.0|||good
|9||9||||1.0|skilled||good
|9|||||600.0|1.0|||bad
|radio-tv|-59600.0||9|||9.0|||good
|9|||||1300.0|9.0|||good
||-38450.0|||9.0|56.0||||good
|9|2279.0|||9.0||9.0|skilled|9.0|good
15.0||147800.0||married-male|||9.0||9.0|good
||||9|9.0|47.0|9.0|9||good
|||9||9.0|31.0|||9.0|good
3000.0||652700.0|9||9.0|34.0|1.0|skilled||good
|||||9.0||9.0|||good
36.0|||||9.0||||9.0|good
|radio-tv|2753.0||9||-875.0|1.0||1.0|good
|new-car|-91275.0||single-male|9.0|-775.0||9|9.0|good
-375.0|9|48750.0|four-years||9.0|625.0||||good
|9|2631.0|9||2.0|2500.0|9.0|||good
|9||||1.0|29.0|9.0|9||good
