Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
12.0||2445.0|9|9||26.0|9.0||1.0|good
|9|11938.0||9|3.0||||2.0|bad
|new-car|129160.0|over-seven|9||3120.0|9.0|management|9.0|bad
|new-car|121560.0|seven-years|single-male||1280.0||9||good
1920.0|9||||2.0||9.0||1.0|good
||1410.0||married-male||||9|9.0|good
|business||over-seven||2.0||2.0|||good
15.0||392.0|9|9||23.0||||good
|9|6260.0||single-male|9.0|||9|9.0|good
1440.0|||four-years||2.0|25.0||skilled|9.0|bad
12.0|radio-tv|1680.0|over-seven|married-male||2800.0||||good
|radio-tv|3578.0|over-seven|single-male|1.0|3760.0|1.0|9||good
|radio-tv||seven-years||3.0|30.0|||1.0|bad
|9|2132.0|one-year|female-divorced|3.0||9.0|skilled||good
|9|342480.0||female-divorced|4.0||2.0|9|1.0|bad
480.0||2366.0||male-divorced|9.0|||9|1.0|good
21.0||1835.0||female-divorced|2.0||2.0|||bad
|||over-seven|9|9.0||2.0|management|1.0|good
12.0|||||2.0|24.0||||good
800.0|new-car|||single-male|9.0|1260.0|2.0|skilled|9.0|good
18.0||||9|9.0||1.0|skilled||bad
12.0||2121.0|9||||2.0|9|1.0|good
960.0|radio-tv|701.0|four-years||||1.0|unskilled-resident||good
|repairs|639.0|four-years|single-male||600.0|9.0|skilled|1.0|bad
-240.0|9|1860.0||9|2.0|34.0||management|9.0|good
12.0|new-car|||female-divorced|2.0|1160.0||skilled||bad
48.0||8487.0|seven-years|9|9.0|24.0||9||good
|9|||9|||1.0|skilled||bad
|||||9.0|27.0|2.0|9|9.0|good
|9|1984.0|9|single-male|4.0|47.0||skilled||good
|radio-tv|811520.0||female-divorced||21.0|||1.0|good
12.0|radio-tv||over-seven||9.0||2.0||1.0|good
2160.0|used-car|8613.0|four-years|single-male||27.0|2.0|||good
||766.0|9||3.0|1320.0|9.0|unskilled-resident|9.0|bad
|||seven-years|single-male|||3.0||1.0|good
|radio-tv|-37620.0|||9.0|||9||good
480.0||||married-male|9.0|27.0||unemployed-non-resident|1.0|good
-720.0|||one-year|9|1.0|2400.0|1.0||9.0|good
540.0|9|3416.0|four-years|single-male||2160.0|9.0|||good
18.0||2462.0|four-years|single-male||440.0|9.0||1.0|bad
21.0|furniture||9|female-divorced|4.0|23.0|1.0|skilled|9.0|good
|business|3566.0|seven-years|single-male|2.0|||skilled||good
|9|17200.0|over-seven|female-divorced||780.0||skilled||good
|new-car|682.0||9|9.0||||9.0|good
||-107420.0||single-male|2.0||2.0|skilled|1.0|good
||1582.0||single-male|4.0|46.0|2.0|||good
6.0||1346.0|9|single-male|4.0||1.0|||good
200.0|radio-tv|||single-male|4.0|||skilled||good
||5848.0||single-male|9.0|24.0|1.0||1.0|good
24.0||7758.0|||4.0||||1.0|good
||6967.0|seven-years|9||36.0|9.0|||good
|furniture||four-years|female-divorced|||9.0|9|1.0|bad
-180.0|repairs|51520.0|over-seven|9||-960.0|2.0|9|2.0|good
||||9|1.0|1800.0||9|9.0|good
480.0|||seven-years|9||38.0|9.0|skilled|1.0|good
6.0|radio-tv|1898.0|four-years|9|9.0||2.0||2.0|good
||||single-male|9.0|1440.0|1.0|skilled||good
||1055.0|one-year|female-divorced|1.0|||||good
|domestic-app|1262.0|seven-years|single-male|||2.0|skilled||good
200.0|new-car||unemployed|||||management|1.0|good
|new-car|36360.0|9||4.0|36.0|||1.0|good
6.0||238240.0||single-male|9.0|||skilled|9.0|good
|furniture|1131.0|9|female-divorced|2.0||1.0||1.0|bad
-220.0|furniture|1577.0|one-year|9|9.0|400.0||9|1.0|good
|9|3972.0||||25.0|1.0|9||good
1920.0|business|1935.0|||4.0||||1.0|bad
15.0|9|19000.0||single-male|3.0|660.0|2.0|skilled|2.0|bad
|furniture||four-years|||26.0||skilled|1.0|good
960.0|furniture||unemployed||9.0|680.0|1.0|||bad
|radio-tv|1414.0|four-years|single-male|||9.0|skilled|1.0|good
21.0|education|3414.0||single-male|9.0||9.0|||bad
|used-car|-149700.0||female-divorced||||management|9.0|bad
480.0|||||9.0|42.0|1.0|skilled||good
6.0|||9|||||skilled|1.0|good
12.0|||seven-years||2.0|||9|2.0|good
|9|-11420.0||single-male||65.0||||good
2880.0|business|191440.0|one-year|male-divorced|||||1.0|bad
36.0||4455.0|four-years|male-divorced|9.0|30.0|2.0|management|9.0|bad
|new-car||four-years|single-male|2.0|40.0|2.0|unskilled-resident|2.0|bad
|9|3777.0|||4.0|-1000.0||skilled|1.0|good
1440.0|new-car||over-seven||9.0|-720.0||skilled||bad
|radio-tv|1360.0|9|single-male|2.0|||skilled|9.0|good
9.0|used-car|410320.0||9|9.0|74.0||management|9.0|bad
16.0|9|1175.0||single-male|||9.0|||good
12.0|radio-tv||seven-years|married-male|1.0||9.0||1.0|bad
18.0|furniture|64880.0|four-years||4.0||||9.0|good
24.0|business|4591.0|four-years|9||54.0|9.0|management|1.0|bad
|business|3844.0|||9.0|2720.0|1.0|unskilled-resident|2.0|bad
27.0|9|313200.0||||1440.0||skilled|9.0|bad
6.0|radio-tv|2108.0|9||||1.0|skilled|1.0|good
||3031.0|four-years|single-male|4.0|||skilled|1.0|bad
9.0||||female-divorced|||||1.0|bad
|radio-tv|||female-divorced|9.0|28.0|2.0|skilled||good
960.0|furniture|951.0|one-year|9|||4.0|skilled||bad
||2760.0|over-seven|9|||1.0|||good
|furniture|343760.0|9|9||1600.0|||1.0|bad
9.0|education||9|single-male|2.0|52.0||9|1.0|good
12.0|9|1168.0|9|married-male|||1.0||1.0|good
27.0||5117.0||9|9.0|26.0|2.0||1.0|good
12.0|retraining|-18040.0||married-male|9.0|21.0|1.0|||bad
||29900.0|9|||38.0||||good
2400.0||10623.0|over-seven|single-male||38.0|9.0|management||good
|furniture|||single-male|||3.0|||good
240.0||1424.0||single-male|9.0|2080.0|1.0|9|1.0|good
24.0|business|6568.0|||||||1.0|good
|used-car|113040.0||single-male|2.0|2200.0|1.0|skilled|9.0|good
360.0|radio-tv|3074.0|four-years|single-male||-660.0||skilled||good
1440.0|radio-tv||||4.0||||1.0|good
|9|||9||||skilled||bad
|business|1908.0|9|9|4.0|||management|1.0|bad
36.0|radio-tv||over-seven||2.0||1.0|skilled|1.0|good
|retraining|932.0||female-divorced||3120.0||unskilled-resident||good
||3104.0|seven-years|||31.0|1.0|9||good
|radio-tv|78260.0|9|single-male|2.0|23.0|9.0|skilled|9.0|good
480.0|furniture||9|male-divorced|9.0|24.0||unskilled-resident|9.0|good
10.0|new-car|109120.0|four-years|female-divorced||64.0||skilled||good
12.0|radio-tv|625.0|one-year|9|1.0|||9|9.0|good
12.0|education||||9.0||9.0|||good
|9|707.0|||2.0|30.0|2.0||1.0|good
1920.0|business|2978.0||single-male|4.0|32.0||skilled|2.0|good
15.0|9||four-years|single-male|2.0|600.0||9|1.0|good
36.0|repairs|-52260.0|four-years|9||27.0|9.0|9|1.0|good
|radio-tv|||single-male|2.0|27.0||skilled|9.0|bad
12.0||7865.0|||9.0|53.0|1.0||1.0|bad
||1478.0|seven-years|||22.0|1.0|skilled|1.0|bad
||3149.0|one-year||1.0|22.0|||9.0|good
36.0||4210.0|9|single-male|||1.0|skilled|9.0|bad
9.0||2507.0||single-male||||9|1.0|good
|9|2141.0||single-male||||skilled||good
|radio-tv|866.0|four-years|9|2.0|25.0|1.0||1.0|good
|radio-tv|61760.0||single-male|1.0||||9.0|good
|radio-tv||9|9|9.0|2400.0|9.0|||bad
-120.0||14555.0|9|single-male|9.0||1.0||1.0|bad
21.0|9|221360.0|9||2.0||2.0|||bad
|radio-tv||four-years||2.0|35.0|2.0|skilled|9.0|good
600.0|radio-tv|2522.0||||39.0|||9.0|good
480.0|new-car||9|9|2.0||||1.0|bad
6.0|radio-tv|||||||9||good
48.0||92100.0||9|4.0|24.0|2.0|9||bad
12.0|business|47400.0|9|9|2.0|27.0|9.0|skilled||good
480.0|||four-years||3.0|35.0|1.0||2.0|good
1920.0|business||||1.0||9.0|||good
12.0|9|||9|4.0||3.0|||good
|new-car||four-years|single-male|1.0||1.0|9||good
||1925.0||single-male|2.0|2080.0|1.0|skilled|9.0|good
18.0|radio-tv||unemployed|female-divorced|4.0||1.0||1.0|bad
120.0|new-car|666.0|seven-years|female-divorced|4.0|3120.0|2.0||1.0|good
12.0|furniture||9|9||920.0||unskilled-resident|1.0|good
|new-car|2150.0||female-divorced|9.0|||9|1.0|bad
24.0||4151.0|four-years|single-male|||9.0|||good
180.0||2030.0|9|single-male|||9.0||9.0|good
60.0||7418.0|9||||9.0|9||good
||-53680.0|four-years||2.0|35.0|2.0|unskilled-resident|1.0|good
12.0|9||9|||2320.0|9.0|skilled|1.0|bad
15.0||-76240.0|9|||23.0|1.0|||good
|9|23080.0|unemployed|female-divorced|4.0|57.0||9|9.0|good
240.0|furniture|1657.0||single-male|||1.0|skilled|1.0|good
|radio-tv|128240.0|9|||55.0||||good
|||9||4.0|36.0||management|9.0|good
480.0|education|||female-divorced|4.0||9.0|||good
400.0||||9||640.0|9.0||9.0|good
600.0|radio-tv|802.0|||9.0|37.0||||bad
36.0||6304.0|9|9||||9||good
24.0|radio-tv||one-year|||38.0||skilled|1.0|good
||||||45.0|||1.0|bad
|radio-tv|999.0|over-seven|single-male||25.0|2.0||1.0|good
18.0|9||9|single-male||32.0|9.0|skilled||good
|furniture|||female-divorced|9.0||||1.0|good
|new-car|-243380.0|unemployed|9||36.0|1.0|9||good
|9|3060.0|seven-years|||28.0|2.0|9|1.0|bad
|repairs|11998.0|9|male-divorced|9.0||9.0|unskilled-resident|9.0|bad
9.0||2697.0||9|2.0|32.0|1.0||2.0|good
||2404.0||||26.0|9.0||1.0|good
|||9||4.0||9.0|unskilled-resident||good
|furniture|4611.0|one-year|||||9|9.0|bad
24.0||38020.0||single-male||1160.0|9.0|management||good
15.0||||single-male|4.0|23.0|||1.0|good
12.0|9|1574.0||9|2.0|50.0|1.0|skilled|9.0|good
18.0||1445.0|||4.0||1.0|unskilled-resident||good
|9||||4.0|1260.0|1.0||9.0|good
||310240.0||male-divorced|2.0||9.0|skilled|1.0|good
|new-car|-214440.0|one-year|female-divorced||-700.0|9.0||1.0|good
|used-car|383040.0|seven-years||3.0|1040.0|1.0||2.0|good
|others||unemployed|9|4.0||9.0|management|1.0|good
|||||||2.0|||good
24.0|radio-tv|20480.0|9||4.0|48.0|1.0|||bad
480.0|9||four-years|married-male|2.0||1.0||9.0|good
-720.0|used-car|375920.0||9||28.0|1.0|9|1.0|bad
||128380.0||||44.0||management|2.0|good
42.0|||over-seven|9|4.0|||skilled|1.0|good
||305160.0|over-seven||||||9.0|good
|furniture||one-year|9|||9.0||9.0|bad
480.0||4675.0|one-year||4.0||1.0||1.0|good
10.0||1287.0||||45.0|||1.0|good
360.0|9|201200.0|four-years|||3440.0||||good
||2745.0||single-male|2.0||2.0||9.0|good
|9|672.0|9|female-divorced||54.0|1.0|||good
|radio-tv|3804.0|four-years|||1680.0|1.0|skilled|1.0|bad
|new-car|26880.0|||2.0|740.0|9.0|||bad
10.0|||9|9|9.0||9.0|skilled||good
|||four-years|||44.0|1.0|skilled||bad
6.0||-30860.0||male-divorced|2.0|33.0|9.0|||good
1200.0|||seven-years||4.0|24.0|1.0|||good
960.0|radio-tv||||||1.0|9|1.0|bad
|9|1237.0|four-years|||480.0||skilled|1.0|bad
9.0||||married-male|9.0|1760.0|9.0|||good
1920.0|||||4.0||1.0|unemployed-non-resident||good
-480.0|furniture||||1.0|||9|9.0|good
|furniture|149960.0|||4.0||1.0||1.0|good
12.0||685.0|seven-years|9|3.0||9.0|||bad
160.0|||9||2.0||9.0|9|2.0|good
36.0|||over-seven||9.0||1.0|9|1.0|bad
12.0|furniture|708.0|four-years||3.0|1520.0|1.0|unskilled-resident|2.0|good
24.0|furniture|348080.0||||||unskilled-resident|9.0|good
12.0|education||9|single-male|||2.0|skilled|1.0|good
15.0||3643.0|9||4.0|||unskilled-resident|1.0|good
30.0|new-car|84980.0|||||2.0|||bad
||1938.0|one-year|male-divorced|||1.0|skilled||bad
24.0|used-car||9||||9.0|9||good
18.0|furniture||four-years|single-male||28.0|1.0|skilled|9.0|good
|9|1028.0|four-years|female-divorced||36.0|||1.0|good
|9|-67960.0||9|4.0|39.0|9.0|9||good
12.0||5801.0|9|9|4.0||1.0|skilled||good
|new-car|||female-divorced|3.0||1.0|||good
1440.0||4473.0|over-seven|||||9||good
6.0|radio-tv|42720.0|over-seven|||2240.0|1.0|||good
1920.0||6615.0|9|single-male|4.0|75.0|2.0|management|9.0|good
|education|1864.0|four-years|9|2.0|-600.0|2.0|skilled|9.0|bad
|new-car|7408.0|one-year|female-divorced|2.0|||management|1.0|bad
||11590.0|9|female-divorced||-480.0||unskilled-resident||bad
24.0|9|164400.0|over-seven|single-male|4.0||2.0|||bad
6.0|furniture|270720.0||male-divorced|9.0|||management|1.0|bad
||42020.0|||9.0|920.0|9.0|||good
15.0|domestic-app|-25500.0||female-divorced|9.0|24.0|||1.0|bad
24.0|furniture|4169.0|four-years|single-male|4.0|28.0||||good
10.0|furniture|1521.0|four-years||9.0|31.0||||good
24.0|education|5743.0|9|female-divorced|4.0|||skilled|1.0|good
21.0||3599.0|||||1.0|9|9.0|good
18.0||||married-male|3.0||||1.0|good
||177560.0|over-seven||||1.0|||good
10.0|9||||||9.0|unskilled-resident|9.0|good
|radio-tv||9|female-divorced|2.0|43.0|9.0|||good
|9|882.0|one-year|single-male|4.0|23.0||skilled||good
||3758.0|unemployed|9||||unemployed-non-resident|1.0|good
||139440.0|9|9||||unskilled-resident||good
||||9||640.0|2.0|||bad
9.0||1236.0||female-divorced||920.0||||good
9.0||959.0|9|female-divorced|2.0|1160.0|9.0|skilled|1.0|bad
18.0|used-car|||single-male||1520.0|1.0|management||good
||6199.0|9|single-male|9.0|560.0|2.0|skilled|1.0|bad
|education||over-seven|single-male|4.0||1.0|9|9.0|good
||||single-male|2.0|23.0||unskilled-resident|1.0|bad
12.0|radio-tv|2331.0|||||1.0|||good
36.0||4463.0||single-male||26.0||management||bad
12.0|radio-tv|15520.0|four-years|married-male||28.0||skilled||good
30.0||2406.0|9|9|4.0|23.0|9.0||1.0|bad
18.0|education|24780.0||single-male||61.0|9.0||9.0|good
|radio-tv|271920.0||single-male||37.0|1.0|management||good
12.0|new-car|44940.0|four-years|||36.0|2.0||1.0|good
||1766.0|||9.0|21.0|1.0||9.0|good
1440.0|furniture|2473.0|unemployed|single-male||||unemployed-non-resident||bad
12.0|business|123360.0|9|single-male|4.0|36.0|1.0|skilled|9.0|good
|9||seven-years||1.0|27.0||skilled|1.0|good
18.0|furniture|146000.0||||||9||good
|9|3446.0|over-seven||9.0||||2.0|bad
18.0||3001.0|9||4.0|40.0|9.0|skilled|9.0|good
-720.0|||9||||1.0|9|9.0|good
||-121400.0|over-seven||9.0||9.0|||good
|9||one-year|female-divorced|||2.0|9|1.0|good
60.0|||over-seven||4.0|5040.0|1.0||9.0|good
-1200.0|others||9|||60.0|||9.0|bad
|||seven-years|||37.0|1.0|skilled|1.0|bad
|9|||9|3.0||9.0|||good
7.0|radio-tv|846.0||single-male||36.0|1.0|skilled||good
2880.0|new-car||9|single-male|||9.0|management||bad
||14480.0|four-years|9|4.0|52.0||9||good
800.0|furniture|2212.0||||||skilled||good
18.0|used-car|12976.0|9|female-divorced|||1.0|management|1.0|bad
|9||||4.0||1.0|skilled||good
12.0||1330.0|9|||26.0|1.0||1.0|good
30.0||4272.0||single-male|9.0||9.0|9|9.0|good
18.0|radio-tv|179040.0||9||25.0|9.0||1.0|good
18.0|radio-tv|1126.0||9|2.0|21.0|9.0|skilled|9.0|good
1440.0|furniture||||4.0|800.0||management|1.0|good
600.0|9|2326.0||single-male|||9.0||1.0|good
9.0|business|57960.0||female-divorced|||9.0|||good
18.0|new-car||four-years|married-male|||||1.0|good
12.0||983.0|one-year||4.0||1.0|||good
|new-car|3249.0||single-male||39.0|||2.0|good
480.0||1957.0|9||4.0|31.0|9.0|||good
9.0|furniture|2406.0|unemployed|single-male|||1.0|management|9.0|good
39.0|||9||3.0|32.0||skilled|1.0|good
12.0|furniture|2578.0|unemployed|||55.0|1.0|management|1.0|good
36.0|9||9|||1840.0|||1.0|good
12.0|||over-seven|male-divorced|9.0|46.0|2.0||9.0|bad
|||9|female-divorced|9.0|1720.0|2.0|9||good
|||one-year||4.0|39.0|9.0||9.0|good
|business|1887.0||married-male|4.0|||||good
24.0|business|||single-male||27.0|2.0|skilled|1.0|bad
14.0|||9|9|2.0|-540.0||9||good
|||9||9.0||1.0||2.0|good
24.0|radio-tv|2039.0|one-year|married-male|||1.0|skilled||bad
24.0||2197.0|9|single-male||43.0||||good
1200.0||1053.0|||2.0|27.0|1.0|skilled|1.0|good
||3235.0|9||9.0|26.0|1.0|||good
12.0|9|939.0|9|9||28.0|||9.0|bad
|9|1967.0|over-seven||4.0|20.0||9|1.0|good
|used-car||seven-years|single-male|9.0|-700.0|2.0|management||good
12.0||2292.0|unemployed||9.0|42.0||9||bad
||||||40.0||unskilled-resident|9.0|good
|new-car|||9|2.0|-700.0|1.0|skilled|9.0|bad
36.0|9|||single-male|2.0|700.0|||2.0|good
240.0||2579.0|one-year||9.0|33.0|9.0|||bad
||8471.0|four-years||9.0|23.0|9.0|||good
21.0|new-car|55640.0|seven-years|female-divorced||620.0|9.0||1.0|good
18.0|||9|||33.0|1.0|skilled||bad
15.0|||seven-years|female-divorced|3.0||1.0|9|1.0|good
240.0|9||four-years|||600.0|1.0|skilled||good
|||seven-years||9.0|47.0||9||good
||1591.0|seven-years|single-male|3.0|-680.0|9.0||9.0|good
|furniture|2762.0|||||||9.0|bad
||2779.0|four-years||3.0|21.0||9||good
-560.0|9|54860.0|over-seven|single-male|9.0|29.0|2.0||1.0|good
18.0|9||9|||46.0|2.0||1.0|good
||1313.0||single-male||20.0||9||good
720.0|||unemployed|9|4.0|55.0||||bad
|business||seven-years||4.0|||unskilled-resident|1.0|good
24.0|||||||2.0|management|1.0|bad
|9||unemployed|||36.0||management||good
24.0||||male-divorced|9.0|2640.0||skilled|9.0|good
9.0||||9|2.0|25.0|1.0|skilled||good
12.0|radio-tv|||9|1.0||1.0|skilled||bad
6.0|repairs|660.0||9|||1.0||9.0|good
|new-car||over-seven|female-divorced|4.0|1480.0|9.0||9.0|good
||-67880.0|unemployed|||||9|1.0|good
480.0||-12180.0|9|9||26.0||||bad
240.0|||over-seven|||39.0||9|1.0|good
|furniture||four-years|female-divorced||30.0|1.0||1.0|good
20.0|9|-52580.0|||3.0|29.0||||good
|education|719.0|9||9.0||1.0|9||bad
48.0|||||3.0||1.0||9.0|bad
720.0|9||over-seven||9.0|41.0|2.0|unskilled-resident||good
1440.0|9||||4.0||9.0|||bad
|9|2576.0|four-years|9|2.0|||9|1.0|good
12.0||1424.0|9|female-divorced|||9.0|9||good
300.0|repairs||four-years|married-male|||9.0||1.0|bad
||11054.0|9||||9.0|management|1.0|good
480.0||||9||29.0|||1.0|good
12.0||2759.0|over-seven|single-male||1360.0|||1.0|good
24.0|used-car||over-seven|single-male|4.0|35.0|||1.0|good
1920.0||4817.0|seven-years|single-male|||||1.0|bad
|used-car||one-year|9||29.0|1.0|9|9.0|good
|new-car|3905.0||single-male|9.0||2.0|skilled|2.0|good
12.0|9|||single-male||||9|1.0|bad
120.0|9|||||||skilled||good
18.0|radio-tv|4594.0|one-year|9|2.0|2560.0||9|9.0|good
-720.0|9||9|single-male||37.0|1.0|||good
||||single-male|3.0||1.0||9.0|good
-240.0|9|-60340.0||female-divorced|||1.0|management||good
|||over-seven||4.0|38.0|2.0|9||good
1440.0|||seven-years|9|1.0||2.0|skilled||good
24.0|used-car||9||4.0|63.0|9.0||2.0|good
24.0|radio-tv|1659.0|one-year|female-divorced|2.0|1160.0||unskilled-resident||bad
-960.0|radio-tv|7238.0||single-male|9.0|32.0|2.0||9.0|good
33.0|9|-55280.0||female-divorced|2.0|26.0||skilled|1.0|good
|used-car||||3.0|35.0|2.0|unskilled-resident||good
|radio-tv|123680.0||married-male||22.0|||9.0|bad
||448.0|one-year|||23.0|9.0|skilled||bad
-180.0||||9|9.0|28.0||9||bad
6.0|||unemployed|single-male|9.0|36.0|1.0||2.0|good
18.0||1245.0|four-years|||1320.0|9.0|9|1.0|bad
18.0|furniture||one-year|||520.0|1.0|skilled||bad
-780.0|||||4.0|24.0||skilled|1.0|good
||-103040.0|seven-years|||25.0|1.0||9.0|good
960.0|business|20740.0|seven-years|single-male|4.0||1.0||1.0|good
15.0|furniture|1478.0|||||2.0|9||good
|9|3573.0|four-years||1.0||||9.0|good
24.0||1201.0|one-year|single-male|1.0|26.0|1.0|||good
30.0|||over-seven|9|4.0|57.0|||1.0|good
15.0|furniture|19200.0|seven-years|female-divorced|9.0|30.0|9.0|||good
|||four-years||4.0|44.0|||1.0|good
|9|||||47.0|9.0|management|1.0|bad
||123080.0|9|single-male|4.0|||9||good
|new-car|||female-divorced|9.0||1.0|skilled|9.0|good
|new-car||9|9|9.0|||||good
|9|3518.0|||3.0||1.0||1.0|good
|radio-tv||over-seven|single-male|||||1.0|good
27.0|business|8318.0|over-seven||9.0||2.0||1.0|bad
480.0|radio-tv|1237.0||9|1.0|27.0||9||good
6.0|radio-tv|-7360.0|over-seven|9|4.0|38.0||9||good
|new-car||9|||780.0|2.0|||good
|9|2996.0|9|9||20.0|9.0||1.0|bad
36.0|furniture|9034.0|||1.0|29.0||management|1.0|bad
24.0|||||3.0||2.0|skilled||good
18.0||1301.0||married-male||640.0|9.0|unskilled-resident||good
|new-car||over-seven||||9.0|skilled|9.0|good
