Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
24.0|furniture|7721.0|one-year|female-divorced|9.0|30.0|9.0||1.0|good
14.0|business|1410.0|9|9|2.0|2800.0|1.0|skilled|1.0|good
6.0||-28980.0|9|9|2.0|31.0|2.0|skilled|2.0|good
|education||9|female-divorced|||1.0|skilled|1.0|good
|new-car|6260.0|seven-years||3.0||1.0|unskilled-resident|9.0|good
36.0|new-car|7855.0|four-years|female-divorced|2.0||2.0|skilled|1.0|bad
12.0|radio-tv|-33600.0|over-seven|married-male|1.0|35.0|1.0|skilled||good
48.0|radio-tv|143120.0|over-seven|single-male||47.0|1.0|skilled|1.0|good
42.0|radio-tv|7174.0|seven-years|9|3.0|30.0|1.0||1.0|bad
10.0|furniture|2132.0|one-year||3.0|27.0|2.0|skilled|1.0|good
33.0|furniture||9|female-divorced|4.0||2.0|skilled|1.0|bad
12.0|new-car|2366.0||male-divorced|3.0|36.0|1.0|management|1.0|good
21.0|radio-tv|1835.0|9|female-divorced|2.0|25.0|2.0|||bad
24.0||3868.0|9|9||41.0|2.0|management|1.0|good
12.0|furniture|||single-male|2.0|24.0|9.0|unskilled-resident|1.0|good
10.0|new-car|15620.0|over-seven|single-male|9.0||9.0|skilled||good
18.0||1924.0||female-divorced|3.0|27.0|1.0|skilled|1.0|bad
12.0|new-car|2121.0||single-male|9.0|30.0|2.0|skilled|1.0|good
|||four-years|married-male|2.0|3200.0|1.0|unskilled-resident|1.0|good
12.0|repairs|639.0|four-years|single-male|2.0|30.0||skilled|1.0|bad
12.0|used-car||||2.0|34.0|2.0|management|9.0|good
|new-car|3499.0|four-years|female-divorced|9.0|29.0|2.0|skilled|1.0|bad
1920.0|new-car||seven-years|female-divorced|2.0||1.0|skilled||good
36.0|education|275480.0|four-years|single-male|3.0|29.0|1.0|skilled|1.0|bad
15.0|furniture|||single-male|3.0|27.0|2.0|unskilled-resident|1.0|good
18.0|furniture||four-years|single-male|4.0||9.0|skilled|1.0|good
4800.0|radio-tv|10144.0|seven-years|female-divorced|4.0|21.0|1.0|skilled|1.0|good
12.0||1240.0|9|female-divorced|2.0|38.0||9|9.0|good
27.0|used-car|8613.0|9|single-male|2.0|27.0||skilled|1.0|good
12.0|radio-tv|766.0|four-years|single-male|||1.0|||bad
15.0|radio-tv|2728.0|seven-years|single-male|2.0|35.0|3.0|skilled||good
12.0||1881.0|four-years|||44.0||unskilled-resident|1.0|good
240.0||709.0|one-year|married-male|2.0|27.0|9.0|9||good
|radio-tv|4795.0|9|||1200.0|1.0||1.0|good
27.0|9|3416.0||single-male|2.0|27.0|1.0|management|1.0|good
18.0|furniture||four-years|single-male|2.0||1.0||9.0|bad
21.0|furniture||one-year|9|4.0|23.0|1.0|skilled||good
48.0||3566.0|9||2.0|30.0|1.0|skilled||good
||860.0|9|female-divorced|||2.0|skilled||good
12.0|9|682.0|seven-years|female-divorced|3.0|51.0|2.0|skilled||good
36.0|furniture|429680.0|four-years|single-male|2.0|28.0|2.0||1.0|good
18.0||1582.0|9|9||46.0|2.0|skilled|1.0|good
480.0||1346.0|over-seven|single-male|4.0|42.0|1.0|skilled|2.0|good
10.0|radio-tv|-38480.0|four-years|single-male|4.0|38.0|1.0|skilled|1.0|good
36.0|9|-116960.0|four-years|single-male|1.0|24.0|1.0|9|1.0|good
24.0|used-car|7758.0|over-seven|9|4.0|29.0|1.0|skilled|1.0|good
24.0|business|278680.0||single-male|4.0|36.0|9.0|management|1.0|good
480.0|||9||4.0|||skilled|1.0|bad
|repairs|1288.0|over-seven|single-male|4.0|3840.0|||9.0|good
12.0|retraining|27120.0|over-seven|married-male|9.0|45.0|1.0|unskilled-resident|1.0|good
960.0|new-car|3512.0|seven-years|single-male||38.0|2.0|skilled|1.0|good
6.0|radio-tv|1898.0|four-years||2.0||2.0|unskilled-resident|2.0|good
1920.0|radio-tv|||single-male|9.0|36.0|1.0|skilled|2.0|good
18.0|9|1055.0|one-year|female-divorced|9.0||2.0|skilled|1.0|good
15.0|domestic-app|1262.0|seven-years|single-male|3.0|36.0|2.0|skilled|1.0|good
10.0|new-car|7308.0|unemployed||4.0|70.0|1.0||1.0|good
|new-car|||9||36.0|1.0|skilled|1.0|good
6.0||2978.0|four-years||9.0|32.0|1.0|skilled|1.0|good
18.0|furniture|1131.0|unemployed|female-divorced|9.0|||9|1.0|bad
11.0|furniture|1577.0|one-year|female-divorced||20.0|1.0||1.0|good
24.0|furniture|3972.0|9|female-divorced|4.0||1.0|skilled||good
|business|1935.0|||4.0|31.0|2.0||1.0|bad
15.0|new-car|950.0|9||3.0|33.0|2.0|||bad
12.0|furniture|763.0|four-years|female-divorced|1.0|-520.0|1.0|9|1.0|good
24.0|furniture|-41280.0|unemployed|9|2.0|34.0|1.0|management||bad
8.0|radio-tv|1414.0|four-years|9|2.0|33.0||skilled||good
21.0|education|||single-male|1.0|26.0|9.0|skilled|1.0|bad
30.0|9||unemployed|female-divorced|9.0|-1060.0|||1.0|bad
12.0|furniture|2577.0|four-years|||42.0|1.0||1.0|good
6.0|9|338.0|over-seven||4.0|52.0|2.0|skilled||good
12.0||1963.0|seven-years|single-male||31.0|2.0|management|2.0|good
21.0|9|571.0|over-seven|single-male|4.0|65.0|2.0|skilled|1.0|good
36.0|business|9572.0||male-divorced|1.0||2.0|skilled|9.0|bad
36.0|business||9||2.0|30.0||management|1.0|bad
21.0|new-car|1647.0|four-years|single-male|2.0|40.0||unskilled-resident|9.0|bad
24.0||3777.0|four-years|single-male||50.0|9.0||1.0|good
|new-car||over-seven|single-male|4.0|-720.0|1.0|skilled|2.0|bad
15.0|9|1360.0|9|9||31.0|2.0|skilled||good
|used-car|5129.0|over-seven|female-divorced|4.0||9.0|management||bad
640.0|new-car||unemployed|single-male|3.0||3.0|unemployed-non-resident||good
12.0|radio-tv|674.0|seven-years|married-male|1.0|20.0|1.0|skilled|1.0|bad
18.0|9||four-years|female-divorced|4.0|33.0||9|9.0|good
24.0||4591.0||single-male|3.0|54.0|3.0||1.0|bad
48.0|business||seven-years|single-male|9.0|34.0|9.0||9.0|bad
2160.0|business|||9|9.0|36.0|1.0|skilled|2.0|bad
120.0|radio-tv|2108.0|seven-years||2.0|29.0|1.0|skilled|1.0|good
45.0|radio-tv|3031.0|four-years|9|4.0|21.0|9.0|||bad
|9|1501.0|over-seven||3.0|34.0|2.0|management|1.0|bad
6.0|radio-tv|110560.0|four-years||1.0|28.0|9.0||1.0|good
12.0|9|||female-divorced|4.0|27.0|9.0|skilled|9.0|bad
|used-car|2760.0||single-male|4.0|36.0|1.0|skilled|9.0|good
18.0|9||over-seven|male-divorced||-800.0|1.0|management||bad
9.0|education|936.0||single-male|2.0|52.0|2.0|skilled||good
12.0|new-car|1168.0|four-years||3.0|27.0|1.0||1.0|good
27.0|business|5117.0|seven-years|single-male|4.0|26.0|2.0|9|1.0|good
12.0||902.0|seven-years|married-male|9.0||1.0|skilled|9.0|bad
12.0||1495.0|over-seven|single-male|||9.0|9|9.0|good
30.0|used-car|849840.0|over-seven|single-male|4.0||3.0||2.0|good
12.0|furniture||over-seven|single-male|4.0||3.0|skilled|1.0|good
|domestic-app|1424.0|seven-years|single-male|9.0||1.0|skilled|1.0|good
|9||four-years|9||21.0|9.0|unskilled-resident|1.0|good
12.0||1413.0|seven-years|single-male||55.0||||good
|radio-tv|3074.0||single-male||33.0|2.0|9|2.0|good
||3835.0|over-seven|9||45.0|9.0||9.0|good
||5293.0|9|single-male||50.0|||1.0|bad
30.0|business|1908.0||single-male|4.0||1.0|management|1.0|bad
|radio-tv|3342.0|over-seven|single-male|9.0|2040.0|1.0|skilled|1.0|good
6.0||932.0|seven-years||3.0|39.0|2.0|unskilled-resident||good
18.0|business|3104.0|seven-years|single-male|||1.0||1.0|good
36.0|radio-tv|3913.0|four-years|single-male|2.0|23.0|1.0|||good
|9||four-years|male-divorced|2.0|24.0|1.0|unskilled-resident||good
10.0|new-car||9|female-divorced|4.0|2560.0|1.0|skilled|1.0|good
240.0|radio-tv|625.0|9||1.0|26.0|1.0|unskilled-resident|1.0|good
12.0|education|96000.0|four-years|9|4.0|||skilled||good
12.0||707.0|||2.0|30.0||skilled|1.0|good
24.0|business|2978.0|four-years|single-male|4.0|32.0|2.0|skilled|2.0|good
15.0|used-car|4657.0|four-years|9|2.0|30.0|1.0|skilled|9.0|good
|repairs|||single-male||27.0|2.0||1.0|good
48.0|radio-tv||seven-years||2.0|27.0|2.0|skilled|9.0|bad
12.0|furniture||over-seven||4.0||1.0|management|1.0|bad
|radio-tv|1478.0|seven-years||2.0|22.0|1.0|skilled|1.0|bad
24.0||3149.0||9|1.0|22.0|1.0|skilled|9.0|good
|radio-tv|4210.0|four-years|single-male|2.0|26.0|1.0|9|1.0|bad
9.0|new-car|-50140.0|over-seven|9|4.0|51.0|1.0|unskilled-resident||good
12.0|radio-tv|2141.0||single-male|1.0|35.0|9.0|skilled|1.0|good
18.0|9|866.0|four-years|married-male|9.0|25.0|1.0|unskilled-resident|1.0|good
|9|1544.0|seven-years|single-male|1.0|42.0|3.0|unskilled-resident|2.0|good
|radio-tv|1823.0||single-male|2.0|1200.0|1.0|||bad
6.0|new-car|14555.0|unemployed|single-male|2.0||9.0|unemployed-non-resident||bad
21.0|business||over-seven|9|2.0||2.0||9.0|bad
12.0|radio-tv|1291.0|four-years|9|2.0|35.0|2.0|skilled|1.0|good
1200.0|radio-tv||over-seven|single-male||39.0|1.0|skilled|9.0|good
||915.0|over-seven|female-divorced|2.0|29.0|1.0|skilled||bad
120.0|radio-tv|1595.0|seven-years|single-male|2.0|51.0|1.0|9||good
48.0|used-car|4605.0||||24.0|2.0|||bad
12.0||1185.0|four-years|female-divorced|2.0||2.0|skilled|9.0|good
-240.0||3447.0|four-years|9|3.0|35.0|1.0|||good
24.0|business|||single-male|1.0|25.0|1.0|9|1.0|good
480.0|radio-tv|717.0|over-seven||||3.0|skilled|1.0|good
6.0|new-car|24080.0|four-years|9|1.0|35.0|1.0||1.0|good
24.0|furniture|1925.0|four-years|single-male||26.0||skilled||good
18.0|radio-tv|433.0||female-divorced|9.0|22.0|1.0|skilled||bad
6.0|9||seven-years|9||39.0|9.0||1.0|good
12.0|furniture|2251.0|four-years|female-divorced|9.0|46.0|1.0|unskilled-resident||good
30.0|new-car|2150.0|four-years|female-divorced||24.0|9.0|skilled||bad
24.0|9|4151.0|four-years|single-male|9.0|35.0|9.0||1.0|good
720.0|furniture|2030.0||single-male|1.0|24.0|9.0|skilled|9.0|good
60.0||7418.0|9|single-male|9.0|27.0|1.0||1.0|good
24.0|radio-tv||four-years|single-male|9.0||2.0|unskilled-resident||good
|radio-tv|2149.0|9||1.0|||skilled|1.0|bad
1200.0|used-car|3812.0|one-year|female-divorced|4.0|1840.0|1.0|skilled|9.0|good
11.0||-23080.0|||4.0|57.0|3.0|unskilled-resident|1.0|good
12.0|furniture|1657.0|9|single-male|9.0|27.0|1.0|skilled|9.0|good
24.0|9|32060.0|over-seven||4.0|55.0|9.0|skilled|1.0|good
18.0|||over-seven|single-male|9.0|36.0|9.0|management|1.0|good
|education|219840.0|over-seven|female-divorced||57.0|9.0|unskilled-resident|1.0|good
|new-car|1231.0|over-seven|9|4.0|32.0|2.0|unskilled-resident|2.0|good
15.0||802.0|over-seven|single-male|3.0||||2.0|bad
36.0|||over-seven||4.0|36.0|2.0|skilled||good
1920.0|9||one-year|female-divorced|3.0|38.0||||good
||8978.0|over-seven|9|4.0|45.0|1.0||1.0|bad
24.0||79920.0|over-seven|9|2.0|-500.0|2.0|skilled|1.0|good
|new-car|2662.0|seven-years|single-male||640.0|9.0||1.0|good
12.0|||9|9|9.0|2960.0|1.0|skilled|1.0|good
48.0|new-car|486760.0|unemployed|single-male|9.0||1.0||9.0|good
48.0|radio-tv|3060.0|seven-years|single-male|4.0|28.0|2.0|9||bad
30.0|repairs|11998.0||male-divorced|1.0|34.0|1.0|unskilled-resident|9.0|bad
9.0|radio-tv|2697.0|four-years|single-male|2.0|32.0|9.0|skilled|2.0|good
|radio-tv|2404.0|four-years||2.0|26.0|2.0||1.0|good
240.0|furniture|1262.0||male-divorced|9.0|49.0|1.0|||good
|furniture||one-year|9|9.0|32.0|1.0|||bad
24.0||1901.0|four-years|9|4.0|2320.0|1.0|management|1.0|good
15.0|used-car|3368.0|over-seven|9||23.0|2.0|skilled|1.0|good
||||single-male|2.0|50.0|9.0|skilled|1.0|good
18.0|9|1445.0|seven-years|single-male|4.0||1.0|9|1.0|good
15.0||1520.0|9||4.0|||skilled|1.0|good
24.0|9|155120.0|one-year|9||37.0|1.0|skilled|1.0|good
47.0||857760.0|one-year|female-divorced|1.0|35.0|1.0|unskilled-resident|1.0|good
|9|4788.0|9|single-male|3.0|2080.0|1.0||2.0|good
1920.0|others||unemployed|single-male||31.0||management|1.0|good
12.0|9||four-years||9.0|1960.0|2.0||1.0|good
480.0||1024.0|9||4.0|48.0|1.0|skilled||bad
12.0||||married-male|2.0|26.0|1.0|skilled|1.0|good
36.0|used-car|9398.0|one-year|married-male|4.0|28.0|1.0|management||bad
24.0||6419.0|over-seven|female-divorced|||2.0|management|2.0|good
-840.0|used-car|4796.0|over-seven|single-male|4.0||1.0|skilled||good
48.0|business|7629.0|over-seven|male-divorced|2.0|46.0|2.0|management|2.0|good
48.0|furniture|9960.0|one-year|9|2.0|26.0||skilled||bad
12.0|used-car|4675.0|one-year|9|||1.0|skilled|1.0|good
10.0|9|1287.0|over-seven|9|2.0|45.0||unskilled-resident|9.0|good
18.0|||9|single-male|4.0|43.0|1.0|skilled|1.0|good
1680.0|furniture|2745.0|9||2.0|32.0|2.0|skilled|9.0|good
|new-car|672.0|unemployed|female-divorced|4.0|54.0|1.0|9|1.0|good
1440.0|9|3804.0|four-years|female-divorced||42.0|1.0||1.0|bad
24.0|new-car|1344.0|seven-years|single-male|2.0|1480.0|2.0|unskilled-resident|2.0|bad
|new-car|1038.0|seven-years|single-male|3.0|49.0|2.0|9|1.0|good
48.0|new-car|10127.0|four-years|single-male|2.0|44.0|1.0|skilled||bad
6.0|furniture|1543.0|four-years|9|2.0|33.0|1.0|skilled|1.0|good
2400.0|9|96220.0||female-divorced||24.0|1.0|unskilled-resident|9.0|good
|||one-year|married-male|3.0|2640.0|1.0||1.0|bad
8.0|furniture|1237.0|four-years|female-divorced|9.0|24.0||skilled|1.0|bad
9.0|new-car|276.0|four-years|married-male|4.0||||1.0|good
48.0|others||unemployed|9|||1.0|unemployed-non-resident||good
-480.0|furniture|5511.0|four-years|single-male|1.0|25.0|1.0|9|1.0|good
24.0|9|3749.0|one-year|female-divorced|4.0|26.0|1.0|9|1.0|good
12.0|new-car|685.0|seven-years|9|3.0||1.0|unskilled-resident|1.0|bad
4.0|9|1494.0||||2320.0|||2.0|good
36.0|furniture|2746.0||single-male|4.0|31.0||skilled|1.0|bad
|furniture|-14160.0|four-years|single-male||1520.0|1.0|unskilled-resident|2.0|good
24.0|furniture||four-years|female-divorced|4.0|48.0||||good
||701.0|||2.0||2.0|skilled|1.0|good
15.0|furniture|3643.0|9|female-divorced|4.0|27.0|2.0|9|1.0|good
30.0|new-car|4249.0|unemployed|married-male|2.0|28.0|2.0|9|1.0|bad
24.0|||9||3.0|32.0|1.0|skilled|1.0|bad
24.0|used-car||seven-years|9|1.0|34.0|1.0|management|1.0|good
|furniture|2659.0|four-years|single-male|9.0|28.0||9|1.0|good
18.0|new-car|1028.0|four-years|female-divorced|3.0|36.0|2.0|9|1.0|good
|new-car|3398.0|seven-years|single-male|||2.0|9|1.0|good
|furniture|116020.0|over-seven|9|4.0||9.0|||good
24.0|new-car||seven-years||3.0||1.0|skilled|2.0|good
2880.0|||9|single-male||31.0|1.0||1.0|good
6.0|radio-tv|21360.0|over-seven|single-male||28.0|1.0|skilled|9.0|good
24.0|used-car|6615.0|unemployed||4.0|75.0|2.0||9.0|good
-360.0|education|1864.0|9|female-divorced|2.0|30.0|2.0|skilled|1.0|bad
60.0|new-car||one-year||9.0|24.0||management|9.0|bad
||11590.0|four-years|female-divorced|4.0||||1.0|bad
24.0||328800.0|9|9|4.0|23.0|||2.0|bad
6.0|9|270720.0|four-years|male-divorced|4.0|44.0|1.0|management|1.0|bad
|radio-tv|2101.0|one-year|female-divorced|4.0||1.0|unskilled-resident|9.0|good
15.0|domestic-app|1275.0|9||9.0|24.0|1.0||9.0|bad
24.0|furniture|-83380.0||single-male|4.0|2240.0|1.0|9||good
|furniture|1521.0|four-years|male-divorced|2.0|31.0|1.0||1.0|good
24.0|education||||4.0||2.0|skilled|9.0|good
21.0|furniture|3599.0|9|female-divorced|||1.0|unskilled-resident||good
18.0||3213.0|one-year|9|3.0|25.0|1.0||1.0|good
18.0|business|4439.0|over-seven|single-male|1.0|33.0|9.0|||good
10.0|new-car|3949.0|one-year|single-male|1.0|37.0|1.0|unskilled-resident|2.0|good
15.0|radio-tv|1459.0|four-years||9.0|43.0|1.0|unskilled-resident||good
|9|70560.0|one-year|single-male|4.0|920.0|2.0|skilled|1.0|good
24.0||-75160.0||female-divorced|4.0|23.0|1.0|9|1.0|good
6.0|9|1743.0|four-years|single-male|2.0|1360.0|9.0|unskilled-resident|1.0|good
|education|1136.0|over-seven|single-male|3.0|2560.0||skilled|2.0|bad
9.0|9|49440.0|one-year|female-divorced|4.0|23.0|1.0|skilled|1.0|good
9.0|furniture|959.0|9|female-divorced|2.0|29.0|1.0||1.0|bad
1440.0|used-car|3229.0|unemployed|9||||management|1.0|good
12.0|radio-tv|6199.0|four-years|single-male||1120.0|2.0|skilled|1.0|bad
|education|727.0|over-seven|single-male|4.0|46.0|1.0|skilled|1.0|good
24.0|new-car|1246.0|one-year|single-male|2.0|23.0|1.0|unskilled-resident|9.0|bad
|radio-tv|2331.0|over-seven||9.0|49.0|1.0|9|1.0|good
36.0||4463.0|four-years|single-male|2.0|26.0|2.0|management|1.0|bad
12.0|radio-tv||9|married-male||28.0|1.0|skilled|1.0|good
|furniture|2406.0|seven-years|female-divorced||460.0|1.0|skilled|1.0|bad
18.0|education||four-years|9|4.0|61.0|1.0|skilled|1.0|good
12.0|9||over-seven|single-male|3.0||1.0|management||good
960.0|9|2247.0|four-years|female-divorced|2.0|36.0||skilled||good
|furniture|1766.0|9|married-male|2.0|1680.0|9.0|||good
18.0|furniture||unemployed|9|1.0|-500.0|1.0|unemployed-non-resident|1.0|bad
240.0|business||seven-years|single-male|4.0|1440.0|1.0|skilled|1.0|good
1440.0|used-car||seven-years|9|1.0|27.0|2.0|skilled|1.0|good
18.0|9|3650.0|9|female-divorced|4.0||1.0|skilled|1.0|good
36.0|furniture|68920.0|over-seven||2.0|42.0||skilled||bad
18.0|furniture||seven-years|female-divorced|4.0|40.0||skilled|1.0|good
720.0|||four-years|9||36.0|1.0||1.0|good
18.0||6070.0|over-seven|single-male|4.0|33.0|||1.0|good
10.0|furniture|2146.0|||9.0|23.0|2.0|9|1.0|good
60.0|new-car|13756.0|over-seven|9|4.0|63.0|9.0|management|1.0|good
60.0|others|14782.0||female-divorced|4.0|60.0|2.0|9||bad
|business|-153700.0|seven-years||9.0|||||bad
18.0|radio-tv|2320.0|unemployed||3.0|-680.0|2.0|skilled|1.0|good
||846.0||single-male|4.0|36.0|1.0|skilled||good
|new-car|14318.0|over-seven|single-male|2.0|57.0|1.0|management|9.0|bad
6.0|new-car|362.0|four-years|female-divorced|4.0|52.0|2.0|unskilled-resident|1.0|good
20.0|furniture|-44240.0|seven-years||4.0|39.0||skilled||good
18.0|9|12976.0|unemployed|female-divorced|4.0|38.0|1.0|||bad
|9|1283.0|seven-years|female-divorced||25.0|1.0|skilled|1.0|good
|new-car|1330.0||||26.0|1.0|skilled|9.0|good
