Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
|||9|female-divorced|4.0|4640.0|2.0|unskilled-resident|1.0|bad
|new-car|1393.0|||4.0|35.0|2.0|management|1.0|good
2880.0|radio-tv|2299.0|over-seven||4.0|3120.0|1.0|skilled|1.0|good
6.0|9||unemployed|9|2.0|23.0|1.0|unemployed-non-resident|1.0|good
11.0|new-car|7228.0||single-male|9.0|3120.0||unskilled-resident|1.0|good
12.0|radio-tv|2073.0|four-years|female-divorced|2.0|28.0|9.0|skilled|1.0|good
|||one-year|single-male||1160.0|1.0|||good
27.0||5965.0|9|9|2.0|600.0|2.0|management||good
12.0|radio-tv|1262.0|four-years|single-male|2.0|-500.0||skilled|1.0|good
18.0||3378.0|four-years|single-male|1.0|31.0|9.0|skilled|1.0|good
36.0||2225.0|over-seven||4.0||2.0|skilled|1.0|bad
6.0|new-car||four-years|||26.0|9.0|||good
12.0|radio-tv|6468.0|unemployed|9|9.0|52.0||management|1.0|bad
36.0|radio-tv|-191320.0|9|female-divorced||||skilled|1.0|good
18.0|new-car|1961.0|9|female-divorced||23.0|1.0|management|1.0|good
36.0|furniture|6229.0|||4.0|23.0|2.0|unskilled-resident|1.0|bad
9.0|business||four-years|married-male|1.0|27.0||skilled|1.0|good
15.0|||over-seven|||||skilled|9.0|good
36.0|business|1953.0|over-seven|single-male|4.0|61.0|9.0|management|1.0|bad
|||four-years|single-male|2.0|1000.0|1.0|skilled||bad
480.0|9|3181.0|9|female-divorced|||1.0|9||good
27.0|repairs|5190.0||single-male|4.0|48.0|4.0|skilled|2.0|good
12.0||2171.0|one-year|9|9.0|580.0|1.0|skilled||good
12.0||1007.0|four-years|9|1.0|22.0|1.0|skilled|1.0|good
36.0|education||||4.0|37.0||9|1.0|bad
|radio-tv|2394.0|four-years|female-divorced|4.0|1000.0|1.0|skilled|1.0|good
36.0|used-car||four-years|female-divorced|2.0|2400.0|1.0||1.0|good
|radio-tv|730.0|over-seven|single-male|2.0|46.0||unskilled-resident|9.0|good
8.0||1164.0|over-seven|single-male|9.0||2.0|9|9.0|good
42.0|business|476320.0||female-divorced|1.0|41.0|2.0|unskilled-resident|1.0|good
36.0|education|1977.0|9|single-male||40.0|9.0|management|1.0|bad
|used-car|1526.0|over-seven|single-male|4.0||2.0|management|1.0|good
-840.0||3965.0|one-year|single-male|3.0|34.0|1.0|skilled|9.0|bad
880.0|radio-tv|4771.0|seven-years|||51.0|1.0|skilled|1.0|good
54.0||188720.0|four-years|single-male|2.0|1560.0|1.0|unskilled-resident|2.0|good
|furniture|3832.0|one-year|married-male||22.0|1.0|||good
24.0|radio-tv|5943.0|one-year|9|1.0|44.0|9.0|skilled|1.0|bad
15.0|9|1213.0|over-seven||3.0|47.0|||1.0|good
|business||four-years|female-divorced||24.0|1.0|unskilled-resident|1.0|good
24.0|others|1755.0|over-seven|female-divorced|4.0|58.0|1.0||9.0|good
10.0|radio-tv|2315.0|over-seven|9|4.0|52.0|1.0|unskilled-resident||good
12.0|business|1412.0|four-years|female-divorced|2.0|29.0|2.0|9||good
18.0|furniture|1295.0|9|female-divorced|1.0|27.0|2.0|skilled||good
36.0|education|12612.0|9|single-male|4.0|3760.0|1.0|skilled|9.0|bad
18.0||2249.0|seven-years|single-male|3.0|600.0||management|2.0|good
-240.0|repairs|1108.0||single-male|9.0|28.0|2.0|skilled|1.0|bad
|radio-tv|618.0|over-seven|single-male|4.0|56.0|1.0|skilled||good
12.0|used-car|||single-male|||1.0|skilled|1.0|good
12.0|radio-tv|797.0|9|female-divorced|3.0|2640.0|1.0|unskilled-resident|2.0|bad
480.0||3617.0|over-seven|single-male|4.0|20.0|2.0|skilled|9.0|good
-240.0|new-car|52720.0||single-male|4.0|54.0|1.0|skilled|1.0|good
|9||one-year|single-male||4640.0||skilled|1.0|bad
12.0|||seven-years|female-divorced|2.0|1220.0||skilled|1.0|good
18.0|9|2622.0|four-years||4.0|1360.0|1.0|skilled|9.0|good
36.0||2337.0||single-male|4.0|36.0|1.0||1.0|good
20.0|used-car|7057.0|9|single-male|9.0||9.0|management|2.0|good
24.0|9||over-seven|married-male|4.0||1.0|unskilled-resident|1.0|good
36.0||2323.0|seven-years|single-male|4.0|24.0|1.0||1.0|good
|radio-tv|932.0||female-divorced|2.0|24.0|9.0|skilled|9.0|good
9.0||1919.0|9|single-male|3.0||9.0|skilled|1.0|good
||||married-male|9.0|-520.0|||1.0|good
||11938.0|four-years|single-male|3.0|39.0||management|2.0|bad
18.0|||over-seven|single-male|4.0|1560.0||management||bad
12.0|new-car|6078.0||single-male|2.0|2560.0|1.0|9|1.0|good
|furniture|7721.0|one-year|female-divorced||2400.0|1.0||1.0|good
14.0||1410.0|over-seven|married-male|2.0|35.0|1.0|skilled|1.0|good
120.0|business|1449.0|over-seven||2.0|31.0|2.0|9|2.0|good
15.0|education|392.0|one-year||4.0|23.0|1.0||1.0|good
||6260.0|seven-years|single-male||28.0|1.0|unskilled-resident||good
36.0|new-car|7855.0|four-years|female-divorced|2.0|25.0|||9.0|bad
12.0|radio-tv|1680.0|over-seven|9||35.0|1.0|skilled|1.0|good
48.0|radio-tv|3578.0|over-seven|single-male|9.0|47.0|9.0|skilled|1.0|good
42.0|radio-tv|7174.0|seven-years||3.0|30.0|1.0|management|9.0|bad
|furniture||9|9|3.0|2160.0|2.0|skilled|1.0|good
33.0|furniture|4281.0|four-years|female-divorced|9.0|23.0|2.0||1.0|bad
240.0||189280.0|seven-years||3.0|36.0|1.0|management||good
21.0|radio-tv|||female-divorced|2.0|25.0||skilled|1.0|bad
1920.0|used-car|-77360.0|over-seven|9|2.0|1640.0|2.0|management|1.0|good
|furniture|1768.0|four-years|single-male|2.0|24.0|1.0|||good
|9|781.0|over-seven||4.0|1260.0||skilled|1.0|good
18.0|9||one-year|female-divorced|3.0|27.0|||1.0|bad
12.0|new-car|2121.0||single-male||-600.0|2.0|9|1.0|good
|9||four-years|married-male|2.0|40.0|1.0|unskilled-resident|1.0|good
12.0|repairs|639.0|9|9|2.0||9.0|9|1.0|bad
12.0|9||unemployed|single-male|9.0|34.0|2.0||1.0|good
480.0|9|279920.0|four-years|female-divorced||2320.0|2.0||1.0|bad
48.0||8487.0|seven-years||2.0|24.0|1.0|skilled||good
36.0||550960.0||single-male||2320.0|1.0|skilled||bad
-300.0|furniture|2708.0|one-year|||27.0|2.0||1.0|good
18.0|||four-years|single-male|4.0||2.0|skilled|1.0|good
60.0||10144.0|9|female-divorced|9.0|21.0|1.0|skilled|1.0|good
12.0|radio-tv|1240.0|over-seven|female-divorced||38.0|2.0||1.0|good
27.0|used-car|8613.0|four-years|single-male|9.0|-540.0||skilled|1.0|good
-240.0|||four-years|single-male|3.0|66.0|1.0|9||bad
-300.0|9|54560.0|seven-years|9|2.0||3.0|skilled|1.0|good
12.0|radio-tv|1881.0|9|female-divorced|2.0|44.0||unskilled-resident|9.0|good
6.0|9|709.0|9||2.0|27.0|1.0|unemployed-non-resident|1.0|good
36.0|radio-tv|4795.0|one-year|female-divorced|1.0|30.0|1.0||9.0|good
|9|3416.0|9|single-male|9.0|27.0||management|1.0|good
-360.0|furniture|2462.0|four-years|9|2.0|22.0|1.0|skilled|1.0|bad
21.0|9|45760.0|one-year|female-divorced|4.0|23.0|9.0|skilled||good
48.0|business||seven-years|9|9.0|30.0|1.0||1.0|good
-120.0|new-car|860.0|over-seven|9|4.0||2.0|skilled|1.0|good
12.0|new-car||seven-years|female-divorced|3.0|-1020.0|2.0|skilled|1.0|good
36.0|furniture|5371.0|four-years|single-male|9.0|28.0||skilled|9.0|good
|radio-tv|1582.0|over-seven|single-male|4.0||2.0|skilled|1.0|good
6.0||26920.0|9|single-male|4.0|42.0|1.0|||good
|radio-tv|1924.0||single-male|4.0||9.0|skilled|1.0|good
|radio-tv|5848.0|four-years|single-male|9.0|24.0|1.0|skilled|1.0|good
24.0|used-car|||female-divorced|9.0|29.0|1.0|skilled|9.0|good
24.0|business|6967.0|seven-years||4.0|36.0|1.0|management|1.0|good
12.0|furniture|102560.0|four-years|female-divorced||20.0||9||bad
9.0|repairs||over-seven|single-male|4.0||2.0|skilled||good
12.0|retraining|339.0|9|married-male|1.0||1.0|unskilled-resident|1.0|good
1920.0|9|3512.0|seven-years|single-male|3.0|38.0|2.0|skilled||good
6.0|radio-tv|1898.0||single-male|2.0|680.0|2.0|unskilled-resident||good
24.0|radio-tv||9|single-male|4.0||||9.0|good
18.0|9|1055.0|9|female-divorced|1.0||2.0|skilled||good
15.0|domestic-app|1262.0||single-male|3.0|36.0|2.0|skilled||good
10.0|new-car||unemployed|single-male|4.0|-1400.0|9.0|management||good
|new-car|909.0|over-seven|single-male|9.0|36.0|1.0|9|1.0|good
|furniture|2978.0|9|single-male||32.0|1.0|skilled|9.0|good
18.0||1131.0|unemployed|female-divorced||33.0||skilled|1.0|bad
11.0|furniture||9|female-divorced|9.0|20.0|1.0|skilled|1.0|good
1920.0|9|317760.0|||9.0|25.0||skilled|9.0|good
24.0|business||over-seven||9.0|31.0|2.0|skilled|1.0|bad
||950.0|over-seven|9|||2.0||2.0|bad
-240.0|furniture|763.0|9|female-divorced|1.0||1.0|9||good
24.0|furniture|2064.0|unemployed|female-divorced|2.0|||management||bad
8.0|radio-tv|1414.0|four-years||9.0|33.0|1.0|skilled|1.0|good
21.0||3414.0||single-male||26.0|2.0|skilled|9.0|bad
30.0|used-car|7485.0|9||1.0|53.0|1.0||1.0|bad
12.0|furniture|2577.0|four-years|male-divorced|1.0|||skilled||good
120.0|radio-tv|338.0|over-seven|single-male|9.0|52.0||9|1.0|good
240.0|radio-tv|1963.0||9|2.0|-620.0|2.0||2.0|good
21.0|new-car|571.0|over-seven|single-male||65.0|2.0|9||good
36.0|business|191440.0||male-divorced|1.0|28.0|2.0||1.0|bad
36.0||4455.0|four-years|male-divorced||2400.0|2.0|management|1.0|bad
21.0|new-car|1647.0|four-years|single-male|9.0||2.0|unskilled-resident|9.0|bad
24.0|furniture|3777.0||single-male|9.0|50.0|1.0|9|1.0|good
18.0|new-car|884.0|9|9|4.0|36.0||skilled||bad
|9||four-years|single-male|2.0|-620.0|2.0|skilled||good
9.0|used-car|5129.0|over-seven||4.0||1.0|9|2.0|bad
16.0|new-car|1175.0|unemployed||9.0||3.0|unemployed-non-resident|1.0|good
12.0|9|674.0|seven-years|married-male|9.0||1.0||1.0|bad
18.0|furniture|||female-divorced|9.0|33.0|9.0|skilled|9.0|good
|9|4591.0|four-years|single-male|9.0|2160.0||management|1.0|bad
48.0|9|3844.0|seven-years|single-male|4.0|34.0||unskilled-resident|2.0|bad
27.0|business|3915.0|four-years|single-male|2.0||1.0|skilled|2.0|bad
6.0|radio-tv|2108.0|seven-years|married-male|2.0|2320.0|9.0|skilled|1.0|good
45.0|radio-tv|3031.0||single-male|4.0||1.0|skilled|1.0|bad
|education||9|9|3.0|34.0|2.0|management|1.0|bad
6.0||1382.0|four-years|female-divorced|1.0|28.0|2.0|skilled||good
12.0||951.0|one-year|female-divorced|4.0|27.0|4.0|skilled|1.0|bad
24.0|used-car|2760.0|over-seven|single-male|4.0|36.0|1.0||1.0|good
18.0|9||||3.0|40.0|1.0|9|1.0|bad
9.0|9|936.0|over-seven|single-male|2.0|52.0|2.0||1.0|good
480.0|new-car|1168.0|four-years|married-male||27.0|9.0||1.0|good
||5117.0|9|single-male|9.0|26.0|9.0|skilled|1.0|good
12.0|retraining||seven-years|married-male|4.0||1.0|skilled|1.0|bad
|new-car||over-seven|single-male||38.0|2.0|unskilled-resident||good
30.0|9|10623.0|9||4.0||3.0|management|9.0|good
12.0|furniture|1935.0|over-seven|single-male|9.0|1720.0|9.0|skilled|1.0|good
12.0||1424.0|seven-years|single-male|3.0|2080.0|1.0|skilled|1.0|good
24.0|||four-years|married-male|2.0|21.0||9|1.0|good
12.0||1413.0|seven-years|single-male|2.0|55.0||||good
-180.0||61480.0|four-years|single-male|2.0|33.0||skilled|2.0|good
2880.0|radio-tv|306800.0|over-seven|female-divorced|4.0|45.0|1.0|unskilled-resident|1.0|good
27.0|business|5293.0|unemployed|single-male|4.0||9.0|skilled|9.0|bad
||||single-male||1320.0|||1.0|bad
720.0|radio-tv||over-seven|single-male|9.0|51.0||skilled|1.0|good
6.0||37280.0|seven-years|female-divorced|3.0|39.0||9|9.0|good
|business|3104.0|seven-years|single-male|1.0||1.0||1.0|good
36.0|radio-tv||four-years|single-male|2.0|23.0||9|9.0|good
24.0|furniture|3021.0||male-divorced|2.0|24.0|1.0|unskilled-resident|1.0|good
200.0|new-car|1364.0|four-years|||-1280.0|9.0||1.0|good
-240.0|radio-tv|625.0|one-year||1.0|26.0||unskilled-resident||good
960.0|education|1200.0|four-years|9|9.0|23.0|1.0|skilled||good
|radio-tv|707.0|four-years|single-male|2.0|30.0|2.0|skilled||good
|business|119120.0|four-years|single-male|4.0|1280.0|2.0|skilled|2.0|good
15.0|used-car||four-years|single-male|2.0|30.0|1.0||1.0|good
36.0||2613.0||9||27.0||9||good
48.0|radio-tv|438440.0||single-male|2.0|27.0|2.0|skilled|1.0|bad
12.0|9|7865.0|over-seven||4.0|53.0|1.0|management|1.0|bad
9.0|radio-tv||seven-years||2.0|440.0|9.0||1.0|bad
480.0|furniture||one-year|single-male||22.0|1.0|skilled|9.0|good
36.0|radio-tv|4210.0|four-years|||26.0|1.0|skilled||bad
9.0|new-car||over-seven|single-male|4.0|51.0|9.0||1.0|good
12.0|radio-tv||seven-years|9|1.0|||skilled|1.0|good
1440.0|radio-tv|866.0||||25.0|1.0|unskilled-resident|9.0|good
|radio-tv|1544.0||single-male|9.0||3.0|unskilled-resident|2.0|good
1920.0|radio-tv|1823.0||9|2.0|600.0|9.0|management|2.0|bad
6.0|new-car|1164400.0|||2.0|460.0|1.0|||bad
21.0|9|2767.0|over-seven||2.0|61.0|2.0|unskilled-resident|1.0|bad
240.0|radio-tv|1291.0|9|female-divorced|2.0|35.0|2.0|9||good
30.0|radio-tv|50440.0|over-seven|single-male|3.0|39.0|1.0|9||good
|new-car|915.0|over-seven|9|2.0|29.0|1.0|9|1.0|bad
6.0|radio-tv|1595.0|seven-years|9|2.0|||skilled|2.0|good
|used-car|92100.0|9|single-male||24.0||skilled|2.0|bad
12.0|business||four-years|||27.0|2.0|skilled|9.0|good
240.0|retraining||four-years|female-divorced|||9.0|unskilled-resident|2.0|good
24.0|business|1258.0|seven-years|||25.0|1.0||1.0|good
12.0|radio-tv|||single-male|4.0|52.0|3.0|skilled||good
240.0|9|1204.0|four-years|single-male|1.0|35.0|1.0|||good
24.0|furniture|1925.0|four-years|single-male|9.0||9.0||1.0|good
18.0|radio-tv||unemployed|female-divorced|4.0|22.0|1.0|skilled|1.0|bad
480.0|new-car|666.0|seven-years|female-divorced|4.0|39.0|2.0|unskilled-resident|9.0|good
12.0|||four-years||2.0|46.0|1.0|unskilled-resident|1.0|good
30.0|||four-years|9|2.0||1.0|skilled|9.0|bad
|furniture|4151.0|four-years|single-male|3.0|35.0|9.0|skilled|1.0|good
9.0|furniture||seven-years|single-male|1.0|||skilled||good
|radio-tv|7418.0||single-male|1.0||9.0|unskilled-resident|1.0|good
|radio-tv|2684.0|four-years|single-male|2.0|35.0||unskilled-resident|1.0|good
12.0|radio-tv|2149.0|four-years|9|1.0|29.0|1.0|skilled|1.0|bad
|9|-76240.0|one-year|female-divorced|4.0|23.0|9.0|skilled|1.0|good
|radio-tv|1154.0|unemployed|female-divorced|4.0|57.0|3.0|9|1.0|good
12.0|furniture|1657.0|||9.0|27.0|1.0||1.0|good
24.0|9|1603.0|over-seven|female-divorced|4.0||1.0|9|1.0|good
18.0|new-car|||single-male|9.0|36.0|3.0|management|1.0|good
12.0|education|2748.0|over-seven|||57.0|3.0|unskilled-resident||good
10.0|new-car|1231.0|over-seven|9|4.0|32.0|2.0|unskilled-resident||good
15.0|9||over-seven|single-male|3.0||1.0|skilled||bad
|business|6304.0|over-seven|single-male||2880.0|9.0|skilled||good
1920.0|radio-tv|122640.0|one-year|9|||1.0|skilled|1.0|good
14.0|9|8978.0|over-seven|9|4.0|45.0||management|1.0|bad
||999.0|over-seven|single-male|2.0||9.0|skilled||good
18.0|new-car|2662.0|9|single-male|3.0|32.0|9.0|9|1.0|good
12.0|furniture||9||4.0|37.0|9.0|skilled|1.0|good
48.0|new-car||9|9|4.0|36.0|1.0|9|1.0|good
3840.0|radio-tv|3060.0|seven-years|single-male|9.0|28.0|2.0|skilled||bad
30.0||-239960.0|one-year|||34.0||||bad
9.0|radio-tv|||single-male||||skilled|2.0|good
18.0||2404.0|four-years|female-divorced|2.0|26.0|9.0|skilled|1.0|good
12.0|furniture|1262.0|over-seven|male-divorced|4.0||1.0|unskilled-resident|1.0|good
6.0||4611.0||female-divorced|4.0||1.0||1.0|bad
24.0|radio-tv|1901.0||single-male|4.0|29.0|1.0||9.0|good
15.0|9|134720.0||single-male|4.0|23.0|2.0|9|1.0|good
12.0|furniture|1574.0||single-male|||1.0|skilled|1.0|good
18.0|radio-tv||seven-years|single-male||49.0|1.0||1.0|good
300.0|9|1520.0|over-seven|single-male|4.0||9.0|skilled|9.0|good
24.0|new-car||one-year|9|2.0|37.0|1.0|skilled|1.0|good
47.0|new-car|857760.0||female-divorced|1.0|35.0|1.0||1.0|good
48.0||4788.0|seven-years|9||26.0||skilled|2.0|good
48.0|others|7582.0|unemployed|9|4.0|||management|9.0|good
12.0|radio-tv||four-years||4.0||2.0||1.0|good
24.0|radio-tv||one-year|married-male|4.0|48.0|1.0|skilled|1.0|bad
|business||four-years|married-male|2.0|26.0||skilled|1.0|good
36.0|used-car|9398.0|one-year|married-male||28.0|9.0|||bad
1920.0|used-car|6419.0||female-divorced|4.0||2.0||9.0|good
42.0|9|4796.0|9|single-male|4.0|56.0|1.0|9|1.0|good
48.0||-152580.0|9||2.0|46.0|2.0|management|9.0|good
48.0|9||one-year|female-divorced|9.0||1.0|skilled|1.0|bad
240.0|used-car|4675.0|one-year|female-divorced||20.0|1.0|||good
10.0|new-car|1287.0||single-male|2.0|45.0||unskilled-resident|1.0|good
18.0|furniture||four-years|single-male|4.0|43.0|1.0|skilled|1.0|good
21.0|furniture|2745.0|seven-years|single-male|2.0|32.0||||good
6.0|new-car|672.0||female-divorced|4.0|54.0|1.0|unemployed-non-resident|1.0|good
|radio-tv|3804.0|four-years|female-divorced|1.0|42.0|1.0|9|1.0|bad
24.0|new-car||seven-years|single-male|9.0|37.0|2.0|9|2.0|bad
10.0|new-car||seven-years|9|3.0||2.0|skilled|1.0|good
|new-car|10127.0|four-years|single-male|2.0|44.0|1.0|skilled|1.0|bad
6.0|furniture|1543.0|four-years|male-divorced|2.0|33.0|1.0|skilled|1.0|good
30.0||4811.0||female-divorced|4.0|24.0||unskilled-resident|1.0|good
12.0|radio-tv|727.0|9||3.0|33.0|1.0|unskilled-resident|1.0|bad
8.0|furniture|-24740.0|four-years|9|4.0|24.0|1.0|9|1.0|bad
9.0|new-car|276.0|four-years|married-male|4.0|22.0||||good
48.0|others|5381.0|unemployed|single-male||1600.0|1.0|unemployed-non-resident|1.0|good
24.0|furniture|5511.0|four-years|9|1.0||1.0|skilled||good
|furniture|3749.0||female-divorced|4.0|26.0|1.0|skilled|1.0|good
12.0|new-car|685.0|seven-years|married-male|3.0|25.0|1.0|unskilled-resident|1.0|bad
|new-car||one-year||2.0|29.0|1.0|unskilled-resident|2.0|good
36.0|furniture|2746.0||single-male|4.0|31.0|1.0|skilled|1.0|bad
12.0||||9|3.0||9.0|unskilled-resident|2.0|good
24.0|9|-87020.0|four-years|female-divorced|4.0||9.0||1.0|good
12.0|9|701.0|four-years|9||2560.0|9.0|skilled|1.0|good
15.0|furniture|3643.0|over-seven|female-divorced||27.0|2.0|unskilled-resident|1.0|good
2400.0|new-car|4249.0|9|married-male|2.0|28.0||||bad
|radio-tv|1938.0|one-year|male-divorced||32.0|1.0||1.0|bad
24.0|used-car|2910.0|seven-years|9|1.0|34.0|9.0|management|1.0|good
18.0||2659.0|9||2.0|28.0|1.0|skilled|1.0|good
|new-car|1028.0|four-years|female-divorced|3.0|36.0|2.0||1.0|good
8.0|9|3398.0|seven-years|single-male|4.0||2.0|unskilled-resident|1.0|good
12.0||5801.0|over-seven|single-male||49.0|1.0||1.0|good
24.0||1525.0|||3.0|34.0|1.0|skilled||good
36.0|radio-tv|4473.0|over-seven|single-male|2.0|31.0|1.0|9|1.0|good
120.0|radio-tv||over-seven|single-male|4.0|28.0|||9.0|good
24.0|9||unemployed|single-male|4.0|75.0|2.0|management|1.0|good
18.0|education|1864.0|four-years|female-divorced|2.0|30.0|2.0|skilled|1.0|bad
-1200.0|new-car|296320.0|one-year|female-divorced|2.0||1.0|9|1.0|bad
-960.0||11590.0||female-divorced|4.0|24.0|2.0|unskilled-resident|1.0|bad
24.0|furniture|4110.0||single-male||23.0|2.0||2.0|bad
6.0|furniture|3384.0|four-years|male-divorced|4.0|44.0|1.0|management|1.0|bad
13.0|radio-tv|-42020.0||9|4.0|23.0|1.0|||good
15.0|domestic-app|1275.0|four-years|female-divorced||24.0|1.0|9||bad
|furniture|4169.0|four-years|9|9.0|28.0|1.0|skilled|1.0|good
|9|1521.0||male-divorced|2.0|31.0|1.0||1.0|good
|education|114860.0|one-year|female-divorced|4.0|24.0|2.0||1.0|good
21.0|furniture|3599.0|seven-years||9.0|||unskilled-resident|1.0|good
|radio-tv|3213.0||9|3.0|25.0|1.0|skilled|1.0|good
720.0||4439.0|over-seven|single-male||||management||good
10.0|new-car|315920.0|9|||37.0|||2.0|good
15.0|radio-tv|||female-divorced||43.0|1.0|unskilled-resident|1.0|good
13.0||882.0|one-year|single-male||1840.0||skilled|1.0|good
24.0|radio-tv|3758.0|unemployed|female-divorced|4.0|23.0|1.0|unemployed-non-resident|9.0|good
6.0||1743.0|four-years|single-male|2.0||2.0|unskilled-resident|1.0|good
9.0|9|1136.0|over-seven||9.0|32.0|2.0|skilled|2.0|bad
9.0|domestic-app||one-year|female-divorced|9.0|920.0|1.0|9|1.0|good
|||four-years||2.0||1.0|skilled|9.0|bad
18.0|9|3229.0|unemployed|single-male|4.0|38.0|||9.0|good
|radio-tv||||2.0|28.0|2.0|skilled||bad
|9|727.0|over-seven||4.0|46.0|1.0|skilled||good
24.0||1246.0||single-male|2.0|23.0|1.0|unskilled-resident|9.0|bad
12.0|radio-tv|2331.0|over-seven|single-male|4.0|49.0||skilled|9.0|good
36.0|9|4463.0|four-years|single-male||26.0|2.0|management|1.0|bad
12.0|radio-tv|776.0||9|2.0|-560.0|9.0|skilled|1.0|good
30.0|furniture|2406.0|seven-years|9|||1.0|skilled|1.0|bad
|education|1239.0|four-years|single-male|4.0|||skilled|1.0|good
12.0|radio-tv|3399.0|over-seven|single-male|3.0|37.0|1.0|management|9.0|good
12.0|new-car|2247.0|four-years|female-divorced|2.0|36.0||9|1.0|good
6.0|furniture|1766.0||married-male|2.0||9.0|||good
18.0|furniture|2473.0|unemployed|single-male|1.0|25.0|9.0||1.0|bad
12.0|business|1542.0|seven-years|9|4.0|36.0||skilled|1.0|good
18.0||3850.0|seven-years|single-male|1.0||9.0|skilled|1.0|good
1440.0|furniture||one-year|female-divorced|4.0|-440.0|1.0|skilled|1.0|good
||3446.0|over-seven|single-male||42.0|1.0|skilled|2.0|bad
18.0|furniture||seven-years|9|4.0||1.0|skilled|9.0|good
|new-car|3079.0|four-years||4.0|36.0|1.0|9||good
18.0|radio-tv|6070.0|over-seven|single-male|4.0|33.0|9.0|skilled|9.0|good
10.0|9|2146.0|one-year|9|3.0|||skilled|1.0|good
|new-car|-275120.0|over-seven|single-male|4.0|63.0||management|1.0|good
60.0|others|14782.0|9|female-divorced|||2.0|management|1.0|bad
48.0|business|7685.0|seven-years|female-divorced|4.0|37.0|1.0|skilled|1.0|bad
18.0|radio-tv||unemployed|9|9.0|34.0|2.0|skilled|9.0|good
7.0||846.0|9||9.0|36.0||skilled||good
36.0|new-car|14318.0|over-seven|single-male|2.0|4560.0||management|1.0|bad
480.0|new-car|362.0|four-years|9|4.0|52.0|2.0||1.0|good
|furniture|-44240.0|seven-years||4.0||1.0||1.0|good
